tinh,huyen,xa,m5tt,m5c31,m5c32,m5c33,m5c34,m5c35a,m5c35b,m5c36,m5c37a,m5c37b,m5c37c,m5c38,m5c39
709,17,17,2,2,2005,2005,2,3,4.0,-1.0,-1,-1,-1,4634,328
709,17,17,3,10,2006,2007,1,3,2.0,-1.0,0,0,0,4634,328
709,17,17,4,15,2002,2002,1,3,0.0,-1.0,0,0,0,4634,328
709,17,17,5,7,2001,2001,1,2,1.0,-1.0,0,0,0,460,0
709,17,17,6,6,2007,2007,2,3,0.0,80000.0,0,0,0,4634,328
711,01,17,1,1,2000,2003,2,2,0.0,32000000.0,0,0,0,2933,318
711,01,17,2,2,2000,2001,2,3,0.0,470000.0,0,0,0,2933,318
711,01,17,3,6,2001,2001,1,2,0.0,340000.0,0,0,0,2933,318
711,01,17,4,7,1998,2005,1,1,0.0,370000.0,0,0,0,310,60
711,01,17,5,10,2005,2005,2,2,0.0,120000.0,0,0,0,1101,246
711,01,17,6,11,2001,2001,2,2,0.0,90000.0,0,0,0,430,192
711,01,17,7,15,2000,2000,1,2,0.0,410000.0,0,0,0,2933,318
711,02,03,1,2,2007,2007,2,4,5.0,200778.0,200778,0,0,1738,542
711,02,03,2,8,2007,2007,1,4,0.0,86000.0,86000,0,0,64,64
711,02,03,3,6,2007,2008,1,3,0.0,465000.0,0,0,0,426,0
711,02,07,1,6,2007,2007,1,2,0.0,-1.0,0,0,0,150,0
711,02,07,2,2,2007,2007,2,3,4.0,280000.0,84000,0,0,1971,455
711,02,07,3,15,2007,2007,1,3,0.0,65000.0,0,0,0,368,0
711,02,07,4,7,2004,2004,1,2,0.0,660000.0,0,0,0,145,97
711,02,07,5,9,2004,2004,1,2,0.0,580000.0,0,0,0,1971,455
711,02,07,6,10,2004,2004,1,2,0.0,1250000.0,0,0,0,1971,455
711,02,13,1,2,2007,2007,2,3,4.0,574000.0,172200,0,0,2468,294
711,02,13,2,15,2007,2007,1,2,3.0,120000.0,0,0,0,276,0
711,02,13,3,15,2007,2007,1,3,0.0,77000.0,0,0,0,2468,294
711,02,13,4,6,2006,2006,1,2,0.0,420000.0,0,0,0,2468,294
711,02,13,5,7,2004,2005,1,2,0.0,4000000.0,0,0,0,465,66
711,02,13,6,11,2004,2004,1,2,0.0,520000.0,0,0,0,2468,294
711,02,19,1,1,2007,2008,2,2,0.0,42000000.0,0,0,0,2411,365
711,02,19,2,3,2007,2008,1,2,0.0,5200000.0,0,0,0,2411,365
711,02,19,3,5,2008,2008,2,2,3.0,650000.0,0,0,0,1928,219
711,02,19,4,9,2007,2008,1,2,0.0,600000.0,0,0,0,2411,219
711,02,19,5,15,2005,2006,1,2,0.0,5250000.0,0,0,0,200,0
711,02,19,6,15,2007,2007,1,3,0.0,250000.0,0,0,0,2411,219
711,02,19,7,2,2007,2008,2,3,5.0,850000.0,255000,0,0,2411,219
711,02,21,1,2,2007,2008,2,3,4.0,426000.0,127800,0,0,3389,285
711,02,21,2,6,2008,2008,1,3,0.0,545000.0,0,0,0,3389,285
711,02,21,3,7,2005,2006,1,2,0.0,4200000.0,0,0,0,716,86
711,02,21,4,15,2006,2006,1,7,4.0,2300000.0,200000,0,0,3389,285
711,02,21,5,3,1998,2000,1,1,2.0,21000000.0,0,0,0,3389,285
711,03,23,1,2,2007,2007,2,3,5.0,1095000.0,328500,0,0,2147,415
711,03,23,2,1,2007,2007,2,2,0.0,-1.0,0,0,0,2157,415
711,03,23,3,3,2006,2007,1,2,0.0,-1.0,0,0,0,2157,415
711,03,23,4,4,2007,2007,2,3,0.0,266000.0,0,0,0,62,12
711,03,23,5,9,2005,2006,1,2,0.0,880000.0,0,0,0,2157,415
711,03,23,6,6,2006,2006,1,2,0.0,240000.0,0,0,0,320,38
711,03,33,1,2,2008,2008,2,3,4.0,325000.0,97500,0,0,2754,415
711,03,33,2,6,2007,2007,1,2,0.0,545000.0,0,0,0,316,0
711,03,33,3,15,2006,2006,1,3,4.0,560000.0,215000,0,0,2754,415
711,03,33,4,9,2004,2004,1,2,0.0,650000.0,0,0,0,2754,415
711,03,43,1,2,2008,2008,1,3,4.0,430000.0,129000,0,0,1962,496
711,03,43,2,15,2008,2008,2,3,0.0,256000.0,0,0,0,120,34
711,03,43,3,15,2008,2008,1,3,0.0,-1.0,0,0,0,1962,446
711,03,43,4,2,2007,2007,2,2,0.0,367494.0,110000,0,0,1962,446
711,03,43,5,11,2007,2007,2,6,0.0,220000.0,0,0,0,1962,446
711,03,43,6,15,2005,2005,1,2,3.0,500000.0,0,0,0,1962,446
711,03,43,7,6,2005,2006,1,1,0.0,450000.0,0,0,0,1962,446
711,03,47,1,6,2007,2008,1,2,0.0,-1.0,0,0,0,62,12
711,03,47,2,15,2007,2007,1,4,0.0,877203.0,877203,0,0,2565,508
711,03,47,3,2,2007,2007,2,4,5.0,1028954.0,325650,0,0,2565,508
711,03,47,4,1,2001,2003,2,2,0.0,897643.0,0,0,0,2565,508
711,03,47,5,10,2003,2004,1,3,0.0,269178.0,0,0,0,2565,508
711,03,53,1,15,2008,2008,1,3,4.0,688000.0,250000,0,0,2859,612
711,03,53,2,6,2008,2008,1,2,0.0,-1.0,0,0,0,46,12
711,03,53,3,2,2006,2006,2,3,5.0,680000.0,205000,0,0,2859,612
711,03,53,4,10,2005,2006,1,1,2.0,16000000.0,0,0,0,2859,612
711,04,09,1,2,2007,2007,2,3,7.0,709635.0,212890,0,0,2743,362
711,04,09,2,7,2006,2007,1,4,0.0,9656334.0,460500,0,0,302,0
711,04,09,3,11,2007,2008,1,7,0.0,-1.0,0,0,0,2743,362
711,04,09,4,15,2008,2008,2,4,0.0,158000.0,0,0,0,2743,362
711,04,09,5,1,2005,2007,2,2,0.0,1200000.0,0,0,0,2743,362
711,04,09,6,6,2006,2006,1,2,0.0,1400000.0,0,0,0,435,52
711,04,09,7,10,2006,2006,1,2,0.0,2600000.0,0,0,0,2743,362
711,04,17,1,7,2006,2008,1,2,0.0,6500000.0,0,0,0,246,246
711,04,17,2,15,2008,2008,1,4,0.0,300000.0,0,0,0,2378,268
711,04,17,3,2,2007,2007,2,3,4.0,345237.0,103570,0,0,2378,268
711,04,17,4,9,2006,2007,1,2,0.0,300000.0,0,0,0,2378,268
711,04,17,5,10,2006,2007,1,2,0.0,6000000.0,0,0,0,2378,268
711,04,17,6,1,2003,2006,2,2,0.0,22000000.0,0,0,0,2378,268
711,04,17,7,2,2006,2006,2,3,4.0,264000.0,79200,0,0,2378,268
711,04,17,8,3,2005,2005,1,2,0.0,650000.0,0,0,0,2378,268
711,04,17,9,6,2003,2003,1,2,0.0,340000.0,0,0,0,2378,268
711,05,21,1,2,2000,2000,2,3,7.0,320000.0,50000,0,0,1430,321
711,05,21,2,7,2005,2005,1,2,7.0,540000.0,70000,0,0,79,17
711,05,21,3,1,2007,2009,2,2,0.0,-1.0,0,0,0,1430,321
711,05,29,1,15,2008,2008,1,4,0.0,385000.0,385000,0,0,1594,264
711,05,29,2,2,2008,2008,2,3,4.0,166000.0,49800,0,0,1594,264
711,05,29,3,2,2007,2007,2,3,4.0,285000.0,85500,0,0,1594,264
711,05,29,4,15,2007,2007,2,3,0.0,400000.0,0,0,0,1594,264
711,05,29,5,1,2005,2007,2,2,0.0,22000000.0,0,0,0,1594,264
711,05,29,6,3,2005,2006,1,2,0.0,7500000.0,0,0,0,1594,264
711,05,29,7,10,2005,2005,1,2,0.0,9500000.0,0,0,0,1594,264
711,05,29,8,11,2002,2002,1,2,0.0,300000.0,0,0,0,760,195
711,05,37,1,2,2006,2006,2,3,5.0,520000.0,150000,0,0,1506,309
711,05,37,2,6,2006,2006,1,2,0.0,640000.0,0,0,0,573,105
711,05,37,3,11,2003,2003,1,2,0.0,540000.0,0,0,0,1506,309
711,05,43,1,2,2006,2006,2,2,3.0,4500000.0,0,0,0,1304,219
711,05,43,2,9,2003,2004,1,2,0.0,850000.0,0,0,0,1304,219
711,05,43,3,10,2005,2006,1,2,0.0,7000000.0,0,0,0,1304,219
711,05,43,4,3,2008,2009,1,2,0.0,-1.0,0,0,0,1304,219
711,05,47,1,2,2006,2006,2,3,5.0,140000.0,42000,0,0,1148,364
711,05,47,2,6,2005,2005,1,1,2.0,800000.0,0,0,0,342,44
711,05,47,3,10,2005,2006,1,2,1.0,7800000.0,0,0,0,1148,364
711,05,47,4,11,2003,2003,1,2,0.0,2400000.0,0,0,0,1148,364
711,05,47,5,15,2000,2001,1,3,0.0,700.0,0,0,0,1148,364
711,05,47,6,9,2008,2008,1,3,0.0,600.0,0,0,0,1148,364
711,07,07,1,1,2004,2005,2,2,0.0,25700000.0,0,0,0,2551,535
711,07,07,2,2,2002,2003,2,3,0.0,250000.0,0,0,0,2551,535
711,07,07,3,6,2000,2001,1,2,0.0,3500000.0,0,0,0,2551,535
711,07,07,4,7,1999,2005,1,1,0.0,350000.0,0,0,0,350,80
711,07,07,5,9,2000,2000,2,2,0.0,110000.0,0,0,0,2551,535
711,07,07,6,10,1999,1999,2,2,0.0,120000.0,0,0,0,2150,450
711,07,07,7,11,2000,2000,1,2,0.0,90000.0,0,0,0,1250,230
711,07,07,8,12,2000,2004,1,3,0.0,500000.0,0,0,0,810,135
711,07,19,1,1,2003,2004,2,2,0.0,7000000.0,1200000,0,0,2734,490
711,07,19,2,2,2002,2002,1,3,0.0,400000.0,20000,0,0,2734,490
711,07,19,3,3,2002,2002,1,3,0.0,1000000.0,20000,0,0,2734,490
711,07,19,4,6,2001,2001,1,2,0.0,1000000.0,70000,0,0,2734,490
711,07,19,5,9,2001,2001,1,9,,1000000.0,0,0,0,2734,490
711,07,19,6,10,2007,2008,1,2,0.0,-1.0,0,0,0,2734,490
711,07,19,7,11,2005,2005,1,3,0.0,1100000.0,0,0,0,1200,112
711,07,19,8,15,2002,2002,1,3,0.0,500000.0,0,0,0,2734,490
711,07,19,9,15,2002,2002,1,2,3.0,1600000.0,0,0,0,2734,490
711,07,19,10,15,2002,2002,1,3,0.0,100000.0,0,0,0,2734,490
711,07,29,1,1,2000,2001,2,2,0.0,12500000.0,0,0,0,2100,450
711,07,29,2,2,2002,2002,2,1,2.0,2600000.0,0,0,0,840,120
711,07,29,3,3,2003,2003,1,3,0.0,1450000.0,0,0,0,1120,218
711,07,29,4,4,2002,2003,1,2,0.0,2670000.0,0,0,0,640,80
711,07,29,5,6,1999,2000,1,1,0.0,1250000.0,0,0,0,2100,460
711,07,29,6,7,2000,2003,1,2,0.0,295000.0,0,0,0,186,40
711,07,29,7,9,2000,2000,1,3,0.0,185000.0,0,0,0,2100,460
711,07,29,8,10,2002,2002,1,2,0.0,870000.0,0,0,0,894,90
711,07,29,9,12,2002,2002,1,7,0.0,1160000.0,0,0,0,483,35
711,07,29,10,15,2000,2000,1,2,0.0,1200000.0,0,0,0,2100,460
711,08,03,1,2,2007,2007,2,4,3.0,5100000.0,2500000,0,0,2156,630
711,08,03,2,4,2005,2005,2,3,0.0,210000.0,0,0,0,800,50
711,08,03,3,5,2004,2004,2,3,0.0,250000.0,0,0,0,800,50
711,08,03,4,6,2003,2003,3,2,0.0,2150000.0,0,0,0,1749,500
711,08,03,5,7,2003,2003,2,1,0.0,300000.0,0,0,0,450,250
711,08,03,6,12,2003,2003,1,3,0.0,300000.0,0,0,0,685,150
711,08,05,1,1,2000,2001,2,2,0.0,8400000.0,0,0,0,3850,1675
711,08,05,2,2,2003,2003,2,3,0.0,520000.0,0,0,0,3850,1675
711,08,05,3,6,2001,2001,3,3,0.0,386160.0,0,0,0,3850,1675
711,08,05,4,9,2005,2005,1,2,0.0,469000.0,0,0,0,3850,1675
711,08,05,5,10,2002,2003,1,2,0.0,2800000.0,0,0,0,2430,670
711,08,05,6,11,2002,2002,2,2,0.0,250000.0,0,0,0,1720,360
711,08,05,7,15,2000,2000,1,2,3.0,1300000.0,0,0,0,3850,1675
711,08,07,1,1,1999,2000,2,2,0.0,2460000.0,0,0,0,2679,364
711,08,07,2,1,2005,2006,2,1,0.0,6500000.0,0,0,0,2679,364
711,08,07,3,6,1998,1999,1,2,0.0,2000000.0,0,0,0,2679,364
711,08,07,4,9,2000,2000,1,2,0.0,195000.0,0,0,0,2679,364
711,08,07,5,11,2003,2004,1,3,0.0,120000.0,0,0,0,2679,364
711,08,07,6,15,2000,2000,1,2,3.0,1350000.0,0,0,0,2679,364
711,08,09,1,1,2000,2001,2,2,0.0,2600000.0,0,0,0,4086,525
711,08,09,2,2,2001,2004,2,3,0.0,1765949.0,0,0,0,4086,525
711,08,09,3,6,2003,2003,3,2,0.0,680000.0,0,0,0,4086,525
711,08,09,4,10,2000,2003,1,2,0.0,6010800.0,0,0,0,4086,525
713,03,05,1,15,2007,2008,1,2,0.0,1555000.0,-1,-1,-1,1384,103
713,03,05,2,11,2007,2008,1,2,0.0,4350000.0,-1,-1,-1,760,60
713,03,05,3,10,2006,2006,1,2,0.0,3700000.0,-1,-1,-1,800,103
713,03,05,4,10,2005,2006,1,2,0.0,7800000.0,-1,-1,-1,800,75
713,03,05,5,2,1997,2006,2,7,2.0,4600000.0,-1,-1,-1,1384,82
713,03,05,6,15,1996,2006,1,1,0.0,800000.0,-1,-1,-1,1384,103
713,03,05,7,2,1997,2004,1,2,0.0,180000.0,-1,-1,-1,1384,103
713,03,05,8,15,1996,2004,1,2,0.0,480000.0,-1,-1,-1,1384,103
713,03,05,9,2,1996,2004,2,1,2.0,3100.0,-1,-1,-1,1384,103
713,03,15,1,4,2000,2003,1,2,3.0,100000.0,0,0,0,187,73
713,03,15,2,2,2001,2003,1,1,7.0,1500000.0,0,0,0,1610,200
713,03,15,3,6,2001,2002,1,1,7.0,10000000.0,0,0,0,1400,0
713,03,15,4,1,1999,2000,1,2,3.0,800000.0,0,0,0,1800,160
713,03,15,5,1,1998,1999,2,2,3.0,4000000.0,0,0,0,1948,221
713,03,25,1,15,2007,2008,1,5,2.0,12000000.0,0,0,0,3019,261
713,03,25,2,2,2007,2007,1,5,2.0,2201071.0,56000,0,0,3019,261
713,03,25,3,3,2003,2003,1,3,0.0,55981.0,0,0,0,2946,261
713,03,25,4,6,2002,2005,1,1,0.0,368300.0,0,0,0,2946,261
713,03,25,5,15,2003,2003,1,3,0.0,850000.0,0,0,0,3019,261
713,03,25,6,10,2002,2003,1,2,0.0,700000.0,0,0,0,3019,261
713,03,25,7,11,1999,2000,2,3,0.0,500000.0,0,0,0,3019,261
713,03,25,8,9,1998,1999,1,2,0.0,300000.0,0,0,0,3019,261
713,03,25,9,10,1998,1999,1,3,0.0,700000.0,0,0,0,3019,261
713,03,29,1,10,2006,2007,1,2,0.0,3500000.0,0,0,0,800,20
713,03,29,2,2,2006,2006,2,2,0.0,2700000.0,0,0,0,600,17
713,03,29,3,6,2006,2007,1,3,7.0,514000.0,250000,0,0,310,12
713,03,29,4,4,2006,2006,1,3,0.0,269000.0,0,0,0,300,10
713,03,29,5,2,2005,2006,2,2,7.0,437000.0,250000,0,0,150,20
713,03,29,6,2,2005,2005,1,7,0.0,48860.0,48860,0,0,30,8
713,03,29,7,6,2005,2005,1,7,0.0,212000.0,212000,0,0,315,15
713,03,29,8,5,2004,2004,2,2,0.0,850000.0,0,0,0,170,8
713,03,29,9,6,2004,2004,1,2,0.0,208000.0,0,0,0,220,15
713,03,29,10,6,2004,2004,1,2,0.0,70000.0,0,0,0,310,0
713,05,05,1,2,2002,2002,2,2,3.0,1324000.0,-1,-1,-1,-1,-1
713,05,05,2,9,2003,2003,1,3,4.0,321898.0,-1,-1,-1,-1,-1
713,05,05,3,15,2002,2002,1,3,0.0,60000.0,-1,-1,-1,-1,-1
713,05,05,4,15,2004,2004,1,3,4.0,1037611.0,-1,-1,-1,-1,-1
713,05,05,5,10,2006,2006,1,2,0.0,8000000.0,-1,-1,-1,-1,-1
713,05,05,6,10,2004,2004,1,2,3.0,710000.0,-1,-1,-1,-1,-1
713,05,05,7,10,2005,2006,1,2,1.0,570000.0,-1,-1,-1,-1,-1
713,05,05,8,7,2005,2005,1,2,3.0,145605.0,-1,-1,-1,-1,-1
713,05,05,9,10,2007,2008,1,2,3.0,216000.0,-1,-1,-1,-1,-1
713,05,05,10,15,2003,2003,1,3,4.0,167000.0,-1,-1,-1,-1,-1
713,05,11,1,2,1994,1994,2,3,4.0,-1.0,-1,-1,-1,-1,-1
713,05,11,2,6,2002,2002,1,1,2.0,-1.0,-1,-1,-1,-1,-1
713,05,11,3,10,1994,1996,1,1,6.0,-1.0,-1,-1,-1,-1,-1
713,05,11,4,9,1995,1995,1,1,2.0,-1.0,-1,-1,-1,-1,-1
713,05,11,5,11,2007,2008,1,4,0.0,222108.0,222108,-1,-1,-1,-1
713,05,15,1,10,2002,2003,1,2,0.0,-1.0,0,0,0,1520,464
713,05,15,2,11,2002,2002,1,3,0.0,-1.0,0,0,0,1520,464
713,05,15,3,11,2005,2005,1,3,0.0,-1.0,0,0,0,1520,464
713,05,15,4,1,1999,1999,2,3,0.0,-1.0,0,0,0,1520,464
713,05,15,5,6,2005,2005,1,3,0.0,-1.0,0,0,0,1520,464
713,05,19,1,10,2006,2007,1,3,0.0,118252.0,0,0,0,-1,-1
713,05,19,2,10,2006,2007,1,3,0.0,118252.0,0,0,0,-1,-1
713,05,19,3,11,2006,2007,1,3,0.0,63536.0,0,0,0,-1,150
713,05,19,4,2,2003,2004,1,3,0.0,3000000.0,0,0,0,-1,-1
713,05,19,5,2,2003,2004,1,3,0.0,2600000.0,0,0,0,-1,-1
713,05,19,6,2,2007,2007,1,2,0.0,12000000.0,0,0,0,-1,-1
713,05,19,7,2,2002,2003,1,3,0.0,1800000.0,0,0,0,-1,100
713,05,25,1,2,2007,2008,2,2,5.0,1228000.0,736800,-1,-1,400,-1
713,05,25,2,4,2007,2007,1,3,0.0,296000.0,-1,-1,-1,100,-1
713,05,25,3,10,2006,2006,1,1,0.0,-1.0,-1,-1,-1,-1,-1
713,05,25,4,10,2008,2009,1,1,0.0,-1.0,-1,-1,-1,-1,-1
713,05,25,5,6,2008,2008,1,2,0.0,-1.0,-1,-1,-1,-1,-1
713,05,25,6,7,2007,2008,1,1,0.0,-1.0,-1,-1,-1,-1,-1
713,05,25,7,2,2003,2004,2,2,4.0,314063.0,-1,-1,-1,150,-1
713,05,25,8,2,2006,2007,2,2,5.0,377000.0,226200,-1,-1,200,-1
713,05,25,9,11,2007,2008,1,3,0.0,-1.0,-1,-1,-1,-1,-1
713,05,25,10,2,2003,2004,2,3,5.0,986000.0,295800,-1,-1,-1,-1
713,07,07,1,1,2008,2010,2,1,2.0,-1.0,0,0,0,800,223
713,07,07,2,7,2008,2009,1,2,3.0,-1.0,0,0,0,172,46
713,07,07,3,2,2006,2007,2,3,4.0,-1.0,-1,-1,-1,119,0
713,07,07,4,2,2006,2007,2,3,4.0,-1.0,-1,-1,-1,86,86
713,07,07,5,2,2006,2007,2,3,4.0,-1.0,-1,-1,-1,216,79
713,07,07,6,6,2006,2008,1,3,7.0,-1.0,-1,-1,-1,-1,-1
713,07,07,7,6,2006,2008,1,3,7.0,-1.0,-1,-1,-1,-1,-1
713,07,07,8,6,2006,2008,1,3,7.0,-1.0,-1,-1,-1,-1,-1
713,07,07,9,6,2006,2008,1,3,7.0,-1.0,-1,-1,-1,-1,-1
713,07,07,10,6,2006,2008,1,3,7.0,-1.0,-1,-1,-1,-1,-1
713,07,13,1,2,2008,2008,2,2,3.0,-1.0,-1,-1,-1,2588,-1
713,07,13,2,2,2001,2001,2,2,3.0,-1.0,-1,-1,-1,2588,-1
713,07,13,3,2,2003,2003,2,2,3.0,-1.0,-1,-1,-1,2588,-1
713,07,13,4,6,2007,2008,2,7,0.0,-1.0,-1,-1,-1,2588,-1
713,07,13,5,10,2004,2005,2,2,3.0,-1.0,-1,-1,-1,2588,-1
713,07,13,6,12,2005,2006,1,2,3.0,-1.0,-1,-1,-1,-1,-1
713,07,17,1,2,2000,2000,1,3,0.0,-1.0,-1,-1,-1,1733,428
713,07,17,2,6,2006,2006,2,3,0.0,-1.0,-1,-1,-1,1706,428
713,07,17,3,9,2006,2006,1,3,0.0,-1.0,-1,-1,-1,1733,428
713,07,17,4,10,2006,2006,1,2,0.0,-1.0,-1,-1,-1,1502,300
713,07,17,5,11,2007,2007,1,3,0.0,-1.0,-1,-1,-1,858,171
713,09,07,1,2,2005,2006,1,3,0.0,793000.0,-1,-1,-1,3774,-1
713,09,07,2,3,2006,2007,1,3,0.0,705900.0,-1,-1,-1,653,653
713,09,07,3,5,2001,2003,1,3,0.0,930000.0,-1,-1,-1,3774,-1
713,09,07,4,10,2000,2001,1,2,0.0,3400000.0,-1,-1,-1,3774,-1
713,09,07,5,11,2005,2006,1,2,0.0,1334051.0,-1,-1,-1,3774,-1
713,09,11,1,2,2005,2005,2,5,3.0,586688.0,-1,-1,-1,-1,-1
713,09,11,2,2,2005,2005,2,5,3.0,233255.0,-1,-1,-1,-1,-1
713,09,11,3,2,2007,2007,1,5,3.0,110000.0,-1,-1,-1,-1,-1
713,09,11,4,2,2007,2007,1,5,3.0,251478.0,-1,-1,-1,-1,-1
713,09,11,5,2,2006,2006,1,5,3.0,45000.0,-1,-1,-1,-1,-1
713,09,11,6,2,2007,2007,1,5,3.0,10000.0,-1,-1,-1,-1,-1
713,09,11,7,2,2007,2007,1,5,3.0,237000.0,-1,-1,-1,-1,-1
713,09,11,8,2,2006,2006,1,5,3.0,164000.0,-1,-1,-1,-1,-1
713,09,11,9,2,2007,2007,1,5,3.0,397000.0,-1,-1,-1,-1,-1
713,09,11,10,6,2008,2008,1,5,3.0,180000.0,-1,-1,-1,86,86
713,09,13,1,2,2006,2006,2,2,3.0,-1.0,-1,-1,-1,-1,-1
713,09,13,2,4,2004,2004,3,3,4.0,-1.0,-1,-1,-1,-1,-1
713,09,13,3,5,2000,2000,3,3,0.0,-1.0,-1,-1,-1,-1,-1
713,09,13,4,9,2001,2001,1,2,0.0,-1.0,-1,-1,-1,-1,-1
713,09,13,5,7,2006,2006,1,1,2.0,-1.0,-1,-1,-1,-1,-1
713,09,13,6,9,2002,2002,2,3,0.0,-1.0,-1,-1,-1,-1,-1
713,09,13,7,10,2006,2006,1,2,0.0,-1.0,-1,-1,-1,-1,-1
713,09,13,8,11,2006,2006,1,2,0.0,-1.0,-1,-1,-1,-1,-1
713,09,13,9,12,2004,2004,1,2,0.0,-1.0,-1,-1,-1,-1,-1
713,09,21,1,2,1999,2000,1,1,2.0,-1.0,-1,-1,-1,-1,-1
713,09,21,2,6,2002,2003,1,2,3.0,-1.0,-1,-1,-1,-1,-1
713,09,21,3,7,2007,2008,1,1,2.0,-1.0,-1,-1,-1,-1,-1
713,09,21,4,9,1998,1999,1,2,3.0,-1.0,-1,-1,-1,2640,150
713,09,21,5,10,2007,2007,1,1,2.0,-1.0,-1,-1,-1,-1,-1
713,09,21,6,12,2007,2007,1,3,4.0,-1.0,-1,-1,-1,-1,-1
713,09,35,1,2,2004,2004,1,2,0.0,4000000.0,-1,-1,-1,2130,-1
713,09,35,2,4,2007,2007,1,3,0.0,500000.0,-1,-1,-1,450,380
713,09,35,3,2,2005,2005,1,3,0.0,3000000.0,-1,-1,-1,2130,-1
713,09,35,4,2,2006,2006,1,3,0.0,2500000.0,-1,-1,-1,2130,-1
713,09,35,5,2,2007,2007,1,3,0.0,1800000.0,-1,-1,-1,2130,-1
713,09,39,1,2,2000,2000,2,3,2.0,654500.0,327000,0,0,1860,150
713,09,39,2,3,2003,2003,1,6,0.0,-1.0,-1,-1,-1,1860,100
713,09,39,3,9,2008,2008,2,3,2.0,-1.0,-1,-1,-1,1860,775
713,09,39,4,10,2007,2007,2,3,2.0,-1.0,-1,-1,-1,1860,775
713,09,39,5,3,2006,2006,1,3,2.0,-1.0,-1,-1,-1,1860,110
713,09,39,6,2,2002,2002,1,3,2.0,850000.0,425000,0,0,1860,800
713,09,39,7,2,2002,2002,1,3,2.0,900000.0,450000,0,0,1860,775
713,09,39,8,2,2004,2004,1,3,2.0,1043000.0,521500,0,0,1860,380
713,09,39,9,2,2005,2005,1,3,2.0,1800000.0,0,0,0,1860,500
713,09,39,10,2,2005,2005,1,3,2.0,750000.0,375000,0,0,1860,200
713,09,45,1,1,2004,2006,2,2,6.0,7000000.0,500000,500,20000,1192,240
713,09,45,2,6,2004,2006,1,2,7.0,1800000.0,800000,0,0,280,95
713,09,45,3,2,2004,2006,2,2,7.0,1800000.0,600000,0,0,135,87
713,09,45,4,11,2004,2005,3,2,0.0,-1.0,0,0,0,320,120
713,09,45,5,6,2000,2001,1,2,7.0,130000.0,30000,0,0,100,25
713,09,45,6,9,1998,1998,2,2,3.0,-1.0,0,0,0,1192,240
713,09,45,7,15,2003,2006,1,3,7.0,256000.0,126000,0,0,1192,240
713,09,49,1,2,2004,2008,1,7,3.0,-1.0,-1,-1,-1,2124,0
713,09,49,2,5,2005,2005,1,2,0.0,-1.0,-1,-1,-1,242,242
713,09,49,3,6,2006,2007,2,2,0.0,-1.0,-1,-1,-1,2124,124
713,09,49,4,7,2007,2008,1,6,2.0,-1.0,-1,-1,-1,610,610
713,09,49,5,10,2006,2006,1,7,0.0,-1.0,-1,-1,-1,1210,121
713,09,49,6,12,2002,2008,1,3,0.0,-1.0,-1,-1,-1,-1,-1
713,11,03,1,1,2000,2000,1,2,3.0,-1.0,-1,0,-1,2000,574
713,11,03,2,2,2002,2002,2,2,3.0,-1.0,-1,0,-1,2870,574
713,11,03,3,5,2003,2003,3,3,4.0,-1.0,-1,0,-1,1000,574
713,11,03,4,6,2003,2003,2,4,5.0,-1.0,-1,0,-1,1500,574
713,11,03,5,7,2006,2006,1,4,5.0,-1.0,-1,0,-1,1700,574
713,11,11,1,2,2004,2008,1,4,2.0,11000.0,8000,0,0,1800,850
713,11,11,2,7,2007,2007,1,2,1.0,200000.0,0,0,0,90,0
713,11,19,1,2,2006,2008,2,2,4.0,-1.0,-1,-1,-1,1772,520
713,11,19,2,6,2005,2006,2,1,0.0,-1.0,-1,-1,-1,-1,-1
713,11,19,3,7,2003,2004,2,1,0.0,-1.0,-1,-1,-1,-1,-1
713,11,19,4,9,2006,2006,2,2,0.0,-1.0,-1,-1,-1,-1,-1
713,11,19,5,10,2007,2008,1,1,0.0,-1.0,-1,-1,-1,-1,-1
713,11,19,6,11,2004,2004,1,1,0.0,-1.0,-1,-1,-1,-1,-1
713,11,27,1,1,2004,2004,1,2,3.0,-1.0,-1,-1,-1,-1,-1
713,11,27,2,2,2004,2004,1,2,3.0,-1.0,-1,-1,-1,-1,-1
713,11,35,1,2,2004,2004,2,7,0.0,-1.0,-1,-1,-1,1510,1010
713,11,35,2,6,2000,2000,1,3,0.0,-1.0,-1,-1,-1,1350,1010
713,11,35,3,9,2008,2008,2,3,0.0,-1.0,-1,-1,-1,1350,1010
713,11,35,4,10,2007,2008,1,3,0.0,-1.0,-1,-1,-1,1350,1010
713,11,35,5,12,2008,2008,1,3,0.0,-1.0,-1,-1,-1,10,10
713,13,07,1,2,2005,2005,1,3,0.0,-1.0,-1,-1,-1,3288,420
713,13,07,2,3,2005,2005,1,3,0.0,-1.0,-1,-1,-1,3288,380
713,13,07,3,6,2005,2005,1,2,3.0,-1.0,-1,-1,-1,3288,500
713,13,07,4,7,2005,2005,1,1,2.0,-1.0,-1,-1,-1,3100,200
713,13,07,5,14,2002,2006,1,2,3.0,-1.0,-1,-1,-1,1000,300
713,13,07,6,15,2005,2005,1,4,3.0,60000.0,40000,-1,-1,200,150
713,13,07,7,15,2004,2004,1,3,4.0,193000.0,10000,-1,-1,250,30
713,13,07,8,15,2006,2006,1,3,0.0,-1.0,-1,-1,-1,30,0
713,13,11,1,2,2004,2004,1,5,3.0,-1.0,-1,0,0,1076,500
713,13,11,2,1,2002,2002,2,3,2.0,-1.0,-1,0,0,2560,800
