tinh,huyen,xa,diaban,hoso,matv,m4ac1a,m4ac1b,m4ac1c,m4ac2,m4ac3,m4ac4,m4ac5,m4ac6,m4ac7,m4ac8,m4ac9,m4ac10a,m4ac10b,m4ac11,m4ac12a,m4ac12b,m4ac12c,m4ac12d,m4ac12e,m4ac12f,m4ac13,m4ac14,m4ac15,m4ac16,m4ac17,m4ac18,m4ac19,m4ac20,m4ac21,m4ac22a,m4ac22b,m4ac22c,m4ac22d,m4ac22e,m4ac22f,m4ac23,m4ac24,m4ac25,m4ac26,m4ac27
501,3,5,37,19,1,2,2,1,1,,52,47,12,30,9,20,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,4
501,3,5,37,19,2,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
501,3,5,37,19,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
501,3,5,37,19,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,3,7,32,13,1,1,2,2,1,,52,10,12,26,8,14,4,2,26677,4042,0,0,0,0,4042,2,,,,,,,,,,,,,,0,,,,1,2
501,3,7,32,13,2,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
501,3,7,32,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,3,7,32,13,6,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,3,7,32,14,1,1,2,2,1,,93,41,5,26,8,5,3,,7317,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,2
501,3,7,32,14,2,2,2,1,1,,91,47,12,30,8,15,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
501,3,7,32,14,3,1,2,2,1,,52,47,2,26,8,1,7,,2342,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,1
501,3,7,32,14,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,3,7,32,15,1,2,2,1,1,,91,47,12,30,8,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
501,3,7,32,15,2,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
501,3,7,32,15,3,1,2,2,1,,93,41,10,26,8,3,3,,11869,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,1
501,3,7,32,15,4,1,2,2,1,,93,41,10,26,8,3,3,,11869,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,1
501,3,7,32,15,5,2,2,1,1,,74,10,12,25,8,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
501,3,7,32,15,6,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,3,9,30,14,1,1,2,1,1,,33,85,12,20,8,30,4,2,30014,289,0,0,0,0,289,1,33,85,10,24,3,30,2,,,,,,,0,2,,,1,1
501,3,9,30,14,2,1,2,2,1,,33,85,12,20,8,26,4,2,52814,289,0,0,0,0,289,2,,,,,,,,,,,,,,0,,,,1,2
501,3,9,30,14,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
501,3,9,30,14,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
501,3,9,30,15,1,2,2,1,1,,51,56,12,30,6,2,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
501,3,9,30,15,2,1,2,2,1,,24,84,12,22,8,28,4,1,46176,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,1
501,3,9,30,15,3,1,2,2,1,,34,84,12,22,8,3,4,1,28860,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,1
501,3,9,30,15,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
501,3,9,30,19,1,1,2,2,1,,41,49,12,24,8,2,6,,17316,866,0,0,0,0,866,2,,,,,,,,,,,,,,0,,,,2,
501,3,9,30,19,2,2,2,1,1,,51,56,12,30,6,8,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
501,3,9,30,19,3,1,2,2,1,,83,49,12,30,8,2,6,,23088,866,0,0,0,0,866,2,,,,,,,,,,,,,,0,,,,2,
501,3,9,30,19,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
501,3,9,30,19,5,1,2,2,1,,24,49,12,24,8,2,6,,34632,866,0,0,0,0,866,2,,,,,,,,,,,,,,0,,,,2,
501,3,9,30,19,6,1,2,2,1,,23,85,6,20,8,3,4,1,6926,192,0,0,0,0,192,2,,,,,,,,,,,,,,0,,,,1,2
501,3,13,17,13,1,2,2,1,1,,93,49,12,30,10,5,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
501,3,13,17,13,2,2,2,1,1,,91,47,12,30,10,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
501,3,13,17,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
501,3,13,17,13,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,3,13,17,13,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,3,13,17,14,1,2,2,1,1,,52,47,12,30,8,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
501,3,13,17,14,2,2,2,2,2,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,3,13,17,14,3,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
501,3,13,17,14,4,1,2,2,1,,93,25,12,26,8,1,3,,6088,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
501,3,13,17,14,5,1,2,2,1,,74,14,3,26,8,3,4,2,2342,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,1
501,3,13,17,14,6,2,2,2,2,6,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
501,3,13,17,15,1,1,2,2,1,,23,85,12,26,8,3,6,,13853,481,0,0,0,0,481,2,,,,,,,,,,,,,,0,,,,1,2
501,3,13,17,15,3,1,2,2,1,,72,10,12,26,8,2,6,,19625,962,0,0,0,0,962,2,,,,,,,,,,,,,,0,,,,1,1
501,3,15,26,13,1,2,2,1,1,,74,14,12,30,8,15,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
501,3,15,26,13,2,2,2,1,1,,74,14,12,30,8,15,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
501,3,15,26,13,3,2,2,1,1,,74,14,12,30,8,3,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
501,3,15,26,13,4,2,2,1,1,,74,14,12,30,8,1,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
501,3,15,26,13,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,3,15,26,19,1,1,2,2,1,,91,47,12,26,8,5,6,,34632,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,1
501,3,15,26,19,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
501,3,15,26,19,3,2,2,2,2,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,3,15,26,19,4,1,2,2,1,,19,47,12,26,8,5,6,,57720,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
501,3,15,26,20,1,2,2,1,1,,73,73,12,28,8,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
501,3,15,26,20,2,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
501,3,15,26,20,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,3,15,26,20,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,1,28,13,1,1,2,2,1,,74,31,7,26,10,15,6,,11971,475,0,0,0,1995,2470,2,,,,,,,,,,,,,,0,,,,2,
501,5,1,28,13,2,2,2,1,1,,51,56,12,28,6,15,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,4
501,5,1,28,13,3,1,2,2,1,,42,55,8,26,8,3,6,,12161,190,0,0,0,2280,2470,2,,,,,,,,,,,,,,0,,,,2,
501,5,1,28,13,4,1,2,1,1,,73,18,12,26,8,1,6,,11401,285,0,0,0,1711,1996,1,91,56,12,28,4,4,2,,,,,,,0,2,,,2,
501,5,1,28,13,5,1,2,2,1,,51,56,12,26,8,3,6,,18241,380,0,0,0,2394,2774,2,,,,,,,,,,,,,,0,,,,2,
501,5,1,28,13,6,1,2,2,1,,51,56,12,26,8,1,6,,15962,380,0,0,0,2394,2774,2,,,,,,,,,,,,,,0,,,,1,2
501,5,1,28,14,1,2,2,1,1,,91,47,10,24,8,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
501,5,1,28,14,2,2,2,1,1,,72,45,11,28,8,14,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
501,5,1,28,14,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,1,28,15,1,1,2,2,1,,93,41,9,26,9,4,3,,17316,0,0,0,0,1924,1924,2,,,,,,,,,,,,,,0,,,,2,
501,5,1,28,15,2,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,1,28,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,1,28,15,4,1,2,2,1,,74,15,12,27,8,13,3,,18470,1347,0,0,0,770,2117,2,,,,,,,,,,,,,,0,,,,2,
501,5,1,28,15,5,2,2,1,1,,74,14,12,28,6,16,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,4
501,5,3,29,13,1,1,2,2,1,,23,85,8,26,8,7,4,1,22802,665,0,4940,0,475,6080,2,,,,,,,,,,,,,,0,,,,1,4
501,5,3,29,13,2,1,2,2,1,,0,84,12,26,8,10,4,1,39903,475,0,0,0,0,475,2,,,,,,,,,,,,,,0,,,,2,
501,5,3,29,14,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
501,5,3,29,14,2,1,2,2,1,,0,84,12,26,8,12,4,1,34632,9620,0,0,0,4810,14430,2,,,,,,,,,,,,,,0,,,,1,2
501,5,3,29,14,3,1,2,2,1,,34,84,10,26,8,1,4,1,14430,962,0,0,0,1539,2501,2,,,,,,,,,,,,,,0,,,,2,
501,5,3,29,19,1,1,2,2,1,,51,85,11,27,10,2,4,1,12389,976,0,0,0,0,976,2,,,,,,,,,,,,,,0,,,,1,1
501,5,3,29,19,2,1,2,1,1,,91,56,6,28,7,1,5,,3512,97,0,0,0,0,97,1,91,47,5,25,9,6,2,,,,,,,0,2,,,1,1
501,5,3,29,19,3,1,2,2,1,,51,56,6,24,6,1,3,,3902,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,3
501,5,3,29,19,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,7,2,13,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,7,2,13,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
501,5,7,2,13,3,1,2,2,1,,81,22,12,28,8,1,4,2,28860,481,0,0,0,1539,2020,2,,,,,,,,,,,,,,0,,,,2,
501,5,7,2,13,4,1,2,2,1,,51,52,12,26,8,16,4,2,18470,481,0,0,0,0,481,2,,,,,,,,,,,,,,0,,,,2,
501,5,7,2,13,5,1,2,2,1,,32,86,12,16,12,10,4,1,23088,962,0,0,0,1154,2116,2,,,,,,,,,,,,,,0,,,,1,2
501,5,7,2,13,6,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,7,2,13,7,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,7,2,14,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,7,2,14,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
501,5,7,2,15,1,1,2,2,1,,51,10,12,26,10,13,6,,14061,950,0,0,0,0,950,1,93,96,6,20,8,5,3,8551,0,0,0,0,0,0,2,,,1,1
501,5,7,2,15,2,2,1,2,1,,92,1,12,30,10,8,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,4
501,5,7,2,15,3,1,2,2,1,,52,46,6,26,10,1,6,,10261,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
501,5,7,2,15,4,2,2,2,2,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,7,2,15,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,9,32,13,1,2,2,1,1,,74,14,12,28,12,12,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
501,5,9,32,13,2,2,2,1,1,,74,14,12,28,12,12,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
501,5,9,32,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,9,32,13,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,9,32,14,1,1,2,2,1,,19,74,12,26,8,8,5,,45603,4750,0,0,0,1520,6270,2,,,,,,,,,,,,,,0,,,,2,
501,5,9,32,14,2,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
501,5,9,32,14,3,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,9,32,15,1,1,2,2,1,,74,31,12,30,12,18,3,,34203,475,0,0,0,2280,2755,2,,,,,,,,,,,,,,0,,,,2,
501,5,9,32,15,2,2,2,1,1,,91,47,12,28,5,15,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
501,5,9,32,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,11,33,13,1,1,2,2,1,,61,3,9,28,10,20,3,,25974,481,0,0,0,2424,2905,2,,,,,,,,,,,,,,0,,,,2,
501,5,11,33,13,2,1,2,2,1,,74,10,10,26,8,4,3,,9235,962,0,0,0,0,962,2,,,,,,,,,,,,,,0,,,,1,2
501,5,11,33,13,3,1,2,2,1,,72,30,12,26,8,2,7,,23088,1924,0,0,0,2101,4025,2,,,,,,,,,,,,,,0,,,,2,
501,5,11,33,13,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
501,5,11,33,13,5,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,11,33,14,1,1,2,2,1,,61,3,10,20,10,10,3,,45603,950,0,0,0,1900,2850,2,,,,,,,,,,,,,,0,,,,2,
501,5,11,33,14,2,2,2,1,1,,91,56,10,28,10,4,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
501,5,11,33,14,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,11,33,14,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,11,33,15,1,2,2,1,1,,91,47,12,24,13,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
501,5,11,33,15,2,2,2,1,1,,91,47,12,20,13,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
501,5,11,33,15,3,1,2,2,1,,93,24,12,25,7,3,6,,28502,2090,0,0,0,285,2375,2,,,,,,,,,,,,,,0,,,,2,
501,5,11,33,15,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,11,33,15,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,13,34,13,1,1,2,2,1,,24,15,12,26,10,16,7,,34203,855,0,0,0,1482,2337,2,,,,,,,,,,,,,,0,,,,1,1
501,5,13,34,13,2,1,2,2,1,,74,15,12,24,8,1,7,,19382,855,0,0,0,1368,2223,2,,,,,,,,,,,,,,0,,,,1,2
501,5,13,34,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,13,34,15,1,1,2,2,1,,24,79,12,24,8,10,4,1,39903,475,0,0,1900,3420,5795,2,,,,,,,,,,,,,,0,,,,1,1
501,5,13,34,15,2,1,2,2,1,,24,79,12,24,8,7,4,1,20521,475,0,0,0,3420,3895,2,,,,,,,,,,,,,,0,,,,1,4
501,5,13,34,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,13,34,19,1,2,2,1,1,,74,10,12,27,9,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
501,5,13,34,19,2,2,2,1,1,,79,95,12,28,10,31,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
501,5,13,34,19,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,13,34,19,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
501,5,13,34,19,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,13,34,19,6,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,5,13,34,19,7,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
501,7,1,12,13,1,1,2,2,1,,91,47,12,29,11,8,6,,9428,673,0,0,0,0,673,2,,,,,,,,,,,,,,0,,,,1,4
501,7,1,12,13,2,2,2,1,1,,51,56,12,27,9,3,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
501,7,1,12,13,3,1,2,2,1,,34,46,12,26,8,3,7,,13853,770,0,0,0,1837,2607,2,,,,,,,,,,,,,,0,,,,1,2
501,7,1,12,13,4,1,2,2,1,,72,47,7,28,8,4,6,,9428,673,0,0,0,0,673,1,72,47,5,26,8,1,6,7215,0,0,0,0,943,943,2,,,1,1
501,7,1,12,13,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
501,7,1,12,14,1,2,2,1,1,,51,56,12,27,4,20,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,4
501,7,1,12,14,2,2,2,2,2,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
501,7,1,12,14,3,1,2,2,1,,72,47,6,25,8,1,5,,4683,293,0,0,0,488,781,1,91,55,4,26,8,1,7,4683,0,0,0,0,2420,2420,2,,,2,
501,7,1,12,14,4,1,2,2,1,,93,41,12,15,8,4,3,,8780,0,0,0,0,1229,1229,2,,,,,,,,,,,,,,0,,,,2,
501,7,1,12,15,1,1,2,2,1,,41,46,4,24,8,1,6,,3848,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,4
501,7,1,12,15,2,2,2,1,1,,91,47,12,15,4,4,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
501,7,1,12,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
501,7,1,12,15,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
501,7,3,13,13,1,2,1,2,1,,61,1,10,20,7,30,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
501,7,3,13,13,2,2,2,1,1,,52,47,10,25,9,35,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
501,7,3,13,13,3,1,2,2,1,,71,41,11,25,9,13,3,,15873,0,0,0,0,1323,1323,2,,,,,,,,,,,,,,0,,,,1,1
501,7,3,13,13,4,2,2,1,1,,72,45,12,25,10,6,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
501,7,3,13,13,5,1,2,2,1,,74,10,6,25,9,3,5,,5772,96,0,4810,0,0,4906,2,,,,,,,,,,,,,,0,,,,1,2
501,7,3,13,14,1,1,1,2,1,,71,41,6,22,8,9,3,,19414,0,0,0,0,1288,1288,1,74,31,3,30,8,4,3,7999,0,0,0,0,878,878,1,2,,1,1
501,7,3,13,14,2,1,1,2,1,,61,1,12,19,4,10,2,,,,,,,,0,1,93,41,6,25,8,3,3,9268,0,0,0,0,1347,1347,2,,,1,3
501,7,3,13,14,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
501,7,3,13,14,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,7,3,13,15,1,2,1,2,1,,61,1,11,20,8,50,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
501,7,3,13,15,2,1,1,2,1,,83,13,10,26,8,1,6,,12126,505,0,0,0,1819,2324,1,92,1,2,10,8,2,2,,,,,,,0,2,,,1,1
501,7,3,13,15,3,2,1,2,1,,92,1,7,20,8,1,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
501,7,5,38,13,1,2,2,1,1,,91,47,11,22,10,6,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
501,7,5,38,13,2,2,2,1,1,,91,47,12,25,8,3,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
501,7,5,38,13,3,1,2,2,1,,74,15,12,26,8,2,7,,15962,475,0,0,0,1482,1957,2,,,,,,,,,,,,,,0,,,,1,2
501,7,5,38,13,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
501,7,5,38,14,1,2,2,1,1,,91,47,12,26,8,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
501,7,5,38,14,2,2,2,1,1,,73,23,12,26,8,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
501,7,5,38,14,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
501,7,5,38,14,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
501,7,5,38,19,1,2,2,1,1,,73,23,8,24,8,3,2,,,,,,,,0,1,61,3,4,20,10,20,2,,,,,,,0,2,,,1,1
501,7,5,38,19,2,2,2,1,1,,73,23,11,24,8,3,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
501,7,5,38,19,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
501,7,5,38,19,4,2,2,1,1,,73,23,11,24,8,1,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
501,7,5,38,19,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,9,1,40,13,1,1,2,2,1,,21,71,12,24,8,5,6,,34203,1711,0,0,0,1995,3706,2,,,,,,,,,,,,,,0,,,,2,
501,9,1,40,13,2,1,2,2,1,,34,71,7,24,8,3,6,,7315,1140,0,3800,0,1140,6080,2,,,,,,,,,,,,,,0,,,,1,3
501,9,1,40,14,1,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
501,9,1,40,15,1,1,1,2,1,,92,3,7,25,10,6,2,,,,,,,,0,1,93,41,4,20,8,3,3,4220,0,0,0,0,0,0,2,,,1,1
501,9,1,40,15,2,1,2,2,1,,82,22,12,26,10,4,7,,13714,66,0,0,0,1372,1438,2,,,,,,,,,,,,,,0,,,,1,1
501,9,1,40,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,9,3,15,13,1,1,2,1,1,,34,84,12,24,8,7,4,1,14283,1073,0,0,0,244,1317,1,93,49,12,15,4,3,2,,,,,,,0,2,,,2,
501,9,3,15,13,2,2,2,1,1,,52,47,12,29,11,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
501,9,3,15,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
501,9,3,15,13,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
501,9,3,15,13,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
501,9,3,15,14,1,1,2,2,1,,74,20,12,26,8,22,6,,17101,950,0,0,0,2622,3572,2,,,,,,,,,,,,,,0,,,,1,2
501,9,3,15,14,2,1,2,2,1,,82,14,12,26,8,28,7,,13681,1140,0,0,0,1482,2622,2,,,,,,,,,,,,,,0,,,,1,4
501,9,3,15,15,1,1,2,2,1,,23,85,9,26,8,20,4,1,28860,1154,0,0,0,0,1154,2,,,,,,,,,,,,,,0,,,,1,1
501,9,3,15,15,2,1,2,2,1,,23,85,9,26,8,20,4,1,28860,1154,0,0,0,0,1154,2,,,,,,,,,,,,,,0,,,,1,5
501,9,3,15,15,3,2,2,2,2,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,9,3,15,15,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
501,9,5,16,13,1,1,2,2,1,,93,17,10,24,8,1,6,,9139,0,0,0,0,2405,2405,2,,,,,,,,,,,,,,0,,,,2,
501,9,5,16,13,2,2,2,1,1,,91,47,12,29,10,15,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
501,9,5,16,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,9,5,16,13,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,9,5,16,13,5,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
501,9,5,16,14,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,9,5,16,14,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
501,9,5,16,14,3,1,2,2,1,,93,96,11,30,9,5,3,,8893,0,0,0,0,1667,1667,2,,,,,,,,,,,,,,0,,,,1,2
501,9,5,16,14,4,1,2,2,1,,71,41,12,25,8,14,3,,21220,0,0,0,0,1516,1516,2,,,,,,,,,,,,,,0,,,,2,
501,9,5,16,14,5,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
501,9,5,16,14,6,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,9,5,16,15,1,2,2,2,2,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
501,9,5,16,15,2,2,2,1,1,,91,56,12,29,7,17,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
