tinh,huyen,xa,diaban,hoso,matv,m4ac4m,m4ac5c,m4ac5m,m4ac14m,m4ac15c,m4ac15m
101,9,39.0,17,20,4.0,kÕ to¸n,BHXH quËn hoµn kiÕm,BHXH,,,
101,9,39.0,17,20,3.0,nv du lÞch,cty dl ®­êng s¾t,du lÞch,,,
101,9,39.0,17,24,3.0,c¸n bé kü thuËt,cty thiÕt bÞ phô tïng,b¸n bu«n,,,
101,11,1.0,10,13,1.0,Nh©n Viªn Giao Hµng,Cty TNHH in Hµ Anh,In Ên,,,
101,11,1.0,10,13,2.0,Nh©n Viªn Hµnh ChÝnh,Cty BH Frudential,B¶o HiÓm,,,
101,11,1.0,10,14,2.0,Phô Tr¸ch Siªu ThÞ,KD Hµng Ho¸,Siªu ThÞ Hµo Nam,,,
101,11,1.0,10,14,1.0,Nh©n Viªn Hµnh ChÝnh,V¨n Phßng Trung ¦¬ng,Qu¶n Lý Nhµ N­íc,,,
101,11,1.0,10,15,2.0,C«ng Nh©n §ãng Sæ S¸ch,Cty Cæ phÇn giÊy MCh©u,SX giÊy c¸c lo¹i,,,
101,11,1.0,10,15,1.0,X©y Dùng,Lµm Cho Hé Kh¸c,X©y Dùng,,,
101,11,3.0,17,13,1.0,Kh¸m ch­a bÖnh,BÖnh viÖn nhi TW,Kh¸m ch÷a bÖnh,Kh¸m bÖnh,C¸ thÓ,Kh¸m ch÷a bÖnh
101,11,3.0,17,13,2.0,NV kÕ ho¹ch,Tæng c«ng ty hµng kh«ng,VËn t¶i hµng kh«ng,,,
101,11,3.0,17,15,2.0,Nh©n viªn v¨n phßng,C«ng ty §Çu t­ Hµ Néi 2,B­u chÝnh viÔn th«ng,,,
101,11,3.0,17,15,1.0,Gi¸m ®èc,Nhµ m¸y « t« Cöu long,SX « t«,,,
101,11,3.0,17,24,5.0,Nh©n viªn hµnh chÝnh,XN d­îc 120,SX thuèc,,,
101,11,3.0,17,24,3.0,Nh©n viªn phßng tÝn dông,Ng©n hµng Eximbank,Ho¹t ®éng tµi chÝnh,,,
101,11,3.0,17,24,1.0,B¶o vÖ,Bé giao th«ng,QLNN,,,
101,11,3.0,17,24,4.0,Kª to¸n,Ng©n hµng NN,Ho¹t ®éng tµi chÝnh,,,
101,11,5.0,24,14,2.0,b¸n thuèc,cöa hµng thuèc s¬n la,b¸n thuèc,,,
101,11,5.0,24,14,1.0,b¸n thuèc,cöa hµng thuèc s¬n la,b¸n thuèc,,,
101,11,5.0,24,15,1.0,gi¸o viªn,d¹y t¹i nhµ,gi¸o dôc,,,
101,11,5.0,24,19,3.0,phßng hµnh chÝnh,bé khoa häc c«ng nghÖ,qu¶n lý nhµ n­íc,,,
101,11,5.0,24,19,4.0,nh©n viªn v¨n phßng,ubnd quËn hai bµ tr­ng,qu¶n lý nhµ n­íc,,,
101,11,17.0,33,13,2.0,tr«ng trÎ,tù lµm,tr«ng trÎ,,,
101,11,17.0,33,13,1.0,söa ch÷a kho¸,tù lµm,söa ch÷a kho¸,,,
101,11,17.0,33,14,1.0,cb hµnh chÝnh,cty vËn t¶i ®­êng s¾t,dv vËn t¶i ®­êng s¾t,,,
101,11,17.0,33,15,,,,,,,
101,11,21.0,9,13,,,,,,,
101,11,21.0,9,14,1.0,l¸i xe,c«ng ty ®«ng b¾c - BQP,an ninh quèc phßng,,,
101,11,21.0,9,15,1.0,c¬ khÝ c«ng tr×nh,Bé giao th«ng,XD c«ng tr×nh,,,
101,11,21.0,9,15,2.0,kinh doanh quÇn ¸o,chî ng· t­ së,kinh doanh quÇn ¸o,,,
101,13,1.0,13,13,4.0,b¸n hµnh,c¸ thÓ,b¸n bia h¬i,,,
101,13,1.0,13,13,1.0,b¸n Hµng,C¸ thÓ,b¸n n­íc chÌ,,,
101,13,1.0,13,13,2.0,b¸n hµng,c¸ thÓ,b¸n n­íc chÌ,,,
101,13,1.0,13,13,3.0,b¸n hµng,c¸ thÓ,b¸n n­íc chÌ,,,
101,13,1.0,13,14,1.0,qu¶n ®èc ph©n x­ëng,c«ng ty chÕ t¹o ®iÖn,sx ®éng c¬ ®iÖn,,,
101,13,1.0,13,14,2.0,b¸n hµng,hé c¸ thÓ,kinh doanh t¹p phÈm,,,
101,13,1.0,13,20,,,,,,,
101,13,5.0,19,13,,,,,,,
101,13,5.0,19,15,,,,,,,
101,13,5.0,19,20,2.0,c¸n bé tæ chøc,Bé KHDT,QLNN,,,
101,13,5.0,19,20,1.0,c¸n bé nghiªn cøu,bé c«ng an,Qly NN,,,
101,13,7.0,15,14,2.0,thî hµn,c¸ thÓ,sx cöa nh«m kÝnh,,,
101,13,7.0,15,14,1.0,b¸n hµng,c¸ thÓ,b¸n hoa,cho thuª nhµ,tù lµm,cho thuª nhµ
101,13,7.0,15,19,1.0,dÞch vô,c¸ thÓ,cho thuª nhµ,trång quÊt,c¸ thÓ,trång quÊt c¶nh
101,13,7.0,15,24,2.0,c¸n bé,®éi thi hµnh ¸n tõ liªm,qu¶n lý nhµ n­íc,,,
101,13,7.0,15,24,1.0,gi¸m dèc,cty cp x©y dùng hµ trang,x©y dùng,,,
101,13,13.0,10,13,1.0,Thî may,t¹i nhµ,may quÇn ¸o,,,
101,13,13.0,10,13,3.0,kü s­ xd,Licogi 13,xd,,,
101,13,13.0,10,13,2.0,th¬ may,t¹i nhµ,may comple,,,
101,13,13.0,10,14,6.0,KÕ to¸n,Dù ¸n ®Çu t­,XD,,,
101,13,13.0,10,14,3.0,Dù ¸n kt,Cty Mobifone,ViÔn th«ng,,,
101,13,13.0,10,14,4.0,Hµnh chÝnh,Mobifone,ViÔn th«ng,,,
101,13,13.0,10,15,5.0,CB tÝn dông,NH ChÝnh s¸ch,NH,,,
101,13,13.0,10,15,3.0,Cbo Vô tæ chøc Quèc tÕ,Bé Ngo¹i giao,ngo¹i giao,,,
101,13,13.0,10,15,4.0,KD chøng kho¸n,,CK,,,
101,15,3.0,3,13,3.0,sx gèm sø g¹ch men,cty gèm sø th¨ng long,sx g¹ch men,,,
101,15,3.0,3,14,,,,,,,
101,15,3.0,3,15,1.0,thî c¬ khÝ,ct ck xdctgt 212,sx c¬ khÝ,,,
101,15,3.0,3,15,2.0,sx c¬ khÝ,ct ck xdctgt 121,sx c¬ khÝ,,,
101,15,9.0,11,14,4.0,trång lóa,tù lµm,sx thãc,c¾t may,cty tnhh an ph¸t,sx mµn
101,15,9.0,11,14,2.0,trång lóa,tù lµm,sx thãc,nu«i lîn,tù lµm,sx thÞt
101,15,9.0,11,14,3.0,x©y dùng,hé kh¸c,x©y dùng,trång lóa,tù lµm,sx thãc
101,15,9.0,11,15,2.0,trång lóa,tù lµm,sx thãc,nu« bß,tù lµm,sx thÞt
101,15,9.0,11,15,1.0,x©y dùng,hé kh¸c,x©y dùng,trång lóa,tù lµm,sx thãc
101,15,9.0,11,20,2.0,nu«i bß,c¸ thÓ,nuoi bß,,,
101,15,9.0,11,20,3.0,trång lóa,c¸ thÓ,sx thãc,,,
101,15,9.0,11,20,1.0,b¸n t¹p ho¸,c¸ thÓ,kinh doanh t¹p ho¸,,,
101,15,19.0,13,13,3.0,b¸c sü,bÖnh viÖn b¾c th¨ng long,kh¸m ch÷a bÖnh,,,
101,15,19.0,13,13,1.0,phßng kinh doanh,c«ng ty cp vian,sx bia,,,
101,15,19.0,13,13,4.0,kª to¸n,cty NCI ViÖt nam,x ®Ò can xe m¸y,,,
101,15,19.0,13,19,3.0,b¸n hµng,tù lµm,b¸n hµng,lµm ruéng,tù lµm,trång lóa
101,15,19.0,13,19,1.0,lµm ruéng,tù lµm,cÊy lóa,b¸n hµng,tù lµm,b¸n lÎ
101,15,19.0,13,19,2.0,lµm ruéng,tù lµm,trång lóa,,,
101,15,19.0,13,20,1.0,x©y dùng,hé kh¸c,x©y dùng,lµm ruéng,tù lµm,trång lóa
101,15,19.0,13,20,2.0,lµm ruéng,tù lµm,trång lóa,c¾t lóa thuª,hé kh¸c,trång lóa
101,15,33.0,15,14,2.0,trång lóa,tù lµm,trång lóa,,,
101,15,33.0,15,14,1.0,bèc v¸c VLXD,CTy TNHH XD kú anh,VLXD,trång lóa,tù lµm,trång lóa
101,15,33.0,15,20,1.0,trång lóa,tù lµm,l­¬ng thùc,,,
101,15,33.0,15,20,2.0,trång lóa,tù lµm,trång lóa,c«ng nh©n,cty tnhh lippo,chÕ biÕn l©m s¶n
101,15,33.0,15,24,1.0,sÕp g¹ch thuª,lµm thuª,sÕp g¹ch,c¾t lóa thuª,lµm thuª,c¾t lóa
101,15,39.0,12,13,1.0,trång lóa,,SX thãc,,,
101,15,39.0,12,14,2.0,trång lóa,,SX thãc,,,
101,15,39.0,12,14,1.0,bu«n b¸n bß,,mua b¸n tr©u bß,,,
101,15,39.0,12,15,1.0,trång lóa,,SX thãc,nu«i lîn,,SX thÞt
101,15,39.0,12,15,2.0,chë hµng thuª,,chë hµng thuª,,,
101,15,51.0,13,13,1.0,trång lóa,tù lµm,sx l­¬ng thùc,mua b¸n phÕ liÖu,tù lµm,mua b¸n phÕ liÖu
101,15,51.0,13,14,3.0,c«ng nh©n bèc v¸c,c«ng ty tnhh ®ång xu©n,kinh doanh s¾t thÐp,,,
101,15,51.0,13,14,2.0,trång lóa,tù lµm,sx l­¬ng thùc,,,
101,15,51.0,13,14,1.0,trång lóa,tù lµm,sx l­¬ng thùc,,,
101,15,51.0,13,15,4.0,c«ng nh©n ®o l­êng,kho v30,qu¶n lý nhµ n­íc,,,
101,15,51.0,13,15,3.0,c«ng nh©n kü thuËt,côc t¸c chiÕn ®iÖn tö hn,qu¶n lý nhµ n­íc,,,
101,17,13.0,2,13,4.0,®¸nh giÊy gi¸p,c¸ thÓ,s¶n xuÊt bµn ghÕ,,,
101,17,13.0,2,13,3.0,x©y dùng,c¸ thÓ,x©y nhµ,,,
101,17,13.0,2,13,1.0,Trång trät,c¸ thÓ,s¶n xuÊt thãc,nu«i c¸,c¸ thÓ,nu«i c¸
101,17,13.0,2,13,2.0,Trång trät,c¸ thÓ,s¶n xuÊt thãc,,,
101,17,13.0,2,14,2.0,trång trät,c¸ thÓ,trång lóa,ch¨n nu«i,c¸ thÓ,nu«i lîn
101,17,13.0,2,14,1.0,trång trät,c¸ thÓ,trång lóa,phô hå thî x©y,c¸ thÓ,x©y dùng
101,17,13.0,2,15,2.0,sx ®Öm c ao su,cty TNHH Elastec,sx gio¨ng ®Öm cao su,,,
101,17,13.0,2,15,3.0,sx phô tïng xe m¸y,cty TNHH Yamaha,sx phô tïng xe m¸y,,,
101,17,13.0,2,15,1.0,trång trät,c¸ thÓ,trång lóa,,,
101,17,27.0,7,13,2.0,kd èng nhùa,c¸ thÓ,kd èng nhôa,,,
101,17,27.0,7,13,1.0,bÝ th­ chi bé cæ ®iÓn,§¶ng ñy H¶i Bèi,h® ®¶ng,b¸n èng nhùa,c¸ thÓ,b¸n èng nhùa
101,17,27.0,7,14,1.0,b¸n t¹p phÈm,hé c¸ thÓ,b¸n t¹p phÈm,trång lóa,c¸ thÓ,sx lóa
101,17,27.0,7,14,2.0,phô mæ tr©u bß,c¸ thÓ,mæ tr©u bß,trång lóa,c¸ thÓ,n«ng nghiÖp
101,17,27.0,7,15,4.0,KCS,Cty TNHH Canon VN,sx m¸y in,b¸n g¶i kh¸t,c¸ thÓ,b¸n bia
101,17,27.0,7,15,3.0,b¶o vÖ,cty cp TM dÞch vô quèc te,kinh doanh,b¸n gi¶i kh¸t,c¸ thÓ,b¸n bia
101,17,27.0,7,15,1.0,dän vÖ sinh,ban qlý chî,dän vÖ sinh,trång lóa,c¸ thÓ,sx thãc
101,17,31.0,13,13,3.0,c¾t tãc géi ®Çu,cña hé,c¾t tãc,,,
101,17,31.0,13,13,1.0,trång lóa,cña hé,trång lóa,,,
101,17,31.0,13,13,2.0,c¸n s¾t,c¸ thÓ,s¾t thÐp,trång lóa,cña hé,trång lóa
101,17,31.0,13,14,1.0,nu«i lîn n¸i,cña hé,nu«i lîn,trång lóa,cña hé,Sx lóa
101,17,31.0,13,14,2.0,®¸nh giÊy gi¸p,lµm thuª,sx bµn ghÕtñ,trång lóa,cña hé,SX lóa
101,17,31.0,13,15,7.0,®å gç mü nghÖ,cña hé,®å gç,,,
101,17,31.0,13,15,2.0,trång lóa,cña hé,thãc lóa,,,
101,17,31.0,13,15,3.0,®å gç mü nghÖ,cña hé,®å gç mü nghÖ,,,
101,17,31.0,13,15,1.0,vËn chuyÓn hµng hãa,cña hé,v/c hh b»ng xe ngùa,trång lóa,cña hé,trång lóa
101,17,31.0,13,15,6.0,®å gç mü nghÖ,cña hé,®å gç,,,
101,17,31.0,13,15,10.0,®å gç mü nghÖ,cña hé,®å gç,,,
101,17,31.0,13,15,9.0,®å gç mü nghÖ,cña hé,®å gç mü nghÖ,,,
101,17,33.0,15,13,1.0,may quÇn ¸o,c¸ thÓ,quÇn ¸o,trång lóa,cña hé,trång lóa
101,17,33.0,15,14,2.0,®iÒu d­ìng viªn,bÖnh viÖn phô s¶n HN,kh¸m ch÷a bÖnh,,,
101,17,33.0,15,14,1.0,hÊp sÊy ®å mæ,bÖnh viÖn hoÌ nhai,kh¸m ch÷a bÖnh,c¸n s¾t,c¸ thÓ,s¾t thÐp
101,17,33.0,15,15,1.0,c¸n s¾t,c¸ thÓ,s¾t thÐp,trång lóa,cña hé,thãc lóa
101,17,33.0,15,15,2.0,may giµy,cty da giµy ®«ng anh,giµy da,trång lóa.,cña hé,thãc lóa
101,17,35.0,16,13,1.0,Nu«i gµ ®Î,cña hé,nu«i gµ ®Î,trång lóa,cña hé,Thãc lóa
101,17,35.0,16,13,3.0,§å gç d©n dông,lµm thuª cho hé kh¸c,gi­êng tñ bµn ghÕ,,,
101,17,35.0,16,13,4.0,®å gç d©n dông,lµm thuª cho hé kh¸c,Gi­êng tñ bµn ghÕ,,,
101,17,35.0,16,13,2.0,nu«i gµ ®Î,cña hé,nu«i gµ ®Î,,,
101,17,35.0,16,14,3.0,SX m¸y mãc thiÕt bÞ kh¸c,TËp §oµn hoµ ph¸t,SX m¸y mãc thiÕt bÞ,,,
101,17,35.0,16,14,2.0,bu«n b¸n quÕ,cña hé,bu«n quÕ,,,
101,17,35.0,16,14,1.0,bu«n b¸n quÕ,cña hé,bu«n quÕ,,,
101,17,35.0,16,15,1.0,thî hµn,Cty ZaMin,khung  nhµ thÐp,,,
101,17,35.0,16,15,2.0,d¹y häc,Tr­êng tiÓu häc thuþL©m A,gi¸o dôc,,,
101,17,37.0,23,13,1.0,b¸n b¸nh kÑo,cty TNHH Perfetti,sx b¸nh kÑo,trång lóa,c¸ thÓ,sx thãc
101,17,37.0,23,13,2.0,sx giµy,cty cp giµy ®«ng anh,sx giµy,trång lóa,c¸ thÓ,sx thãc
101,17,37.0,23,14,1.0,phô nÒ,c¸ thÓ,xd nhµ ë,trång lóa,htx gia léc,thãc lóa
101,17,37.0,23,14,2.0,phô nÒ,c¸ thÓ,x©y dùng,trång lóa,htx gia léc,sx n«ng nghiÖp
101,17,37.0,23,15,2.0,c¾t may quÇn ¸o,cña hé,quÇn ¸o,trång lóa,c¸ thÓ,sx thãc
101,17,37.0,23,15,1.0,t­íi tiªu ®ång ruéng,xn thuû n«ng ®«ng anh,t­íi tiªu,ch¨n nu«i lîn,c¸ thÓ,thÞt l¬n
101,17,39.0,9,13,3.0,Tr­ëng phßng KD,Cty Cá PhÇn H¹ Long,KD ThiÕt bÞ phßng ch¸y,,,
101,17,39.0,9,13,4.0,KÕ To¸n,CTy CP than néi ®Þa,Bu«n b¸n b×nh ¸p lùc,,,
101,17,39.0,9,14,2.0,B¸n lÎ rau,c¸ thÓ,b¸n lÎ rau,Trång lóa,c¸ thÓ,SX lóa
101,17,39.0,9,14,1.0,Thî Méc,c¸ thÓ,®ãng cöa bµn ghÕ,Rót s¾t,Cty TNHH thÐp huy ®¹i,SX thÐp
101,17,39.0,9,15,2.0,b¸n rau,c¸ thÓ,b¸n rau,trång rau muèng,c¸ thÓ,SX rau muèng
101,17,39.0,9,15,1.0,thî x©y,Cty TNHH hiÖp hµ,x©y dùng c«ng tr×nh,,,
101,19,5.0,18,13,1.0,chÕ biÕn d­îc,t­ nh©n,sx thuèc,,,
101,19,5.0,18,14,2.0,"B¸n phë, bón",tù lµm,b¸n hµng ¨n uèng,,,
101,19,5.0,18,14,1.0,L¸i xe,tù lµm,vÈn t¶i hµng ho¸,,,
101,19,5.0,18,15,2.0,chñ tÞch héi ch÷ thËp ®á,UBND TT yªn viªn,Qu¶n lý NN,Chñ tÞch héi CCB TT,UBND TT yªn viªn,Qu¶n lý NN
101,19,17.0,20,13,1.0,Trång lóa,t¹i nhµ,Trång lóa,,,
101,19,17.0,20,13,2.0,B¸n v¶i,c¸ thÓ,b¸n v¶i,,,
101,19,17.0,20,13,3.0,B¸n quÇn ¸o,c¸ thÓ,b¸n quÇn ¸o,,,
101,19,17.0,20,14,2.0,SX trang phôc,T¹i nhµ,Thïa khuyÕt,,,
101,19,17.0,20,14,3.0,Sx trang phôc,T¹i nhµ,May quÇn ¸o,,,
101,19,17.0,20,14,1.0,Trång lóa,t¹i nhµ,trång lóa,Sx trang phôc,Lµ gÊp quÇn ¸o,
101,19,17.0,20,15,1.0,may trang phôc,t­ nh©n,May quÇn ¸o,,,
101,19,17.0,20,15,5.0,B¸n quÇn ¸o,T­ nh©n,B¸n quÇn ¸o,,,
101,19,17.0,20,15,2.0,B¸n t¹p ho¸,t­ nh©n,b¸n hµng,,,
101,19,17.0,20,15,3.0,B¸n xe m¸y,HTX Th¾ng lîi,§¹i lý xe m¸y,,,
101,19,55.0,8,14,,,,,,,
101,19,55.0,8,15,3.0,c«ng nh©n,CT TNHH VAP,s¶n xuÊt phô tïng xe m¸y,,,
101,19,55.0,8,15,5.0,c«ng nh©n,Cty TNHH VAP,SX phô tïng xe m¸y,,,
101,19,55.0,8,15,2.0,trång lóa,th«n gia cèc,trång lóa,,,
101,19,55.0,8,15,1.0,Trång lóa,Th«n Gia cèc,trång lóa,,,
101,19,55.0,8,15,4.0,c«ng nh©n,Cty TNHH VAP,SX phô tïng xe m¸y,,,
101,19,55.0,8,19,1.0,y t¸,phßng kh¸m §K §A tèn,kh¸m ch÷a bÖnh,,,
101,19,55.0,8,19,2.0,Dat Quú,kiªu kþ,S¶n XuÊt quú,,,
101,19,67.0,13,13,2.0,may gia c«ng,c¸ thÓ,may giac«ng,,,
101,19,67.0,13,13,1.0,b¸n trµn nhùa,c¸ thÓ,b¸n hµng,,,
101,19,67.0,13,14,1.0,trång rau,tù lµm,trång rau,,,
101,19,67.0,13,15,2.0,thî x©y,,xd nhµ c¸c lo¹i,trång lóa,,sx thãc
101,19,67.0,13,15,1.0,trång lóa,,sx lóa g¹o,phô x©y,,xd c«ng tr×nh
101,21,5.0,18,13,3.0,trång hoa,hé gia ®×nh,s¶n xuÊt n«ng nghiÖp,,,
101,21,5.0,18,13,2.0,trång hoa,hé gia ®×nh,s¶n xuÊt n«ng nghiÖp,,,
101,21,5.0,18,13,1.0,trång hoa,hé gia ®×nh,s¶n xuÊt n«ng nghiÖp,,,
101,21,5.0,18,14,1.0,trång hoa,hé gia ®×nh,s¶n xuÊt n«ng nghiÖp,,,
101,21,5.0,18,14,2.0,trång hoa,hé gia ®×nh,s¶n xuÊt n«ng nghiÖp,,,
101,21,5.0,18,15,2.0,gi¸o viªn,tr­êng THCS nghÜa t©n,gi¸o dôc ®µo t¹o,,,
101,21,13.0,9,13,1.0,c«ng nh©n,xÝ nghiÖp gç chÌm,s¶n xuÊt ®å gè,,,
101,21,13.0,9,13,2.0,thî hµn,c¸ thÓ,s¶n xuÊt hµng c¬ khÝ,,,
101,21,13.0,9,14,2.0,c«ng nh©n,c«ng ty xnk bao b×,s¶n xuÊt hép carton,cÊy lóa,c¸ thÓ,n«ng nghiÖp
101,21,13.0,9,14,1.0,söa ch÷a xe m¸y,tù lµm,söa ch÷a xe m¸y,cÊy lóa,c¸ thÓ,n«ng nghiÖp
101,21,13.0,9,15,1.0,b¸n hoa t­¬i,c¸ thÓ.,b¸n hoa,,,
101,21,21.0,34,13,1.0,b¸n hµng,c¸ thÓ,b¸n bia h¬i,,,
101,21,21.0,34,13,2.0,b¸n bia h¬i,c¸ thÓ,b¸n bia h¬i,,,
101,21,21.0,34,14,3.0,kü s­,cty thang m¸y th¨ng long,thiÕt kÕ thang m¸y,,,
101,21,21.0,34,14,4.0,nh©n viªn,ng©n  hµng techcombank,kinh doanh ng©n hµng,,,
101,21,21.0,34,14,2.0,nh©n viªn qu¶n lý,tt©m ®µo t¹o b¸ch khoa,gi¸o dôc,,,
101,21,21.0,34,15,3.0,lµm b¸nh,c¸ thÓ,lµm b¸nh bét läc,,,
101,21,21.0,34,15,2.0,lµm b¸nh,c¸ thÓ,lµm b¸nh bét läc,,,
101,21,23.0,13,15,3.0,photocopy,c¸ thÓ,dÞch vô photo,,,
101,21,23.0,13,15,1.0,b¸n hµng n­íc,c¸ thÓ,b¸n hµng n­íc,,,
101,21,23.0,13,19,2.0,b¸n hµng n­íc,c¸ thÓ,b¸n hµng n­íc,,,
101,21,23.0,13,19,3.0,b¸n hµng n­íc,c¸ thÓ,b¸n hµng n­íc,,,
101,21,23.0,13,20,4.0,nh©n viªn v¨n phßng,tæ chøc unicef,phi chÝnh phñ,,,
101,21,23.0,13,20,3.0,tkÕ c«ng tr×nh thuû lîi,cty t­ vÊn x©y dùng ®iÖn1,t­ vÊn thiÕt kÕ,,,
101,21,27.0,8,13,1.0,§ãng trÇn nhùa,hé c¸ thÓ,X©y dùng,Trång trät,hé g®,SX n«ng nghiÖp
101,21,27.0,8,13,2.0,trßng trät,tù lµm,SX n«ng nghiÖp,§ãng trÇn nhùa,hé c¸ thÓ,X©y Dùng
101,21,27.0,8,13,3.0,§ãng trÇn nhùa,hé c¸ thÓ,X©y dùng,Phôc vô ¸nh s¸ng,hµng phim truyÒn h×nh,Ho¹t ®éng nghÖ thuËt
101,21,27.0,8,13,4.0,B¸n hµng gi¶i kh¸t,hé c¸ thÓ,D vô ¨n uèng,,,
101,21,27.0,8,15,1.0,b¸n bu«n cµ phª,tù lµm,b¸n bu«n,Trång lóa,tù lµm,SX n«ng nghiÖp
101,21,27.0,8,15,2.0,Trång lóa,tù lµm,SX n«ng nghiÖp,,,
101,21,27.0,8,19,1.0,NÊu ¨n,Tr­êng mÇm non t©y mç,gi¸o dôc,Trång lóa,Hé g®,SX n«ng nghiÖp
101,21,27.0,8,19,2.0,§ãng trÇn nhùa,hé c¸ thÓ,X©y dùng nhµ,,,
101,21,31.0,15,14,2.0,b¸n hµng,chî cÇu diÔn,b¸n lßng lîn,,,
101,21,31.0,15,14,4.0,nh©n viªn,cty mü phÈm oriflame,s¶n xuÊt mü phÈm,,,
101,21,31.0,15,14,5.0,kÕ to¸n,cty mü phÈm oriflame,s¶n xuÊt mü phÈm,,,
101,21,31.0,15,15,3.0,b¶o vÖ,ng© hµng nn ®èng ®a,kd tiÒn tÖ,,,
101,21,31.0,15,15,1.0,cÊy lóa,c¸ thÓ,trång trät,,,
101,21,31.0,15,15,4.0,l¸i xe,taxi minh h¶i,vËn t¶i,,,
101,21,31.0,15,15,2.0,lµm rÌn,c¸ thÓ,s¶n xuÊt sp c¬ khÝ,cÊy thuª,c¸ thÓ,cÊy thuª
101,21,31.0,15,20,3.0,c¸n bé,quËn uû t©y hå,ho¹t ®éng ®¶ng,,,
101,21,31.0,15,20,1.0,cÊy lóa,c¸ thÓ,n«ng nghiÖp,,,
101,21,31.0,15,20,2.0,nh©n viªn vp,cty s÷a vinamilk,chÕ biÕn s÷a,,,
101,23,23.0,38,13,3.0,c«ng nh©n may,kho 6,may,,,
101,23,23.0,38,13,2.0,c«ng nh©n may,kho 6,may,,,
101,23,23.0,38,13,1.0,trång rau,tù lµm,trång rau,,,
101,23,23.0,38,14,2.0,trång rau,tù lµm,trång rau,thî x©y,thî x©y,x©y dùng
101,23,23.0,38,14,1.0,trång rau,tù lµm,trång rau,b¸n hoa qu¶,b¸n hoa qu¶,kd
101,23,23.0,38,15,1.0,thî söa ®iÖn,ubnd x· tø hiÖp,truyÒn t¶i ®iÖn,l¾p ®Æt ®iÖn n­íc,l¾p ®iÖn,l¾p ®Æt ®iÖn n­íc
101,23,23.0,38,15,2.0,lµm cÆp tãc,lµm cÆp,lµm cÆp tãc,,,
101,23,47.0,15,13,3.0,b¶o vÖ,cty may hanosimex,may quÇn ¸o,,,
101,23,47.0,15,13,1.0,trång lóa,tù lµm,trång lóa,b¸n t¹p ho¸,tù lµm,b¸n t¹p ho¸
101,23,47.0,15,13,4.0,b¸n quÇn ¸o,tù lµm,b¸n quÇn ¸o,,,
101,23,47.0,15,13,2.0,trång lóa,tù lµm,trång lóa,,,
101,23,47.0,15,14,2.0,thî x©y,tù lµm,thî x©y,trång lóa,tù lµm,trång lóa
101,23,47.0,15,14,3.0,b¸n c¸,tù lµm,b¸n c¸,trång lóa,tù lµm,sx thãc
101,23,47.0,15,15,2.0,b¸n r­îu,tù lµm,b¸n r­îu,trång lóa,tù lµm,sx thãc
101,23,47.0,15,15,1.0,thî x©y,hé kh¸c,x©y dùng,trång lóa,tù lµm,sx thãc
103,1,1.0,9,13,1.0,B¸n  t¹p ho¸,Tù lµm,B¸n lÎ,,,
103,1,1.0,9,13,2.0,B¸n t¹p ho¸,Tù lµm,B¸n lÎ,,,
103,1,1.0,9,14,2.0,Bé ®éi,131 H¶i qu©n,Quèc phßng,,,
103,1,1.0,9,14,1.0,Gi¸o viªn,Tr­êng tiÓu häc Qu¸n Toan,Gi¸o dôc,,,
103,1,1.0,9,19,2.0,Thu ng©n ph­êng,Cty Kinh doanh nhµ,Kinh doanh qu¶n lý nhµ ë,,,
103,1,7.0,25,13,3.0,Nh©n viªn v¨n phßng,BQL dù ¸n ®« thÞ xi m¨ng,Qu¶n lý nhµ n­íc,,,
103,1,7.0,25,13,1.0,phã phßng,BQL dù ¸n ®« thÞ Xi m¨ng,Qu¶n lý nhµ n­íc,,,
103,1,7.0,25,15,3.0,Nh©n viªn v¨n th­,Cty TNHH ITV VIPOOHP,VËn t¶i x¨ng dÇu,,,
103,1,7.0,25,15,4.0,DËy gia s­ tiÕng anh,Lam thuª cho hé kh¸c,d©y tiÕng anh,,,
103,1,7.0,25,19,1.0,B¸n rau,Chî Hoµ B×nh,B¸n rau,,,
103,1,7.0,25,19,2.0,Gia s­,Hé kh¸c,Gia s­ tiÕng Anh,Thî vËn hµnh m¸y,Nhµ m¸y Nam TriÖu,§ãng tµu
103,1,11.0,18,13,2.0,B¸n hµng,Tù lµm,b¸n thùc phÈm,,,
103,1,11.0,18,13,1.0,b¸n hµng,Tù lµm,b¸n thùc phÈm,,,
103,1,11.0,18,14,,,,,,,
103,1,11.0,18,15,1.0,Héi viªn mü thuËt,Trungt©m triÓnl·mmü thËt,TriÓn l·m mü thuËt,,,
103,1,11.0,18,15,4.0,Thùo may mòi giÇy,C ty giÇy da,SX giÇy da,,,
103,1,11.0,18,15,3.0,C«ng nh©n kiÓm hµng,C«ng ty may 3,C¾t may quÇn ¸o,,,
103,1,11.0,18,15,2.0,Thî may mòi giÇy,Cty giÇy da,SX giÇy da,,,
103,1,17.0,7,14,3.0,C¾t uèn sÊy tãc,T¹i nhµ,DÞch vô c¸nhan,,,
103,1,17.0,7,14,1.0,C¾tuèn sÊy tãc,T¹i nhµ,DÞch vô c¸nhan,,,
103,1,17.0,7,15,1.0,§¹i biÓu H§ND,UB ph­êng Hoµng v¨n Thô,Qu¶n lý nhµ n­íc,Chi héi tr­ëng Cùu CB,Khu Minh Khai- HVT,C«ng t¸c ®oµn thÓ
