tinh,huyen,xa,m6stt,m6c31,m6c32,m6c33,m6c34
215,15,27,1,1,2.0,2.0,1.0
215,15,27,2,1,2.0,2.0,1.0
215,15,27,3,1,2.0,2.0,1.0
215,15,27,4,2,,,
215,15,27,5,2,,,
215,15,27,6,2,,,
215,15,27,7,2,,,
215,15,37,1,1,2.0,2.0,1.0
215,15,37,2,1,2.0,2.0,3.0
215,15,37,3,1,2.0,2.0,1.0
215,15,37,4,2,,,
215,15,37,5,2,,,
215,15,37,6,2,,,
215,15,37,7,2,,,
215,15,41,1,1,2.0,2.0,1.0
215,15,41,2,1,2.0,2.0,3.0
215,15,41,3,1,2.0,1.0,1.0
215,15,41,4,2,,,
215,15,41,5,2,,,
215,15,41,6,2,,,
215,15,41,7,2,,,
215,17,11,1,1,2.0,1.0,1.0
215,17,11,2,1,2.0,1.0,1.0
215,17,11,3,1,2.0,1.0,1.0
215,17,11,4,2,,,
215,17,11,5,2,,,
215,17,11,6,2,,,
215,17,11,7,2,,,
215,17,17,1,1,2.0,9.0,3.0
215,17,17,2,1,2.0,1.0,3.0
215,17,17,3,1,2.0,9.0,3.0
215,17,17,4,2,,,
215,17,17,5,2,,,
215,17,17,6,2,,,
215,17,17,7,2,,,
215,17,23,1,1,3.0,2.0,3.0
215,17,23,2,1,3.0,2.0,3.0
215,17,23,3,1,3.0,2.0,3.0
215,17,23,4,2,,,
215,17,23,5,2,,,
215,17,23,6,2,,,
215,17,23,7,2,,,
215,17,27,1,1,1.0,1.0,1.0
215,17,27,2,1,1.0,1.0,1.0
215,17,27,3,1,1.0,1.0,1.0
215,17,27,4,2,,,
215,17,27,5,2,,,
215,17,27,6,2,,,
215,17,27,7,2,,,
215,17,33,1,1,3.0,1.0,2.0
215,17,33,2,1,3.0,1.0,2.0
215,17,33,3,1,3.0,1.0,2.0
215,17,33,4,2,,,
215,17,33,5,2,,,
215,17,33,6,2,,,
215,17,33,7,2,,,
217,01,27,1,1,1.0,3.0,1.0
217,01,27,2,1,1.0,3.0,1.0
217,01,27,3,1,1.0,3.0,1.0
217,01,27,4,2,,,
217,01,27,5,2,,,
217,01,27,6,2,,,
217,01,27,7,2,,,
217,01,49,1,1,3.0,2.0,3.0
217,01,49,2,1,3.0,2.0,3.0
217,01,49,3,1,3.0,2.0,3.0
217,01,49,4,2,,,
217,01,49,5,2,,,
217,01,49,6,2,,,
217,01,49,7,2,,,
217,03,09,1,1,3.0,2.0,3.0
217,03,09,2,1,3.0,2.0,3.0
217,03,09,3,1,3.0,2.0,3.0
217,03,09,4,2,,,
217,03,09,5,2,,,
217,03,09,6,2,,,
217,03,09,7,2,,,
217,05,07,1,1,3.0,2.0,3.0
217,05,07,2,1,3.0,2.0,3.0
217,05,07,3,1,3.0,2.0,3.0
217,05,07,4,2,,,
217,05,07,5,2,,,
217,05,07,6,2,,,
217,05,07,7,2,,,
217,05,21,1,1,3.0,3.0,1.0
217,05,21,2,1,3.0,3.0,3.0
217,05,21,3,2,,,
217,05,21,4,2,,,
217,05,21,5,2,,,
217,05,21,6,2,,,
217,05,21,7,2,,,
217,05,39,1,1,3.0,2.0,3.0
217,05,39,2,1,3.0,2.0,3.0
217,05,39,3,1,3.0,2.0,3.0
217,05,39,4,2,,,
217,05,39,5,2,,,
217,05,39,6,2,,,
217,05,39,7,2,,,
217,05,53,1,1,3.0,2.0,3.0
217,05,53,2,1,3.0,2.0,3.0
217,05,53,3,1,3.0,2.0,3.0
217,05,53,4,2,,,
217,05,53,5,2,,,
217,05,53,6,2,,,
217,05,53,7,2,,,
217,07,09,1,1,3.0,2.0,3.0
217,07,09,2,1,3.0,2.0,3.0
217,07,09,3,1,3.0,2.0,3.0
217,07,09,4,2,,,
217,07,09,5,2,,,
217,07,09,6,2,,,
217,07,09,7,2,,,
217,07,27,1,1,3.0,2.0,3.0
217,07,27,2,1,3.0,2.0,3.0
217,07,27,3,2,,,
217,07,27,4,2,,,
217,07,27,5,2,,,
217,07,27,6,2,,,
217,07,27,7,2,,,
217,07,39,1,1,3.0,2.0,3.0
217,07,39,2,1,3.0,2.0,3.0
217,07,39,3,1,3.0,2.0,3.0
217,07,39,4,2,,,
217,07,39,5,2,,,
217,07,39,6,2,,,
217,07,39,7,2,,,
217,07,55,1,1,3.0,2.0,3.0
217,07,55,2,1,3.0,2.0,3.0
217,07,55,3,1,3.0,2.0,3.0
217,07,55,4,2,,,
217,07,55,5,2,,,
217,07,55,6,2,,,
217,07,55,7,2,,,
217,09,03,1,1,3.0,1.0,3.0
217,09,03,2,1,3.0,1.0,3.0
217,09,03,3,1,3.0,1.0,3.0
217,09,03,4,2,,,
217,09,03,5,2,,,
217,09,03,6,2,,,
217,09,03,7,2,,,
217,09,11,1,1,3.0,1.0,1.0
217,09,11,2,1,3.0,1.0,1.0
217,09,11,3,1,2.0,1.0,3.0
217,09,11,4,2,,,
217,09,11,5,1,3.0,1.0,1.0
217,09,11,6,2,,,
217,09,11,7,2,,,
217,09,33,1,1,3.0,3.0,1.0
217,09,33,2,1,3.0,3.0,3.0
217,09,33,3,1,3.0,3.0,3.0
217,09,33,4,2,,,
217,09,33,5,2,,,
217,09,33,6,2,,,
217,09,33,7,2,,,
217,09,41,1,1,3.0,2.0,1.0
217,09,41,2,1,3.0,2.0,3.0
217,09,41,3,1,3.0,2.0,3.0
217,09,41,4,2,,,
217,09,41,5,2,,,
217,09,41,6,2,,,
217,09,41,7,2,,,
217,09,49,1,1,3.0,2.0,3.0
217,09,49,2,1,3.0,2.0,3.0
217,09,49,3,1,3.0,2.0,3.0
217,09,49,4,2,,,
217,09,49,5,2,,,
217,09,49,6,2,,,
217,09,49,7,2,,,
217,11,09,1,1,3.0,2.0,3.0
217,11,09,2,1,3.0,2.0,3.0
217,11,09,3,1,3.0,2.0,3.0
217,11,09,4,2,,,
217,11,09,5,2,,,
217,11,09,6,2,,,
217,11,09,7,2,,,
217,11,25,1,1,3.0,2.0,2.0
217,11,25,2,1,3.0,2.0,2.0
217,11,25,3,1,3.0,2.0,2.0
217,11,25,4,2,,,
217,11,25,5,2,,,
217,11,25,6,2,,,
217,11,25,7,2,,,
217,11,27,1,1,3.0,2.0,1.0
217,11,27,2,1,3.0,2.0,3.0
217,11,27,3,1,3.0,2.0,3.0
217,11,27,4,2,,,
217,11,27,5,2,,,
217,11,27,6,2,,,
217,11,27,7,2,,,
217,12,05,1,1,3.0,2.0,3.0
217,12,05,2,1,3.0,2.0,3.0
217,12,05,3,1,3.0,2.0,3.0
217,12,05,4,2,,,
217,12,05,5,2,,,
217,12,05,6,2,,,
217,12,05,7,2,,,
217,12,13,1,1,2.0,2.0,1.0
217,12,13,2,1,2.0,2.0,1.0
217,12,13,3,1,2.0,2.0,1.0
217,12,13,4,2,,,
217,12,13,5,2,,,
217,12,13,6,2,,,
217,12,13,7,2,,,
217,12,19,1,1,1.0,2.0,1.0
217,12,19,2,1,3.0,2.0,1.0
217,12,19,3,1,3.0,2.0,1.0
217,12,19,4,2,,,
217,12,19,5,2,,,
217,12,19,6,2,,,
217,12,19,7,2,,,
217,12,29,1,1,2.0,1.0,1.0
217,12,29,2,1,2.0,1.0,1.0
217,12,29,3,2,,,
217,12,29,4,2,,,
217,12,29,5,2,,,
217,12,29,6,2,,,
217,12,29,7,2,,,
217,12,33,1,1,2.0,1.0,1.0
217,12,33,2,1,2.0,1.0,1.0
217,12,33,3,1,2.0,1.0,1.0
217,12,33,4,2,,,
217,12,33,5,2,,,
217,12,33,6,2,,,
217,12,33,7,2,,,
217,13,09,1,1,3.0,2.0,3.0
217,13,09,2,1,3.0,2.0,3.0
217,13,09,3,1,3.0,2.0,3.0
217,13,09,4,2,,,
217,13,09,5,2,,,
217,13,09,6,2,,,
217,13,09,7,2,,,
217,13,27,1,1,3.0,2.0,3.0
217,13,27,2,1,3.0,2.0,3.0
217,13,27,3,1,3.0,2.0,3.0
217,13,27,4,2,,,
217,13,27,5,2,,,
217,13,27,6,2,,,
217,13,27,7,2,,,
217,13,37,1,1,3.0,2.0,3.0
217,13,37,2,1,3.0,2.0,3.0
217,13,37,3,1,3.0,2.0,3.0
217,13,37,4,2,,,
217,13,37,5,2,,,
217,13,37,6,2,,,
217,13,37,7,2,,,
217,13,45,1,1,3.0,2.0,3.0
217,13,45,2,1,3.0,2.0,3.0
217,13,45,3,1,3.0,2.0,3.0
217,13,45,4,2,,,
217,13,45,5,2,,,
217,13,45,6,2,,,
217,13,45,7,2,,,
217,15,07,1,1,3.0,2.0,3.0
217,15,07,2,1,3.0,2.0,3.0
217,15,07,3,1,3.0,2.0,3.0
217,15,07,4,2,,,
217,15,07,5,1,3.0,2.0,3.0
217,15,07,6,2,,,
217,15,07,7,2,,,
217,15,21,1,1,2.0,1.0,1.0
217,15,21,2,1,2.0,1.0,3.0
217,15,21,3,1,2.0,1.0,3.0
217,15,21,4,2,,,
217,15,21,5,2,,,
217,15,21,6,2,,,
217,15,21,7,2,,,
217,15,31,1,1,3.0,2.0,3.0
217,15,31,2,1,2.0,2.0,4.0
217,15,31,3,1,2.0,2.0,4.0
217,15,31,4,2,,,
217,15,31,5,2,,,
217,15,31,6,2,,,
217,15,31,7,2,,,
217,17,09,1,1,3.0,2.0,3.0
217,17,09,2,1,3.0,2.0,3.0
217,17,09,3,1,3.0,2.0,3.0
217,17,09,4,2,,,
217,17,09,5,2,,,
217,17,09,6,2,,,
217,17,09,7,2,,,
217,17,19,1,1,3.0,2.0,3.0
217,17,19,2,1,3.0,2.0,3.0
217,17,19,3,2,,,
217,17,19,4,2,,,
217,17,19,5,2,,,
217,17,19,6,2,,,
217,17,19,7,2,,,
217,17,33,1,1,4.0,2.0,3.0
217,17,33,2,1,4.0,2.0,3.0
217,17,33,3,1,4.0,2.0,3.0
217,17,33,4,2,,,
217,17,33,5,2,,,
217,17,33,6,2,,,
217,17,33,7,2,,,
217,17,39,1,1,3.0,2.0,3.0
217,17,39,2,1,3.0,2.0,3.0
217,17,39,3,1,3.0,2.0,3.0
217,17,39,4,2,,,
217,17,39,5,2,,,
217,17,39,6,2,,,
217,17,39,7,2,,,
217,18,11,1,1,7.0,2.0,1.0
217,18,11,2,1,7.0,2.0,3.0
217,18,11,3,1,7.0,1.0,3.0
217,18,11,4,2,,,
217,18,11,5,2,,,
217,18,11,6,2,,,
217,18,11,7,2,,,
217,18,19,1,1,3.0,2.0,4.0
217,18,19,2,1,3.0,2.0,4.0
217,18,19,3,1,3.0,2.0,4.0
217,18,19,4,2,,,
217,18,19,5,2,,,
217,18,19,6,2,,,
217,18,19,7,2,,,
217,19,05,1,1,2.0,2.0,1.0
217,19,05,2,1,3.0,2.0,3.0
217,19,05,3,1,3.0,2.0,3.0
217,19,05,4,2,,,
217,19,05,5,2,,,
217,19,05,6,2,,,
217,19,05,7,2,,,
217,19,25,1,1,3.0,2.0,3.0
217,19,25,2,1,3.0,2.0,3.0
217,19,25,3,1,3.0,2.0,3.0
217,19,25,4,2,,,
217,19,25,5,2,,,
217,19,25,6,2,,,
217,19,25,7,2,,,
217,19,51,1,1,3.0,2.0,3.0
217,19,51,2,1,3.0,2.0,3.0
217,19,51,3,1,3.0,2.0,3.0
217,19,51,4,2,,,
217,19,51,5,2,,,
217,19,51,6,2,,,
217,19,51,7,2,,,
217,20,55,1,1,3.0,2.0,1.0
217,20,55,2,1,3.0,2.0,1.0
217,20,55,3,1,3.0,2.0,1.0
217,20,55,4,2,,,
217,20,55,5,1,3.0,2.0,1.0
217,20,55,6,2,,,
217,20,55,7,2,,,
217,20,59,1,1,3.0,2.0,4.0
217,20,59,2,1,3.0,2.0,4.0
217,20,59,3,1,3.0,2.0,4.0
217,20,59,4,2,,,
217,20,59,5,2,,,
217,20,59,6,2,,,
217,20,59,7,2,,,
217,20,75,1,1,3.0,2.0,4.0
217,20,75,2,1,3.0,2.0,3.0
217,20,75,3,1,3.0,2.0,3.0
217,20,75,4,2,,,
217,20,75,5,2,,,
217,20,75,6,2,,,
217,20,75,7,2,,,
221,01,17,1,1,1.0,2.0,1.0
221,01,17,2,1,1.0,2.0,1.0
221,01,17,3,1,1.0,2.0,1.0
221,01,17,4,2,,,
221,01,17,5,2,,,
221,01,17,6,2,,,
221,01,17,7,2,,,
221,03,15,1,1,3.0,2.0,3.0
221,03,15,2,1,2.0,2.0,3.0
221,03,15,3,1,2.0,2.0,3.0
221,03,15,4,2,,,
221,03,15,5,1,2.0,2.0,3.0
221,03,15,6,2,,,
221,03,15,7,2,,,
221,03,29,1,1,2.0,2.0,1.0
221,03,29,2,1,2.0,2.0,1.0
221,03,29,3,1,2.0,2.0,1.0
221,03,29,4,2,,,
221,03,29,5,2,,,
221,03,29,6,2,,,
221,03,29,7,2,,,
221,03,39,1,1,2.0,1.0,1.0
221,03,39,2,1,2.0,1.0,1.0
221,03,39,3,1,2.0,1.0,1.0
221,03,39,4,2,,,
221,03,39,5,2,,,
221,03,39,6,2,,,
221,03,39,7,2,,,
221,05,09,1,1,2.0,2.0,1.0
221,05,09,2,1,2.0,2.0,1.0
221,05,09,3,1,2.0,2.0,3.0
221,05,09,4,2,,,
221,05,09,5,2,,,
221,05,09,6,2,,,
221,05,09,7,2,,,
221,05,17,1,1,2.0,2.0,3.0
221,05,17,2,1,2.0,2.0,3.0
221,05,17,3,1,2.0,2.0,3.0
221,05,17,4,2,,,
221,05,17,5,2,,,
221,05,17,6,2,,,
221,05,17,7,2,,,
221,05,25,1,1,2.0,2.0,1.0
221,05,25,2,1,2.0,2.0,1.0
221,05,25,3,1,2.0,2.0,3.0
221,05,25,4,2,,,
221,05,25,5,2,,,
221,05,25,6,2,,,
221,05,25,7,2,,,
221,05,33,1,1,3.0,2.0,3.0
221,05,33,2,1,2.0,2.0,3.0
221,05,33,3,1,2.0,2.0,3.0
221,05,33,4,2,,,
221,05,33,5,2,,,
221,05,33,6,2,,,
221,05,33,7,2,,,
221,05,39,1,2,,,
221,05,39,1,2,,,
221,05,39,1,2,,,
221,05,39,2,2,,,
221,05,39,2,2,,,
221,05,39,2,2,,,
221,05,39,2,2,,,
221,05,45,1,1,2.0,2.0,3.0
221,05,45,2,1,2.0,2.0,3.0
221,05,45,3,1,3.0,2.0,3.0
221,05,45,4,2,,,
221,05,45,5,2,,,
221,05,45,6,2,,,
221,05,45,7,2,,,
221,07,15,1,1,2.0,2.0,3.0
221,07,15,2,1,2.0,2.0,3.0
221,07,15,3,1,2.0,2.0,3.0
221,07,15,4,2,,,
221,07,15,5,2,,,
221,07,15,6,2,,,
221,07,15,7,2,,,
221,07,23,1,1,2.0,3.0,3.0
221,07,23,2,1,2.0,3.0,3.0
221,07,23,3,1,2.0,3.0,3.0
221,07,23,4,2,,,
221,07,23,5,2,,,
221,07,23,6,2,,,
221,07,23,7,2,,,
221,07,29,1,1,2.0,2.0,3.0
221,07,29,2,1,2.0,2.0,3.0
221,07,29,3,1,2.0,2.0,3.0
221,07,29,4,2,,,
221,07,29,5,2,,,
221,07,29,6,2,,,
221,07,29,7,2,,,
221,07,39,1,1,2.0,2.0,2.0
221,07,39,2,1,2.0,2.0,3.0
221,07,39,3,1,2.0,2.0,3.0
221,07,39,4,2,,,
221,07,39,5,2,,,
221,07,39,6,2,,,
221,07,39,7,2,,,
221,07,47,1,1,2.0,1.0,3.0
221,07,47,2,1,3.0,2.0,3.0
221,07,47,3,1,2.0,2.0,3.0
221,07,47,4,2,,,
221,07,47,5,2,,,
221,07,47,6,2,,,
221,07,47,7,2,,,
221,09,03,1,1,3.0,2.0,3.0
221,09,03,2,1,3.0,2.0,3.0
221,09,03,3,1,3.0,2.0,3.0
221,09,03,4,2,,,
221,09,03,5,2,,,
221,09,03,6,2,,,
221,09,03,7,2,,,
221,09,13,1,1,2.0,2.0,3.0
221,09,13,2,1,2.0,2.0,3.0
221,09,13,3,1,2.0,2.0,3.0
221,09,13,4,2,,,
221,09,13,5,2,,,
221,09,13,6,2,,,
221,09,13,7,2,,,
221,09,21,1,1,3.0,2.0,3.0
221,09,21,2,1,3.0,2.0,3.0
221,09,21,3,1,3.0,2.0,3.0
221,09,21,4,2,,,
221,09,21,5,2,,,
221,09,21,6,2,,,
221,09,21,7,2,,,
221,09,27,1,1,3.0,2.0,3.0
221,09,27,2,1,2.0,2.0,3.0
221,09,27,3,1,2.0,2.0,3.0
221,09,27,4,2,,,
221,09,27,5,2,,,
221,09,27,6,2,,,
221,09,27,7,2,,,
221,09,35,1,1,2.0,2.0,1.0
221,09,35,2,1,2.0,2.0,2.0
221,09,35,3,1,2.0,2.0,2.0
221,09,35,4,2,,,
221,09,35,5,2,,,
221,09,35,6,2,,,
221,09,35,7,2,,,
221,09,39,1,1,2.0,2.0,1.0
221,09,39,2,1,2.0,2.0,1.0
221,09,39,3,1,2.0,2.0,1.0
221,09,39,4,2,,,
221,09,39,5,2,,,
221,09,39,6,2,,,
221,09,39,7,2,,,
221,09,45,1,1,2.0,2.0,1.0
221,09,45,2,1,2.0,2.0,3.0
221,09,45,3,1,2.0,2.0,3.0
221,09,45,4,2,,,
221,09,45,5,2,,,
221,09,45,6,2,,,
221,09,45,7,2,,,
221,09,49,1,1,2.0,2.0,1.0
221,09,49,2,1,2.0,2.0,3.0
221,09,49,3,1,2.0,2.0,3.0
221,09,49,4,2,,,
221,09,49,5,2,,,
221,09,49,6,2,,,
221,09,49,7,2,,,
221,11,11,1,1,2.0,1.0,3.0
221,11,11,2,1,2.0,1.0,3.0
221,11,11,3,1,2.0,1.0,3.0
221,11,11,4,2,,,
221,11,11,5,2,,,
221,11,11,6,2,,,
221,11,11,7,2,,,
221,11,17,1,1,1.0,1.0,3.0
221,11,17,2,1,2.0,2.0,3.0
221,11,17,3,1,1.0,1.0,3.0
221,11,17,4,2,,,
221,11,17,5,2,,,
221,11,17,6,2,,,
221,11,17,7,2,,,
221,11,23,1,1,2.0,2.0,1.0
221,11,23,2,1,2.0,2.0,1.0
221,11,23,3,1,2.0,2.0,1.0
221,11,23,4,2,,,
221,11,23,5,2,,,
221,11,23,6,2,,,
221,11,23,7,2,,,
221,11,29,1,1,2.0,2.0,2.0
221,11,29,2,1,2.0,2.0,2.0
221,11,29,3,1,2.0,2.0,2.0
221,11,29,4,2,,,
221,11,29,5,2,,,
221,11,29,6,2,,,
221,11,29,7,2,,,
221,11,35,1,1,1.0,1.0,1.0
221,11,35,2,1,1.0,1.0,1.0
221,11,35,3,1,1.0,1.0,3.0
221,11,35,4,2,,,
221,11,35,5,2,,,
221,11,35,6,2,,,
221,11,35,7,2,,,
221,11,41,1,1,2.0,2.0,3.0
221,11,41,2,1,2.0,2.0,3.0
221,11,41,3,1,2.0,2.0,3.0
221,11,41,4,2,,,
221,11,41,5,2,,,
221,11,41,6,2,,,
221,11,41,7,2,,,
221,11,45,1,1,2.0,2.0,1.0
221,11,45,2,1,2.0,2.0,1.0
221,11,45,3,1,1.0,2.0,1.0
221,11,45,4,2,,,
221,11,45,5,1,2.0,2.0,1.0
221,11,45,6,2,,,
221,11,45,7,2,,,
221,13,09,1,1,3.0,1.0,3.0
221,13,09,2,1,3.0,1.0,3.0
221,13,09,3,1,3.0,1.0,3.0
221,13,09,4,2,,,
221,13,09,5,2,,,
221,13,09,6,2,,,
221,13,09,7,2,,,
221,13,29,1,1,5.0,1.0,3.0
221,13,29,2,1,5.0,1.0,3.0
221,13,29,3,1,5.0,1.0,3.0
221,13,29,4,2,,,
221,13,29,5,2,,,
221,13,29,6,2,,,
221,13,29,7,2,,,
221,15,07,1,2,,,
221,15,07,1,2,,,
221,15,07,1,2,,,
221,15,07,2,2,,,
221,15,07,2,2,,,
221,15,07,2,2,,,
221,15,07,2,2,,,
221,15,11,1,1,2.0,1.0,1.0
221,15,11,2,1,2.0,1.0,1.0
221,15,11,3,1,2.0,1.0,1.0
221,15,11,4,2,,,
221,15,11,5,2,,,
221,15,11,6,2,,,
221,15,11,7,2,,,
221,15,17,1,1,2.0,2.0,3.0
221,15,17,2,1,2.0,2.0,3.0
221,15,17,3,1,2.0,2.0,3.0
221,15,17,4,2,,,
221,15,17,5,1,2.0,2.0,3.0
221,15,17,6,2,,,
221,15,17,7,2,,,
221,15,25,1,1,2.0,2.0,1.0
221,15,25,2,1,2.0,2.0,3.0
221,15,25,3,1,2.0,2.0,3.0
221,15,25,4,2,,,
221,15,25,5,2,,,
221,15,25,6,2,,,
221,15,25,7,2,,,
221,15,31,1,1,2.0,2.0,3.0
221,15,31,2,1,2.0,2.0,3.0
221,15,31,3,1,2.0,2.0,3.0
221,15,31,4,2,,,
221,15,31,5,2,,,
221,15,31,6,2,,,
221,15,31,7,2,,,
221,15,41,1,1,3.0,2.0,3.0
221,15,41,2,1,3.0,2.0,3.0
221,15,41,3,1,3.0,2.0,3.0
221,15,41,4,2,,,
221,15,41,5,2,,,
221,15,41,6,2,,,
221,15,41,7,2,,,
221,15,51,1,1,2.0,2.0,1.0
221,15,51,2,1,2.0,2.0,1.0
221,15,51,3,1,2.0,2.0,1.0
221,15,51,4,1,2.0,2.0,1.0
221,15,51,5,2,,,
221,15,51,6,2,,,
221,15,51,7,2,,,
221,17,07,1,1,2.0,1.0,3.0
221,17,07,2,1,2.0,1.0,3.0
221,17,07,3,1,2.0,1.0,3.0
221,17,07,4,2,,,
221,17,07,5,2,,,
221,17,07,6,2,,,
221,17,07,7,2,,,
221,17,13,1,1,3.0,3.0,5.0
221,17,13,2,1,3.0,3.0,3.0
221,17,13,3,1,3.0,3.0,3.0
221,17,13,4,2,,,
221,17,13,5,2,,,
221,17,13,6,2,,,
221,17,13,7,2,,,
221,17,17,1,1,3.0,2.0,5.0
221,17,17,2,1,3.0,2.0,2.0
221,17,17,3,1,3.0,2.0,2.0
221,17,17,4,2,,,
221,17,17,5,2,,,
221,17,17,6,2,,,
221,17,17,7,2,,,
221,17,23,1,1,2.0,2.0,1.0
221,17,23,2,1,2.0,2.0,1.0
221,17,23,3,1,2.0,2.0,1.0
221,17,23,4,2,,,
221,17,23,5,2,,,
221,17,23,6,2,,,
221,17,23,7,2,,,
221,17,29,1,1,2.0,1.0,1.0
221,17,29,2,1,2.0,1.0,1.0
221,17,29,3,1,2.0,1.0,1.0
221,17,29,4,2,,,
221,17,29,5,2,,,
221,17,29,6,2,,,
221,17,29,7,2,,,
221,17,35,1,1,2.0,2.0,4.0
221,17,35,2,1,2.0,2.0,4.0
221,17,35,3,1,2.0,2.0,4.0
221,17,35,4,2,,,
221,17,35,5,2,,,
221,17,35,6,2,,,
221,17,35,7,2,,,
221,19,09,1,1,2.0,2.0,3.0
221,19,09,2,1,2.0,2.0,3.0
221,19,09,3,1,2.0,2.0,3.0
221,19,09,4,2,,,
221,19,09,5,2,,,
221,19,09,6,2,,,
221,19,09,7,2,,,
221,19,17,1,1,2.0,2.0,3.0
221,19,17,2,1,2.0,2.0,3.0
221,19,17,3,1,2.0,2.0,3.0
221,19,17,4,2,,,
221,19,17,5,2,,,
221,19,17,6,2,,,
221,19,17,7,2,,,
221,19,25,1,1,2.0,2.0,1.0
221,19,25,2,1,2.0,2.0,1.0
221,19,25,3,1,2.0,2.0,3.0
221,19,25,4,2,,,
221,19,25,5,2,,,
221,19,25,6,2,,,
221,19,25,7,2,,,
221,19,33,1,2,,,
221,19,33,1,2,,,
221,19,33,1,2,,,
221,19,33,2,2,,,
221,19,33,2,2,,,
221,19,33,2,2,,,
221,19,33,2,2,,,
221,19,37,1,1,2.0,2.0,1.0
221,19,37,2,1,2.0,2.0,3.0
221,19,37,3,1,2.0,2.0,3.0
221,19,37,4,2,,,
221,19,37,5,1,2.0,2.0,3.0
221,19,37,6,2,,,
221,19,37,7,2,,,
221,19,45,1,1,3.0,2.0,3.0
221,19,45,2,1,3.0,2.0,3.0
221,19,45,3,1,3.0,2.0,3.0
221,19,45,4,2,,,
221,19,45,5,2,,,
221,19,45,6,2,,,
221,19,45,7,2,,,
225,03,22,1,1,1.0,2.0,1.0
225,03,22,2,1,1.0,2.0,1.0
225,03,22,3,1,1.0,2.0,1.0
225,03,22,4,2,,,
225,03,22,5,2,,,
225,03,22,6,2,,,
225,03,22,7,2,,,
225,03,23,1,1,3.0,2.0,1.0
225,03,23,2,1,3.0,2.0,1.0
225,03,23,3,1,3.0,2.0,1.0
225,03,23,4,1,3.0,2.0,1.0
225,03,23,5,2,,,
225,03,23,6,2,,,
225,03,23,7,2,,,
225,05,15,1,1,1.0,2.0,1.0
225,05,15,2,1,1.0,2.0,1.0
225,05,15,3,1,1.0,2.0,1.0
225,05,15,4,2,,,
225,05,15,5,2,,,
225,05,15,6,2,,,
225,05,15,7,2,,,
225,06,17,1,1,3.0,2.0,1.0
225,06,17,2,1,3.0,2.0,1.0
225,06,17,3,1,3.0,2.0,1.0
225,06,17,4,2,,,
225,06,17,5,2,,,
225,06,17,6,2,,,
225,06,17,7,2,,,
225,06,25,1,1,3.0,2.0,2.0
225,06,25,2,1,3.0,2.0,2.0
225,06,25,3,2,,,
225,06,25,4,2,,,
225,06,25,5,2,,,
225,06,25,6,1,3.0,2.0,2.0
225,06,25,7,2,,,
225,07,07,1,1,3.0,2.0,4.0
225,07,07,2,1,3.0,2.0,4.0
225,07,07,3,1,3.0,2.0,4.0
225,07,07,4,2,,,
225,07,07,5,2,,,
225,07,07,6,2,,,
225,07,07,7,2,,,
225,11,15,1,1,3.0,2.0,3.0
225,11,15,2,1,3.0,2.0,2.0
225,11,15,3,1,3.0,2.0,2.0
225,11,15,4,1,3.0,2.0,2.0
225,11,15,5,1,3.0,2.0,2.0
225,11,15,6,1,3.0,2.0,3.0
225,11,15,7,1,3.0,2.0,3.0
225,12,03,1,1,3.0,2.0,3.0
225,12,03,2,1,3.0,2.0,3.0
225,12,03,3,1,3.0,2.0,1.0
225,12,03,4,2,,,
225,12,03,5,2,,,
225,12,03,6,2,,,
225,12,03,7,2,,,
225,12,05,1,2,,,
225,12,05,2,1,2.0,2.0,1.0
225,12,05,3,2,,,
225,12,05,4,2,,,
225,12,05,5,2,,,
225,12,05,6,2,,,
225,12,05,7,2,,,
225,13,17,1,2,,,
225,13,17,2,2,,,
225,13,17,3,2,,,
225,13,17,4,2,,,
225,13,17,5,2,,,
225,13,17,6,2,,,
225,13,17,7,2,,,
225,17,11,1,1,1.0,2.0,1.0
225,17,11,2,1,1.0,2.0,1.0
225,17,11,3,1,3.0,2.0,1.0
225,17,11,4,2,,,
225,17,11,5,1,1.0,2.0,1.0
225,17,11,6,2,,,
225,17,11,7,2,,,
225,19,19,1,1,5.0,1.0,3.0
225,19,19,2,1,5.0,1.0,3.0
225,19,19,3,1,5.0,1.0,1.0
225,19,19,4,2,,,
225,19,19,5,2,,,
225,19,19,6,2,,,
225,19,19,7,2,,,
225,19,25,1,2,,,
225,19,25,2,2,,,
225,19,25,3,2,,,
225,19,25,4,1,2.0,2.0,3.0
225,19,25,5,2,,,
225,19,25,6,2,,,
225,19,25,7,2,,,
225,21,05,1,1,2.0,3.0,1.0
225,21,05,2,1,2.0,3.0,1.0
225,21,05,3,1,2.0,3.0,1.0
225,21,05,4,2,,,
225,21,05,5,2,,,
225,21,05,6,2,,,
225,21,05,7,2,,,
225,21,13,1,1,3.0,2.0,1.0
225,21,13,2,1,3.0,2.0,1.0
225,21,13,3,1,3.0,2.0,1.0
225,21,13,4,2,,,
225,21,13,5,2,,,
225,21,13,6,2,,,
225,21,13,7,2,,,
225,21,19,1,2,,,
225,21,19,2,2,,,
225,21,19,3,2,,,
225,21,19,4,2,,,
225,21,19,5,2,,,
225,21,19,6,2,,,
225,21,19,7,2,,,
225,21,27,1,1,2.0,3.0,1.0
225,21,27,2,1,2.0,3.0,1.0
225,21,27,3,1,2.0,3.0,1.0
225,21,27,4,2,,,
225,21,27,5,2,,,
225,21,27,6,2,,,
225,21,27,7,2,,,
