tinh,huyen,xa,m9c3,m9c4,m9c5a,m9c5b,m9c5c,m9c6,m9c7
107,05,29,2,1.0,1.0,3.0,2.0,10.0,1.0
107,05,29,3,1.0,2.0,1.0,0.0,11.0,1.0
107,05,37,0,,,,,,
107,05,37,1,1.0,1.0,5.0,2.0,2.0,1.0
107,05,37,2,2.0,5.0,2.0,0.0,3.0,1.0
107,05,45,1,1.0,2.0,1.0,5.0,7.0,1.0
107,05,45,2,1.0,2.0,1.0,5.0,12.0,1.0
107,05,45,3,1.0,2.0,1.0,5.0,12.0,1.0
107,07,09,1,1.0,2.0,0.0,,0.0,1.0
107,07,09,2,1.0,2.0,0.0,,0.0,1.0
107,07,09,3,1.0,2.0,0.0,,0.0,1.0
107,07,15,1,1.0,2.0,0.0,,5.0,1.0
107,07,15,2,1.0,2.0,0.0,,15.0,1.0
107,07,15,3,1.0,2.0,0.0,,15.0,1.0
107,07,21,1,1.0,2.0,0.0,,4.0,1.0
107,07,21,2,1.0,2.0,0.0,,15.0,1.0
107,07,21,3,3.0,2.0,0.0,,14.0,1.0
107,07,29,1,1.0,2.0,0.0,,25.0,1.0
107,07,29,2,1.0,2.0,0.0,,25.0,1.0
107,07,29,3,1.0,2.0,0.0,,5.0,1.0
107,07,39,1,3.0,2.0,0.0,,5.0,1.0
107,07,39,2,1.0,2.0,0.0,,3.0,1.0
107,07,39,3,1.0,2.0,0.0,,6.0,1.0
107,07,49,1,3.0,2.0,0.0,,4.0,1.0
107,07,49,2,1.0,2.0,0.0,,5.0,1.0
107,07,49,3,1.0,2.0,0.0,,15.0,1.0
107,09,09,1,1.0,2.0,0.0,,4.0,1.0
107,09,09,2,3.0,2.0,0.0,,2.0,1.0
107,09,09,3,4.0,2.0,0.0,,1.0,1.0
107,09,17,0,,,,,,
107,09,17,1,1.0,2.0,0.0,,10.0,1.0
107,09,25,0,,,,,,
107,09,25,1,1.0,2.0,0.0,,10.0,1.0
107,09,25,2,3.0,2.0,0.0,,1.0,1.0
107,09,33,1,1.0,2.0,0.0,,7.0,1.0
107,09,33,2,1.0,2.0,0.0,,10.0,1.0
107,09,33,3,3.0,2.0,0.0,,4.0,1.0
107,09,43,0,,,,,,
107,09,43,1,1.0,2.0,0.0,,10.0,1.0
107,09,43,2,1.0,2.0,0.0,,12.0,1.0
107,09,49,0,,,,,,
107,09,49,1,1.0,2.0,0.0,,5.0,1.0
107,09,49,2,3.0,2.0,0.0,,4.0,1.0
107,11,13,1,1.0,2.0,1.0,5.0,7.0,1.0
107,11,13,2,3.0,2.0,0.0,,2.0,2.0
107,11,13,3,5.0,4.0,0.0,,7.0,2.0
107,11,21,1,1.0,2.0,0.0,,3.0,1.0
107,11,21,2,3.0,2.0,0.0,,3.0,2.0
107,11,21,3,6.0,4.0,0.0,,3.0,2.0
107,11,29,1,1.0,2.0,1.0,0.0,7.0,1.0
107,11,29,2,3.0,2.0,0.0,,0.0,1.0
107,11,29,3,6.0,4.0,0.0,,7.0,2.0
107,11,39,1,1.0,2.0,0.0,,13.0,1.0
107,11,39,2,3.0,2.0,0.0,,3.0,2.0
107,11,39,3,6.0,4.0,0.0,,13.0,2.0
107,13,07,1,1.0,2.0,1.0,0.0,4.0,1.0
107,13,07,2,1.0,2.0,1.0,0.0,4.0,1.0
107,13,07,3,3.0,2.0,0.0,,0.8,1.0
107,13,17,1,1.0,2.0,0.0,,7.0,1.0
107,13,17,2,1.0,2.0,0.0,,7.0,1.0
107,13,17,3,1.0,2.0,0.0,,7.0,1.0
107,13,25,1,1.0,2.0,1.0,4.0,3.0,1.0
107,13,25,2,2.0,2.0,1.0,0.0,3.0,1.0
107,13,25,3,2.0,2.0,1.0,5.0,10.0,2.0
107,13,35,1,1.0,2.0,1.0,0.0,3.0,1.0
107,13,35,2,1.0,2.0,1.0,0.0,3.0,1.0
107,13,35,3,3.0,2.0,0.0,,0.3,1.0
107,13,43,1,1.0,2.0,1.0,0.0,10.0,1.0
107,13,43,2,1.0,2.0,1.0,0.0,10.0,1.0
107,13,43,3,1.0,2.0,0.0,,10.0,1.0
107,15,07,1,1.0,2.0,4.0,0.0,8.0,1.0
107,15,07,2,1.0,2.0,4.0,0.0,12.0,1.0
107,15,07,3,3.0,2.0,4.0,0.0,12.0,1.0
107,15,15,1,1.0,2.0,1.0,4.0,5.0,1.0
107,15,15,2,2.0,2.0,1.0,5.0,5.0,1.0
107,15,15,3,3.0,2.0,4.0,1.0,15.0,1.0
107,15,25,1,1.0,2.0,4.0,0.0,4.0,1.0
107,15,25,2,3.0,2.0,0.0,,13.0,1.0
107,15,25,3,1.0,2.0,4.0,0.0,13.0,1.0
107,15,35,1,1.0,2.0,4.0,0.0,8.0,1.0
107,15,35,2,2.0,2.0,0.0,,8.0,1.0
107,15,35,3,3.0,2.0,0.0,,3.0,2.0
107,15,43,1,1.0,2.0,4.0,1.0,17.0,2.0
107,15,43,2,1.0,2.0,4.0,1.0,7.0,1.0
107,15,43,3,2.0,2.0,4.0,1.0,7.0,1.0
107,15,51,1,3.0,2.0,1.0,5.0,0.0,1.0
107,15,51,2,1.0,2.0,1.0,4.0,2.0,1.0
107,15,51,3,2.0,2.0,1.0,5.0,2.0,1.0
107,17,07,1,3.0,2.0,0.0,,0.5,1.0
107,17,07,2,1.0,2.0,0.0,,4.0,1.0
107,17,07,3,1.0,2.0,0.0,,16.0,2.0
107,17,17,1,1.0,2.0,0.0,,4.0,1.0
107,17,17,2,1.0,2.0,0.0,,4.0,1.0
107,17,17,3,1.0,2.0,0.0,,7.0,2.0
107,17,29,1,1.0,2.0,0.0,,3.0,1.0
107,17,29,2,1.0,2.0,0.0,,3.0,1.0
107,17,29,3,1.0,2.0,0.0,,10.0,1.0
107,17,37,1,1.0,2.0,0.0,,6.0,1.0
107,17,37,2,1.0,2.0,0.0,,6.0,1.0
107,17,37,3,1.0,2.0,0.0,,12.0,1.0
107,19,13,1,1.0,2.0,0.0,,0.2,1.0
107,19,13,2,3.0,2.0,0.0,,0.2,1.0
107,19,13,3,4.0,2.0,0.0,,0.2,1.0
107,19,21,0,,,,,,
107,19,21,1,3.0,5.0,0.0,,-1.0,9.0
107,19,29,1,1.0,2.0,0.0,,5.0,1.0
107,19,29,2,3.0,2.0,0.0,,5.0,1.0
107,19,29,3,1.0,2.0,0.0,,5.0,1.0
107,21,03,1,3.0,2.0,0.0,,0.0,1.0
107,21,03,2,1.0,2.0,0.0,,2.0,1.0
107,21,03,3,1.0,2.0,0.0,,8.0,1.0
107,21,13,1,1.0,2.0,1.0,0.0,4.0,1.0
107,21,13,2,3.0,2.0,0.0,,1.0,1.0
107,21,13,3,1.0,2.0,0.0,,1.0,1.0
107,21,21,0,,,,,,
107,21,21,1,1.0,2.0,0.0,,3.0,1.0
107,21,29,0,,,,,,
107,21,29,1,1.0,2.0,1.0,3.0,3.0,1.0
107,21,29,2,3.0,2.0,1.0,3.0,2.0,1.0
107,21,37,0,,,,,,
107,21,37,1,1.0,2.0,1.0,0.0,10.0,1.0
107,21,37,2,2.0,9.0,,,5.0,1.0
107,23,09,1,1.0,2.0,0.0,,2.5,1.0
107,23,09,2,1.0,2.0,0.0,,2.5,1.0
107,23,09,3,3.0,2.0,0.0,,0.5,1.0
107,23,19,0,,,,,,
107,23,19,1,1.0,2.0,0.0,,15.0,1.0
107,23,19,2,3.0,9.0,,,10.0,1.0
107,23,31,1,1.0,2.0,0.0,,10.0,1.0
107,23,31,2,1.0,2.0,4.0,0.0,10.0,2.0
107,23,31,3,2.0,2.0,0.0,,10.0,1.0
107,23,39,0,,,,,,
107,23,39,1,1.0,2.0,0.0,,3.0,1.0
107,23,39,2,3.0,2.0,0.0,,1.0,1.0
107,23,53,0,,,,,,
107,23,53,1,1.0,2.0,0.0,,5.0,1.0
107,23,53,2,3.0,2.0,0.0,,0.0,1.0
109,02,03,1,1.0,2.0,0.0,,11.0,1.0
109,02,03,2,1.0,2.0,0.0,,4.0,1.0
109,02,03,3,2.0,2.0,0.0,,11.0,1.0
109,02,09,0,,,,,,
109,02,09,1,1.0,2.0,0.0,,12.0,1.0
109,02,09,2,3.0,2.0,0.0,,5.0,1.0
109,02,15,1,1.0,2.0,1.0,0.0,1.0,1.0
109,02,15,2,2.0,2.0,1.0,0.0,1.0,1.0
109,02,15,3,1.0,2.0,1.0,0.0,1.0,1.0
109,02,19,1,1.0,1.0,2.0,0.0,5.0,1.0
109,02,19,2,1.0,1.0,2.0,0.0,5.0,1.0
109,02,19,3,3.0,1.0,2.0,0.0,0.6,1.0
109,03,31,1,1.0,2.0,0.0,,6.0,1.0
109,03,31,2,1.0,2.0,0.0,,8.0,1.0
109,03,31,3,1.0,2.0,0.0,,6.0,1.0
109,03,37,1,1.0,2.0,0.0,,2.0,1.0
109,03,37,2,1.0,2.0,0.0,,3.0,1.0
109,03,37,3,3.0,2.0,0.0,,0.0,1.0
109,03,49,1,1.0,2.0,0.0,,10.0,1.0
109,03,49,2,1.0,2.0,0.0,,11.0,2.0
109,03,49,3,3.0,2.0,0.0,,5.0,1.0
109,04,05,1,1.0,2.0,1.0,0.0,1.0,1.0
109,04,05,2,2.0,2.0,1.0,0.0,1.0,1.0
109,04,05,3,1.0,2.0,1.0,0.0,1.0,1.0
109,04,11,1,1.0,2.0,0.0,,3.0,1.0
109,04,11,2,1.0,2.0,0.0,,3.0,1.0
109,04,11,3,1.0,2.0,0.0,,3.0,1.0
109,04,15,1,1.0,2.0,0.0,,1.0,1.0
109,04,15,2,1.0,2.0,0.0,,2.0,1.0
109,04,15,3,2.0,2.0,0.0,,2.0,1.0
109,04,21,1,1.0,2.0,0.0,,2.0,1.0
109,04,21,2,2.0,5.0,2.0,0.0,3.0,2.0
109,04,21,3,2.0,2.0,5.0,0.0,4.0,2.0
109,04,29,1,1.0,2.0,1.0,0.0,4.0,1.0
109,04,29,2,1.0,2.0,1.0,0.0,3.0,1.0
109,04,29,3,2.0,2.0,1.0,0.0,3.0,1.0
109,05,03,0,,,,,,
109,05,03,1,1.0,2.0,0.0,,1.0,1.0
109,05,03,2,1.0,2.0,0.0,,2.0,1.0
109,05,11,0,,,,,,
109,05,11,1,1.0,1.0,2.0,0.0,4.0,1.0
109,05,11,2,1.0,1.0,2.0,0.0,4.0,1.0
109,05,17,1,3.0,2.0,0.0,,0.5,1.0
109,05,17,2,1.0,2.0,0.0,,4.0,1.0
109,05,17,3,2.0,2.0,0.0,,7.0,1.0
109,05,21,0,,,,,,
109,05,21,1,1.0,2.0,0.0,,8.0,1.0
109,05,21,2,3.0,2.0,0.0,,0.2,1.0
109,06,05,1,3.0,2.0,0.0,,1.0,1.0
109,06,05,2,1.0,2.0,0.0,,6.0,1.0
109,06,05,3,1.0,2.0,0.0,,3.0,1.0
109,06,11,0,,,,,,
109,06,11,1,3.0,2.0,0.0,,0.5,1.0
109,06,11,2,1.0,2.0,0.0,,1.0,1.0
109,06,15,0,,,,,,
109,06,15,1,1.0,2.0,0.0,,2.0,1.0
109,06,21,1,3.0,2.0,0.0,,0.5,1.0
109,06,21,2,1.0,2.0,0.0,,3.0,1.0
109,06,21,3,3.0,2.0,0.0,,5.0,1.0
109,06,27,0,,,,,,
109,06,27,1,1.0,2.0,0.0,,2.0,1.0
109,06,27,2,3.0,2.0,0.0,,1.5,1.0
109,06,33,0,,,,,,
109,06,33,1,3.0,2.0,0.0,,2.0,1.0
109,06,33,2,1.0,2.0,0.0,,5.0,1.0
109,06,39,1,1.0,2.0,1.0,5.0,8.0,1.0
109,06,39,2,1.0,2.0,1.0,5.0,11.0,2.0
109,06,39,3,2.0,2.0,1.0,5.0,10.0,2.0
109,06,45,0,,,,,,
109,06,45,1,3.0,2.0,0.0,,2.0,1.0
109,06,45,2,1.0,2.0,0.0,,5.0,1.0
109,07,03,1,3.0,2.0,0.0,,1.0,1.0
109,07,03,2,1.0,2.0,0.0,,6.0,1.0
109,07,03,3,1.0,2.0,0.0,,10.0,1.0
109,07,09,0,,,,,,
109,07,09,1,3.0,2.0,0.0,,1.0,1.0
109,07,09,2,1.0,2.0,0.0,,5.0,1.0
109,07,17,0,,,,,,
109,07,17,1,3.0,2.0,0.0,,0.0,1.0
109,07,17,2,1.0,2.0,0.0,,5.0,1.0
109,07,23,0,,,,,,
109,07,23,1,1.0,2.0,0.0,,5.0,1.0
109,07,23,2,3.0,2.0,0.0,,5.0,2.0
109,07,31,0,,,,,,
109,07,31,1,6.0,2.0,0.0,,7.0,1.0
109,07,37,0,,,,,,
109,07,37,1,1.0,2.0,0.0,,2.5,1.0
109,09,03,1,1.0,1.0,2.0,0.0,2.0,1.0
109,09,03,2,1.0,1.0,3.0,2.0,2.0,1.0
109,09,03,3,5.0,6.0,0.0,,1.0,1.0
109,09,09,1,1.0,2.0,1.0,5.0,5.0,1.0
109,09,09,2,1.0,2.0,1.0,5.0,8.0,1.0
109,09,09,3,3.0,2.0,0.0,,8.0,1.0
109,09,15,1,1.0,2.0,0.0,,3.0,1.0
109,09,15,2,1.0,2.0,0.0,,3.0,1.0
109,09,15,3,3.0,2.0,0.0,,6.0,2.0
109,09,23,0,,,,,,
109,09,23,1,1.0,2.0,1.0,5.0,2.0,1.0
109,09,23,2,1.0,5.0,2.0,0.0,3.0,1.0
109,09,37,0,,,,,,
109,09,37,1,1.0,1.0,2.0,0.0,9.0,1.0
109,09,37,2,3.0,1.0,2.0,0.0,9.0,1.0
109,11,03,0,,,,,,
109,11,03,1,3.0,1.0,0.0,,2.0,1.0
109,11,03,2,1.0,2.0,0.0,,3.0,1.0
109,11,11,0,,,,,,
109,11,11,1,1.0,2.0,0.0,,2.5,1.0
109,11,11,2,3.0,2.0,0.0,,1.6,2.0
109,11,15,0,,,,,,
109,11,15,1,1.0,2.0,4.0,0.0,3.0,1.0
109,11,15,2,1.0,2.0,0.0,,5.0,1.0
109,11,23,0,,,,,,
109,11,23,1,1.0,2.0,0.0,,4.0,1.0
109,11,23,2,1.0,2.0,0.0,,7.0,1.0
109,13,03,1,1.0,2.0,5.0,0.0,4.0,1.0
109,13,03,2,1.0,2.0,0.0,,4.0,1.0
109,13,03,3,3.0,2.0,0.0,,2.0,1.0
109,13,11,0,,,,,,
109,13,11,1,1.0,2.0,5.0,0.0,6.0,1.0
109,13,11,2,1.0,2.0,0.0,,2.0,1.0
109,13,17,0,,,,,,
109,13,17,1,1.0,2.0,5.0,0.0,3.0,1.0
109,13,17,2,1.0,2.0,0.0,,4.0,1.0
109,13,25,0,,,,,,
109,13,25,1,1.0,2.0,1.0,5.0,2.0,1.0
109,13,25,2,1.0,2.0,1.0,5.0,6.0,1.0
109,13,31,0,,,,,,
109,13,31,1,1.0,2.0,5.0,0.0,5.0,1.0
109,13,31,2,3.0,2.0,5.0,0.0,4.0,1.0
109,13,39,1,3.0,2.0,0.0,,5.0,1.0
109,13,39,2,1.0,2.0,0.0,,3.0,1.0
109,13,39,3,1.0,2.0,0.0,,4.0,1.0
111,01,11,1,1.0,2.0,4.0,3.0,2.4,1.0
111,01,11,2,3.0,2.0,4.0,3.0,2.4,1.0
111,01,11,3,6.0,2.0,4.0,3.0,2.1,1.0
111,01,13,1,1.0,2.0,4.0,1.0,1.0,1.0
111,01,13,2,3.0,2.0,1.0,4.0,0.5,1.0
111,01,13,3,5.0,6.0,2.0,5.0,0.5,1.0
111,01,19,1,3.0,2.0,4.0,1.0,1.2,1.0
111,01,19,2,1.0,2.0,4.0,1.0,2.0,1.0
111,01,19,3,6.0,2.0,4.0,1.0,2.0,1.0
111,03,07,0,,,,,,
111,03,07,1,1.0,2.0,0.0,,13.0,1.0
111,03,15,0,,,,,,
111,03,15,1,1.0,2.0,0.0,,2.0,1.0
111,03,15,2,3.0,2.0,0.0,,2.0,2.0
111,03,17,0,,,,,,
111,03,17,1,1.0,2.0,0.0,,5.0,1.0
111,03,17,2,3.0,2.0,0.0,,5.0,2.0
111,03,21,1,3.0,2.0,0.0,,1.0,1.0
111,03,21,2,1.0,2.0,0.0,,5.0,1.0
111,03,21,3,3.0,2.0,0.0,,5.0,1.0
111,03,25,0,,,,,,
111,03,25,1,1.0,2.0,0.0,,14.0,1.0
111,03,25,2,3.0,2.0,0.0,,3.0,2.0
111,03,31,1,3.0,2.0,0.0,,0.5,1.0
111,03,31,2,1.0,2.0,0.0,,15.0,1.0
111,03,31,3,1.0,2.0,0.0,,15.0,2.0
111,03,41,1,3.0,2.0,0.0,,0.0,1.0
111,03,41,2,1.0,2.0,0.0,,0.0,1.0
111,03,41,3,3.0,2.0,0.0,,0.0,1.0
111,05,03,1,1.0,2.0,5.0,0.0,3.0,1.0
111,05,03,2,6.0,2.0,0.0,,3.0,1.0
111,05,03,3,4.0,6.0,0.0,,3.0,1.0
111,05,09,1,1.0,2.0,0.0,,5.0,1.0
111,05,09,2,1.0,2.0,0.0,,5.0,1.0
111,05,09,3,3.0,2.0,0.0,,5.0,1.0
111,05,13,1,3.0,1.0,0.0,,2.0,1.0
111,05,13,2,1.0,1.0,2.0,0.0,1.5,1.0
111,05,13,3,6.0,1.0,0.0,,1.5,1.0
111,05,23,1,1.0,2.0,0.0,,1.5,1.0
111,05,23,2,1.0,2.0,0.0,,1.5,2.0
111,05,23,3,5.0,6.0,0.0,,1.0,1.0
111,05,29,1,1.0,1.0,3.0,2.0,1.0,1.0
111,05,29,2,1.0,2.0,3.0,0.0,1.0,1.0
111,05,29,3,3.0,2.0,0.0,,7.0,1.0
111,05,33,0,,,,,,
111,05,33,1,1.0,2.0,0.0,,4.0,1.0
111,05,33,2,6.0,2.0,0.0,,4.0,1.0
111,05,39,1,1.0,1.0,2.0,4.0,0.5,1.0
111,05,39,2,3.0,2.0,0.0,,0.1,1.0
111,05,39,3,6.0,2.0,0.0,,0.5,1.0
111,07,03,0,,,,,,
111,07,03,1,1.0,2.0,4.0,5.0,10.0,1.0
111,07,03,2,1.0,2.0,4.0,5.0,10.0,1.0
111,07,07,0,,,,,,
111,07,07,1,1.0,2.0,4.0,1.0,10.0,1.0
111,07,07,2,1.0,2.0,4.0,1.0,10.0,1.0
111,07,11,1,1.0,2.0,4.0,0.0,3.0,1.0
111,07,11,2,1.0,2.0,4.0,0.0,3.0,1.0
111,07,11,3,1.0,2.0,4.0,0.0,20.0,1.0
111,07,15,0,,,,,,
111,07,15,1,1.0,2.0,4.0,0.0,7.0,1.0
111,07,15,2,1.0,2.0,4.0,0.0,7.0,1.0
111,07,19,0,,,,,,
111,07,19,1,1.0,2.0,4.0,0.0,1.5,1.0
111,07,19,2,1.0,2.0,4.0,0.0,7.0,1.0
111,07,25,0,,,,,,
111,07,25,1,1.0,2.0,4.0,0.0,10.0,1.0
111,07,25,2,1.0,2.0,4.0,0.0,10.0,1.0
111,07,29,0,,,,,,
111,07,29,1,1.0,2.0,4.0,0.0,3.0,1.0
111,07,29,2,1.0,2.0,4.0,0.0,3.0,1.0
111,07,35,0,,,,,,
111,07,35,1,1.0,2.0,1.0,0.0,10.0,1.0
111,07,35,2,1.0,4.0,5.0,2.0,10.0,1.0
111,07,39,0,,,,,,
111,07,39,1,1.0,2.0,4.0,0.0,0.0,1.0
111,07,43,1,1.0,2.0,4.0,1.0,8.0,1.0
111,07,43,2,3.0,2.0,4.0,1.0,1.0,1.0
111,07,43,3,1.0,2.0,4.0,1.0,10.0,2.0
111,09,09,0,,,,,,
111,09,09,1,1.0,2.0,0.0,,6.0,1.0
111,09,09,2,1.0,2.0,0.0,,6.0,1.0
111,09,15,1,1.0,2.0,4.0,0.0,2.0,1.0
111,09,15,2,1.0,2.0,0.0,,7.0,1.0
111,09,15,3,1.0,2.0,0.0,,5.0,1.0
111,09,21,0,,,,,,
111,09,21,1,1.0,2.0,0.0,,4.0,1.0
111,09,25,0,,,,,,
111,09,25,1,1.0,2.0,0.0,,2.0,1.0
111,09,25,2,1.0,2.0,0.0,,6.0,1.0
111,09,31,0,,,,,,
111,09,31,1,1.0,2.0,4.0,0.0,1.0,1.0
111,09,37,0,,,,,,
111,09,37,1,1.0,2.0,0.0,,1.0,1.0
111,09,41,0,,,,,,
111,09,41,1,1.0,2.0,0.0,,4.0,1.0
111,11,05,0,,,,,,
111,11,05,1,1.0,1.0,2.0,0.0,10.0,1.0
111,11,05,2,1.0,1.0,2.0,0.0,13.0,1.0
111,11,09,0,,,,,,
111,11,09,1,1.0,2.0,4.0,0.0,18.0,1.0
111,11,17,1,1.0,2.0,0.0,,2.0,1.0
111,11,17,2,1.0,2.0,0.0,,2.0,1.0
111,11,17,3,3.0,2.0,0.0,,2.0,1.0
111,11,21,0,,,,,,
111,11,21,1,1.0,2.0,0.0,,3.0,1.0
111,11,21,2,1.0,2.0,0.0,,3.0,1.0
111,11,27,0,,,,,,
111,11,27,1,1.0,2.0,0.0,,10.0,1.0
111,11,31,1,3.0,2.0,0.0,,20.0,1.0
111,11,31,2,1.0,2.0,0.0,,5.0,1.0
111,11,31,3,1.0,2.0,0.0,,20.0,1.0
111,11,37,0,,,,,,
111,11,37,1,1.0,2.0,4.0,3.0,0.5,1.0
111,11,37,2,3.0,2.0,0.0,,0.5,1.0
111,11,41,0,,,,,,
111,11,41,1,1.0,2.0,0.0,,9.0,1.0
113,01,31,1,1.0,2.0,1.0,4.0,2.0,1.0
113,01,31,2,1.0,2.0,1.0,4.0,2.0,1.0
113,01,31,3,3.0,2.0,4.0,0.0,2.5,1.0
113,01,43,1,1.0,4.0,2.0,0.0,4.0,1.0
113,01,43,2,6.0,2.0,0.0,,3.0,1.0
113,01,43,3,3.0,2.0,0.0,,2.0,1.0
113,03,09,0,,,,,,
113,03,09,1,9.0,9.0,,,-1.0,9.0
113,03,19,1,1.0,2.0,0.0,,9.0,1.0
113,03,19,2,1.0,2.0,0.0,,9.0,2.0
113,03,19,3,1.0,2.0,0.0,,9.0,1.0
113,03,25,1,1.0,2.0,1.0,0.0,10.0,1.0
113,03,25,2,9.0,9.0,,,-1.0,9.0
113,03,25,3,9.0,9.0,,,-1.0,9.0
113,03,33,1,1.0,2.0,0.0,,1.0,1.0
113,03,33,2,1.0,4.0,2.0,0.0,9.0,1.0
113,03,33,3,1.0,2.0,0.0,,9.0,1.0
113,05,03,1,1.0,2.0,0.0,,5.0,1.0
113,05,03,2,1.0,2.0,0.0,,5.0,2.0
113,05,03,3,1.0,2.0,0.0,,5.0,2.0
113,05,15,0,,,,,,
113,05,15,1,1.0,1.0,2.0,0.0,5.0,1.0
113,05,15,2,1.0,1.0,3.0,2.0,4.0,1.0
113,07,05,0,,,,,,
113,07,05,1,3.0,2.0,0.0,,7.0,1.0
113,07,15,0,,,,,,
113,07,15,1,1.0,2.0,0.0,,7.0,1.0
113,07,15,2,3.0,2.0,0.0,,7.0,1.0
113,07,23,0,,,,,,
113,07,23,1,3.0,2.0,0.0,,7.0,1.0
113,07,31,0,,,,,,
113,07,31,1,3.0,2.0,0.0,,1.0,1.0
113,07,41,0,,,,,,
113,07,41,1,3.0,2.0,0.0,,4.0,1.0
113,07,47,1,1.0,2.0,1.0,6.0,15.0,1.0
113,07,47,2,1.0,2.0,1.0,6.0,35.0,2.0
113,07,47,3,1.0,2.0,1.0,6.0,35.0,2.0
113,07,53,1,1.0,2.0,1.0,0.0,25.0,1.0
113,07,53,2,1.0,2.0,1.0,0.0,45.0,2.0
113,07,53,3,1.0,2.0,1.0,0.0,45.0,2.0
113,07,59,1,1.0,2.0,1.0,6.0,15.0,1.0
113,07,59,2,1.0,2.0,1.0,6.0,40.0,2.0
113,07,59,3,1.0,2.0,1.0,6.0,40.0,2.0
113,09,01,0,,,,,,
113,09,01,1,1.0,2.0,0.0,,12.0,1.0
113,09,01,2,3.0,2.0,0.0,,12.0,2.0
113,09,07,0,,,,,,
113,09,07,1,1.0,2.0,0.0,,3.0,1.0
113,09,07,2,1.0,2.0,0.0,,20.0,1.0
113,09,13,1,1.0,2.0,0.0,,2.0,1.0
113,09,13,2,1.0,2.0,0.0,,7.0,1.0
113,09,13,3,1.0,2.0,0.0,,5.0,1.0
113,09,19,0,,,,,,
113,09,19,1,1.0,2.0,1.0,4.0,1.0,1.0
113,09,19,2,1.0,2.0,1.0,4.0,12.0,1.0
113,09,29,1,1.0,2.0,1.0,0.0,5.0,1.0
113,09,29,2,3.0,2.0,0.0,,5.0,2.0
113,09,29,3,1.0,2.0,1.0,0.0,17.0,1.0
113,09,35,0,,,,,,
113,09,35,1,1.0,2.0,4.0,0.0,6.0,1.0
113,09,35,2,1.0,2.0,0.0,,10.0,1.0
113,11,03,0,,,,,,
113,11,03,1,1.0,2.0,0.0,,5.0,1.0
113,11,03,2,3.0,2.0,0.0,,0.0,1.0
113,11,05,1,1.0,2.0,0.0,,1.0,1.0
113,11,05,2,3.0,2.0,0.0,,0.5,1.0
113,11,05,3,6.0,2.0,0.0,,1.0,2.0
113,11,11,0,,,,,,
113,11,11,1,1.0,2.0,0.0,,3.0,1.0
113,11,17,0,,,,,,
113,11,17,1,1.0,2.0,0.0,,10.0,1.0
113,11,25,1,6.0,2.0,0.0,,1.0,1.0
113,11,25,2,3.0,2.0,0.0,,6.0,2.0
113,11,25,3,6.0,2.0,0.0,,12.0,2.0
113,11,35,1,6.0,2.0,0.0,,1.0,1.0
113,11,35,2,3.0,2.0,0.0,,0.0,1.0
113,11,35,3,6.0,2.0,0.0,,23.0,2.0
113,11,37,1,6.0,2.0,0.0,,0.5,1.0
113,11,37,2,3.0,2.0,0.0,,3.0,2.0
113,11,37,3,6.0,2.0,0.0,,10.0,1.0
113,13,01,0,,,,,,
113,13,01,1,1.0,1.0,2.0,4.0,2.0,1.0
113,13,15,0,,,,,,
113,13,15,1,1.0,2.0,1.0,4.0,0.2,1.0
113,13,15,2,3.0,2.0,0.0,,1.0,1.0
113,13,23,0,,,,,,
113,13,23,1,1.0,2.0,1.0,0.0,2.0,1.0
113,13,33,1,1.0,1.0,2.0,4.0,1.0,1.0
113,13,33,2,3.0,2.0,0.0,,0.0,1.0
113,13,33,3,9.0,9.0,,,-1.0,9.0
113,13,39,1,3.0,2.0,0.0,,0.0,1.0
113,13,39,2,1.0,2.0,1.0,4.0,5.0,1.0
113,13,39,3,9.0,9.0,,,-1.0,9.0
113,15,07,0,,,,,,
113,15,07,1,1.0,2.0,0.0,,6.0,1.0
113,15,15,0,,,,,,
113,15,15,1,1.0,2.0,0.0,,2.0,1.0
113,15,19,0,,,,,,
113,15,19,1,1.0,2.0,1.0,4.0,7.0,1.0
113,15,23,0,,,,,,
113,15,23,1,1.0,2.0,0.0,,2.0,1.0
113,15,23,2,3.0,2.0,0.0,,0.0,1.0
113,15,33,0,,,,,,
113,15,33,1,1.0,2.0,0.0,,11.0,1.0
113,15,41,1,1.0,2.0,1.0,0.0,8.0,1.0
113,15,41,2,9.0,9.0,,,-1.0,9.0
113,15,41,3,9.0,9.0,,,-1.0,9.0
113,15,43,1,1.0,2.0,5.0,0.0,0.0,1.0
113,15,43,2,9.0,9.0,,,0.0,9.0
113,15,43,3,9.0,9.0,,,0.0,9.0
113,17,07,0,,,,,,
113,17,07,1,1.0,2.0,0.0,,10.0,1.0
113,17,07,2,1.0,2.0,0.0,,0.0,1.0
113,17,13,0,,,,,,
113,17,13,1,1.0,1.0,2.0,0.0,7.0,1.0
113,17,13,2,1.0,1.0,2.0,0.0,7.0,1.0
113,17,19,0,,,,,,
113,17,19,1,1.0,1.0,2.0,0.0,3.0,1.0
113,17,25,0,,,,,,
113,17,25,1,1.0,1.0,2.0,5.0,3.0,1.0
113,17,25,2,1.0,1.0,2.0,5.0,16.0,1.0
113,17,31,0,,,,,,
113,17,31,1,1.0,2.0,0.0,,2.5,1.0
113,17,39,1,3.0,2.0,0.0,,-1.0,1.0
113,17,39,2,1.0,2.0,0.0,,8.0,1.0
113,17,39,3,3.0,2.0,0.0,,1.0,2.0
