tinh,huyen,xa,diaban,hoso,matv,m3c7,m3c8a,m3c8b,m3c9,m3c10a,m3c10b,m3c11a,m3c11b,m3c12a,m3c12b,m3c13a,m3c13b,m3c14,m3c15
115,13,39.0,6,15,4.0,H­¬ng,1.0,2.0,4.0,2.0,200.0,2.0,100.0,0.0,,,,1.0,
115,13,43.0,10,13,,,,,,,,,,,,,,,
115,13,43.0,10,14,2.0,Thµnh,1.0,10.0,4.0,1.0,250.0,,,0.0,,,,1.0,
115,13,43.0,10,14,1.0,D­ìng,1.0,4.0,3.0,1.0,170.0,,,0.0,,,,1.0,
115,13,43.0,10,15,,,,,,,,,,,,,,,
115,13,57.0,4,13,5.0,Oanh,1.0,2.0,3.0,2.0,50.0,,,0.0,,,,1.0,
115,13,57.0,4,14,2.0,S¸o,1.0,2.0,3.0,6.0,60.0,6.0,60.0,0.0,,,,1.0,
115,13,57.0,4,14,1.0,L©n,1.0,4.0,3.0,3.0,40.0,3.0,40.0,0.0,,,,1.0,
115,13,57.0,4,14,2.0,S¸o,3.0,4.0,4.0,0.0,,,,1.0,70.0,1.0,70.0,1.0,
115,13,57.0,4,14,2.0,S¸o,2.0,4.0,3.0,4.0,40.0,4.0,40.0,0.0,,,,1.0,
115,13,57.0,4,19,,,,,,,,,,,,,,,
115,13,75.0,10,13,3.0,Anh,1.0,4.0,4.0,1.0,230.0,1.0,230.0,0.0,,,,1.0,
115,13,75.0,10,14,2.0,Nhì,1.0,2.0,4.0,6.0,450.0,,,0.0,,,,1.0,
115,13,75.0,10,15,1.0,TiÕn,1.0,5.0,4.0,1.0,3100.0,,,0.0,,,,1.0,
115,13,79.0,8,13,5.0,ThÞnh,1.0,2.0,1.0,1.0,20.0,0.0,,0.0,,,,1.0,
115,13,79.0,8,15,,,,,,,,,,,,,,,
115,13,79.0,8,20,,,,,,,,,,,,,,,
115,15,13.0,15,13,2.0,MiÕn,1.0,4.0,3.0,2.0,200.0,,,0.0,,,,1.0,
115,15,13.0,15,14,,,,,,,,,,,,,,,
115,15,13.0,15,15,2.0,Th¸i,1.0,12.0,4.0,7.0,200.0,0.0,,0.0,,,,1.0,
115,15,21.0,16,14,3.0,Thu,2.0,4.0,2.0,1.0,0.0,,,0.0,,,,1.0,
115,15,21.0,16,14,3.0,Thu,3.0,2.0,2.0,1.0,0.0,,,0.0,,,,1.0,
115,15,21.0,16,14,5.0,Tïng,2.0,4.0,4.0,0.0,,,,1.0,450.0,1.0,400.0,1.0,
115,15,21.0,16,14,3.0,Thu,1.0,2.0,1.0,3.0,0.0,,,0.0,,,,1.0,
115,15,21.0,16,14,5.0,Tïng,1.0,2.0,1.0,3.0,0.0,0.0,,0.0,,,,1.0,
115,15,21.0,16,15,,,,,,,,,,,,,,,
115,15,21.0,16,19,2.0,HJ¶o,2.0,11.0,4.0,2.0,1000.0,0.0,,0.0,,,,1.0,
115,15,21.0,16,19,2.0,HJ¶o,1.0,8.0,4.0,1.0,500.0,0.0,,0.0,,,,1.0,
115,15,29.0,7,13,2.0,Dung,1.0,4.0,3.0,1.0,40.0,,,0.0,,,,1.0,
115,15,29.0,7,14,2.0,Ngoan,1.0,12.0,4.0,5.0,880.0,,,0.0,,,,1.0,
115,15,29.0,7,15,2.0,Hoµi,1.0,5.0,3.0,1.0,500.0,1.0,100.0,0.0,,,,1.0,
115,15,29.0,7,15,4.0,Chi,1.0,5.0,4.0,0.0,,,,2.0,1420.0,2.0,700.0,1.0,
115,15,39.0,12,13,1.0,My,1.0,4.0,3.0,1.0,50.0,1.0,50.0,0.0,,,,1.0,
115,15,39.0,12,13,1.0,My,2.0,5.0,3.0,3.0,200.0,3.0,150.0,0.0,,,,1.0,
115,15,39.0,12,14,1.0,Së,1.0,3.0,3.0,2.0,500.0,,,0.0,,,,1.0,
115,15,39.0,12,14,2.0,Thôc,4.0,5.0,4.0,0.0,,,,1.0,2000.0,1.0,1500.0,3.0,7.0
115,15,39.0,12,14,2.0,Thôc,2.0,3.0,4.0,1.0,100.0,1.0,100.0,0.0,,,,1.0,
115,15,39.0,12,14,2.0,Thôc,3.0,6.0,4.0,10.0,7000.0,9.0,5000.0,0.0,,,,3.0,7.0
115,15,39.0,12,14,2.0,Thôc,1.0,3.0,3.0,2.0,50.0,2.0,50.0,0.0,,,,1.0,
115,15,39.0,12,14,1.0,Së,2.0,12.0,4.0,5.0,1000.0,,,0.0,,,,1.0,
115,15,39.0,12,15,,,,,,,,,,,,,,,
115,15,49.0,13,13,2.0,T­¬m,1.0,4.0,4.0,2.0,100.0,2.0,60.0,0.0,,,,1.0,
115,15,49.0,13,14,3.0,Dung,1.0,2.0,4.0,1.0,10.0,1.0,10.0,0.0,,,,1.0,
115,15,49.0,13,14,2.0,Vãc,2.0,4.0,4.0,1.0,150.0,1.0,100.0,0.0,,,,1.0,
115,15,49.0,13,14,1.0,Th¹ch,1.0,4.0,4.0,1.0,80.0,1.0,50.0,0.0,,,,1.0,
115,15,49.0,13,14,2.0,Vãc,1.0,2.0,4.0,1.0,20.0,1.0,10.0,0.0,,,,1.0,
115,15,49.0,13,15,2.0,Phin,2.0,11.0,4.0,1.0,100.0,,,0.0,,,,1.0,
115,15,49.0,13,15,2.0,Phin,1.0,10.0,4.0,1.0,200.0,,,0.0,,,,1.0,
115,15,59.0,3,13,1.0,Chiªn,1.0,12.0,4.0,2.0,400.0,,,0.0,,,,1.0,
115,15,59.0,3,14,,,,,,,,,,,,,,,
115,15,59.0,3,20,1.0,NghÞ,1.0,4.0,4.0,0.0,,,,1.0,1500.0,1.0,1000.0,1.0,
115,15,67.0,23,14,2.0,M¬,1.0,10.0,4.0,1.0,300.0,,,0.0,,,,1.0,
115,15,67.0,23,14,2.0,M¬,2.0,11.0,4.0,1.0,350.0,,,0.0,,,,1.0,
115,15,67.0,23,15,3.0,Phóc,1.0,2.0,4.0,4.0,150.0,4.0,65.0,0.0,,,,1.0,
115,15,67.0,23,15,4.0,HËu,1.0,2.0,4.0,3.0,123.0,3.0,123.0,0.0,,,,1.0,
115,15,67.0,23,15,2.0,H¹nh,1.0,10.0,4.0,2.0,100.0,,,0.0,,,,1.0,
115,15,67.0,23,19,1.0,Nguyªn,1.0,5.0,4.0,2.0,800.0,,,2.0,500.0,,,1.0,
115,15,67.0,23,19,2.0,Ngä,1.0,4.0,4.0,5.0,895.0,,,3.0,700.0,,,1.0,
117,1,1.0,4,13,4.0,,1.0,5.0,3.0,2.0,62.0,2.0,60.0,0.0,,,,1.0,
117,1,1.0,4,13,2.0,Hîi,1.0,7.0,4.0,0.0,,,,1.0,1600.0,1.0,1000.0,1.0,
117,1,1.0,4,13,5.0,,1.0,5.0,4.0,0.0,,,,1.0,750.0,1.0,0.0,1.0,
117,1,1.0,4,13,1.0,ph­îng,1.0,7.0,3.0,2.0,72.0,2.0,70.0,0.0,,,,1.0,
117,1,1.0,4,14,5.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,,,,1.0,
117,1,1.0,4,14,2.0,,2.0,5.0,3.0,2.0,72.0,2.0,70.0,0.0,,,,1.0,
117,1,1.0,4,14,2.0,,1.0,5.0,4.0,0.0,,,,1.0,1600.0,1.0,1200.0,1.0,
117,1,1.0,4,14,6.0,,1.0,6.0,4.0,0.0,,,,1.0,5000.0,,,1.0,
117,1,1.0,4,15,1.0,Thoa,3.0,12.0,4.0,2.0,30.0,0.0,,0.0,,,,1.0,
117,1,1.0,4,15,4.0,Hµ,3.0,12.0,4.0,8.0,500.0,0.0,,0.0,,,,1.0,
117,1,1.0,4,15,1.0,Thoa,1.0,7.0,3.0,2.0,62.0,2.0,60.0,0.0,,,,1.0,
117,1,1.0,4,15,1.0,Thoa,2.0,11.0,3.0,1.0,200.0,0.0,,0.0,,,,1.0,
117,1,1.0,4,15,3.0,Thanh,2.0,12.0,4.0,4.0,200.0,0.0,,0.0,,,,1.0,
117,1,1.0,4,15,2.0,,1.0,5.0,3.0,3.0,330.0,3.0,130.0,0.0,,,,1.0,
117,1,1.0,4,15,4.0,Hµ,2.0,6.0,4.0,1.0,1000.0,0.0,,0.0,,,,1.0,
117,1,1.0,4,15,4.0,Hµ,1.0,5.0,4.0,0.0,,,,1.0,800.0,1.0,700.0,1.0,
117,1,1.0,4,15,3.0,Thanh,1.0,6.0,4.0,1.0,2000.0,0.0,,0.0,,,,3.0,3.0
117,1,7.0,20,13,2.0,,1.0,13.0,4.0,4.0,3000.0,0.0,,0.0,,,,1.0,
117,1,7.0,20,15,2.0,,1.0,13.0,3.0,1.0,70.0,0.0,,0.0,,,,1.0,
117,1,7.0,20,20,,,,,,,,,,,,,,,
117,1,11.0,8,13,2.0,,1.0,6.0,3.0,1.0,650.0,1.0,500.0,0.0,,,,1.0,
117,1,11.0,8,14,1.0,minh,1.0,12.0,4.0,12.0,420.0,,,0.0,,,,1.0,
117,1,11.0,8,14,3.0,,1.0,12.0,4.0,3.0,90.0,0.0,,0.0,,,,1.0,
117,1,11.0,8,14,2.0,tr©m,1.0,12.0,4.0,4.0,120.0,,,0.0,,,,1.0,
117,1,11.0,8,14,4.0,,1.0,12.0,4.0,4.0,100.0,0.0,,0.0,,,,1.0,
117,1,11.0,8,15,5.0,,2.0,10.0,2.0,4.0,350.0,,,0.0,,,,1.0,
117,1,11.0,8,15,5.0,,3.0,5.0,2.0,0.0,,,,1.0,2000.0,,,1.0,
117,1,11.0,8,15,5.0,,1.0,2.0,1.0,2.0,2.0,,,0.0,,,,1.0,
117,1,11.0,8,15,1.0,hoµ,2.0,5.0,4.0,1.0,300.0,,,0.0,,,,1.0,
117,1,11.0,8,15,6.0,,2.0,2.0,1.0,2.0,2.0,0.0,,0.0,,,,1.0,
117,1,11.0,8,15,6.0,,1.0,5.0,3.0,1.0,60.0,1.0,60.0,0.0,,,,1.0,
117,1,11.0,8,15,1.0,hoµ,1.0,7.0,4.0,0.0,,,,1.0,2500.0,,,1.0,
117,1,25.0,10,13,2.0,,1.0,5.0,4.0,0.0,,,,1.0,500.0,1.0,500.0,1.0,
117,1,25.0,10,13,2.0,,3.0,12.0,3.0,3.0,0.0,0.0,,0.0,,,,1.0,
117,1,25.0,10,13,3.0,,2.0,2.0,3.0,12.0,366.0,1.0,336.0,0.0,,,,1.0,
117,1,25.0,10,13,1.0,chu,1.0,2.0,3.0,5.0,148.0,1.0,130.0,0.0,,,,1.0,
117,1,25.0,10,13,2.0,,2.0,2.0,3.0,6.0,20.0,0.0,,0.0,,,,1.0,
117,1,25.0,10,13,3.0,,1.0,5.0,4.0,1.0,140.0,1.0,110.0,0.0,,,,1.0,
117,1,25.0,10,15,5.0,,1.0,12.0,3.0,1.0,35.0,0.0,,0.0,,,,1.0,
117,1,25.0,10,15,2.0,,1.0,12.0,4.0,3.0,310.0,,,0.0,,,,1.0,
117,1,25.0,10,15,1.0,hiÖp,1.0,12.0,4.0,2.0,150.0,,,0.0,,,,1.0,
117,1,25.0,10,19,3.0,,1.0,12.0,4.0,1.0,40.0,0.0,,0.0,,,,1.0,
117,1,25.0,10,19,5.0,,2.0,2.0,3.0,1.0,0.0,,,0.0,,,,1.0,
117,1,25.0,10,19,4.0,,1.0,12.0,4.0,1.0,40.0,0.0,,0.0,,,,1.0,
117,1,25.0,10,19,5.0,,1.0,5.0,4.0,0.0,,,,1.0,1100.0,,,1.0,
117,1,25.0,10,19,5.0,,3.0,12.0,4.0,4.0,500.0,,,0.0,,,,1.0,
117,1,25.0,10,19,1.0,l¸u,1.0,12.0,4.0,1.0,50.0,,,0.0,,,,1.0,
117,3,1.0,11,13,,,,,,,,,,,,,,,
117,3,1.0,11,15,,,,,,,,,,,,,,,
117,3,1.0,11,19,2.0,Ba,1.0,4.0,3.0,3.0,66.0,3.0,60.0,0.0,,,,1.0,
117,3,5.0,18,13,2.0,,1.0,4.0,4.0,0.0,,,,1.0,450.0,1.0,210.0,1.0,
117,3,5.0,18,13,2.0,,2.0,10.0,4.0,1.0,300.0,0.0,,0.0,,,,1.0,
117,3,5.0,18,14,3.0,,2.0,6.0,3.0,1.0,740.0,0.0,,0.0,,,,1.0,
117,3,5.0,18,14,3.0,,1.0,4.0,3.0,1.0,26.0,0.0,,0.0,,,,1.0,
117,3,5.0,18,15,3.0,h­¬ng,1.0,4.0,4.0,0.0,,,,1.0,670.0,0.0,,1.0,
117,3,9.0,11,13,,,,,,,,,,,,,,,
117,3,9.0,11,14,2.0,Lan,1.0,5.0,4.0,0.0,,,,1.0,4050.0,,,1.0,
117,3,9.0,11,14,4.0,Ph­¬ng,1.0,8.0,4.0,1.0,210.0,0.0,,0.0,,,,1.0,
117,3,9.0,11,14,1.0,Long,1.0,5.0,3.0,1.0,360.0,,,0.0,,,,1.0,
117,3,9.0,11,15,1.0,Ch©u,1.0,4.0,3.0,3.0,75.0,0.0,,0.0,,,,1.0,
117,3,9.0,11,15,2.0,Xu©n,1.0,10.0,3.0,2.0,900.0,,,0.0,,,,1.0,
117,5,7.0,11,13,1.0,Niªn,1.0,2.0,3.0,1.0,18.0,1.0,16.0,0.0,,,,1.0,
117,5,7.0,11,13,2.0,Huy,1.0,4.0,4.0,1.0,54.0,1.0,30.0,0.0,,,,1.0,
117,5,7.0,11,14,1.0,V­¬ng,1.0,10.0,3.0,1.0,500.0,0.0,,0.0,,,,1.0,
117,5,7.0,11,14,4.0,Anh,1.0,12.0,4.0,1.0,80.0,0.0,,0.0,,,,1.0,
117,5,7.0,11,14,2.0,Th¾m,1.0,4.0,3.0,1.0,60.0,0.0,,0.0,,,,1.0,
117,5,7.0,11,14,2.0,Th¾m,2.0,11.0,4.0,1.0,30.0,0.0,,0.0,,,,1.0,
117,5,7.0,11,14,1.0,V­¬ng,2.0,13.0,4.0,4.0,150.0,0.0,,0.0,,,,1.0,
117,5,7.0,11,15,2.0,DiÖc,2.0,4.0,3.0,1.0,28.0,0.0,,0.0,,,,1.0,
117,5,7.0,11,15,2.0,DiÖc,1.0,2.0,3.0,1.0,22.0,0.0,,0.0,,,,1.0,
117,5,7.0,11,15,1.0,H÷u,1.0,12.0,4.0,4.0,140.0,0.0,,0.0,,,,1.0,
117,5,15.0,10,13,5.0,Ph­îng,1.0,4.0,3.0,1.0,10.0,0.0,,0.0,,,,1.0,
117,5,15.0,10,14,2.0,,1.0,12.0,4.0,1.0,300.0,,,0.0,,,,1.0,
117,5,15.0,10,15,,,,,,,,,,,,,,,
117,5,25.0,4,13,1.0,,1.0,3.0,3.0,3.0,85.0,3.0,45.0,0.0,,,,1.0,
117,5,25.0,4,14,1.0,,1.0,11.0,4.0,2.0,165.0,0.0,,0.0,,,,1.0,
117,5,25.0,4,15,1.0,,2.0,12.0,4.0,3.0,300.0,0.0,,0.0,,,,1.0,
117,5,25.0,4,15,1.0,,1.0,2.0,4.0,12.0,1500.0,12.0,300.0,0.0,,,,1.0,
117,5,33.0,5,13,6.0,Tr©m,1.0,12.0,4.0,12.0,3000.0,,,0.0,,,,1.0,
117,5,33.0,5,13,1.0,§Õ,1.0,4.0,4.0,0.0,,,,1.0,500.0,1.0,280.0,1.0,
117,5,33.0,5,13,3.0,Th¹ch,1.0,12.0,3.0,3.0,40.0,,,0.0,,,,1.0,
117,5,33.0,5,13,2.0,Th¾m,1.0,12.0,4.0,6.0,600.0,,,0.0,,,,1.0,
117,5,33.0,5,14,6.0,Hai,1.0,2.0,4.0,1.0,35.0,1.0,35.0,0.0,,,,1.0,
117,5,33.0,5,14,1.0,M¸y,1.0,12.0,4.0,3.0,450.0,,,0.0,,,,1.0,
117,5,33.0,5,15,1.0,Th¾ng,1.0,2.0,3.0,3.0,66.0,3.0,60.0,0.0,,,,1.0,
117,5,33.0,5,15,2.0,ChØ,2.0,4.0,4.0,12.0,320.0,12.0,300.0,0.0,,,,1.0,
117,5,33.0,5,15,1.0,Th¾ng,2.0,4.0,3.0,2.0,106.0,2.0,100.0,0.0,,,,1.0,
117,5,33.0,5,15,2.0,ChØ,1.0,2.0,3.0,3.0,68.0,3.0,60.0,0.0,,,,1.0,
117,5,43.0,11,14,6.0,ThÞnh,3.0,6.0,4.0,3.0,1500.0,0.0,,0.0,,,,1.0,
117,5,43.0,11,14,6.0,ThÞnh,1.0,4.0,3.0,1.0,250.0,1.0,200.0,0.0,,,,1.0,
117,5,43.0,11,14,2.0,sinh,1.0,2.0,4.0,1.0,35.0,1.0,35.0,0.0,,,,1.0,
117,5,43.0,11,14,6.0,ThÞnh,2.0,5.0,3.0,1.0,400.0,0.0,,0.0,,,,1.0,
117,5,43.0,11,15,2.0,son,1.0,2.0,4.0,3.0,75.0,3.0,73.0,0.0,,,,1.0,
117,5,43.0,11,15,1.0,len,1.0,2.0,4.0,2.0,54.0,2.0,54.0,0.0,,,,1.0,
117,5,43.0,11,15,3.0,LÎ,1.0,2.0,4.0,2.0,35.0,2.0,35.0,0.0,,,,1.0,
117,5,43.0,11,20,1.0,S¸ng,1.0,2.0,4.0,1.0,35.0,1.0,35.0,0.0,,,,1.0,
117,5,43.0,11,20,7.0,m¹nh,1.0,2.0,4.0,1.0,26.0,1.0,26.0,0.0,,,,1.0,
117,5,43.0,11,20,1.0,S¸ng,2.0,11.0,4.0,3.0,65.0,0.0,,0.0,,,,1.0,
117,5,51.0,8,13,2.0,,2.0,11.0,4.0,1.0,80.0,,,0.0,,,,1.0,
117,5,51.0,8,13,4.0,,1.0,3.0,4.0,0.0,,,,1.0,300.0,,,1.0,
117,5,51.0,8,13,2.0,,3.0,9.0,4.0,0.0,,,,1.0,135.0,,,1.0,
117,5,51.0,8,13,2.0,,1.0,3.0,3.0,2.0,140.0,,,0.0,,,,1.0,
117,5,51.0,8,13,1.0,líi,1.0,7.0,4.0,0.0,,,,1.0,1000.0,,,1.0,
117,5,51.0,8,14,1.0,vinh,1.0,7.0,4.0,0.0,,,,1.0,3500.0,,,2.0,1.0
117,5,51.0,8,15,1.0,mÕn,1.0,2.0,4.0,8.0,125.0,5.0,75.0,0.0,,,,1.0,
117,5,51.0,8,15,3.0,,1.0,4.0,4.0,1.0,75.0,1.0,30.0,0.0,,,,1.0,
117,7,5.0,12,13,,,,,,,,,,,,,,,
117,7,5.0,12,14,1.0,NG«m,1.0,12.0,4.0,3.0,90.0,0.0,,0.0,,,,1.0,
117,7,5.0,12,14,2.0,ngõng,1.0,12.0,4.0,3.0,90.0,,,0.0,,,,1.0,
117,7,5.0,12,15,,,,,,,,,,,,,,,
117,7,11.0,13,13,2.0,,1.0,5.0,4.0,1.0,80.0,,,0.0,,,,1.0,
117,7,11.0,13,14,3.0,Ph­¬ng,1.0,12.0,4.0,3.0,210.0,0.0,,0.0,,,,1.0,
117,7,11.0,13,14,5.0,,1.0,12.0,4.0,12.0,360.0,0.0,,0.0,,,,2.0,1.0
117,7,11.0,13,14,4.0,H­êng,1.0,4.0,4.0,0.0,,,,1.0,300.0,1.0,150.0,1.0,
117,7,11.0,13,14,4.0,H­êng,2.0,12.0,4.0,5.0,200.0,0.0,,0.0,,,,2.0,1.0
117,7,11.0,13,15,4.0,,1.0,4.0,4.0,0.0,,,,1.0,3000.0,1.0,600.0,1.0,
117,7,19.0,12,13,1.0,Khang,2.0,12.0,4.0,3.0,220.0,,,0.0,,,,1.0,
117,7,19.0,12,13,1.0,Khang,1.0,5.0,4.0,0.0,,,,1.0,1700.0,,,1.0,
117,7,19.0,12,13,5.0,Khiªm,1.0,5.0,4.0,0.0,,,,1.0,3000.0,,,1.0,
117,7,19.0,12,14,2.0,Cam,1.0,12.0,4.0,1.0,30.0,,,0.0,,,,1.0,
117,7,19.0,12,14,4.0,Th¶o,1.0,4.0,3.0,1.0,45.0,1.0,45.0,0.0,,,,1.0,
117,7,19.0,12,14,4.0,Th¶o,2.0,5.0,3.0,1.0,100.0,1.0,60.0,0.0,,,,1.0,
117,7,19.0,12,15,1.0,TØnh,1.0,12.0,4.0,2.0,120.0,0.0,,0.0,,,,1.0,
117,7,19.0,12,15,2.0,Hoa,1.0,12.0,4.0,2.0,1200.0,0.0,,0.0,,,,1.0,
117,7,25.0,5,13,1.0,TiÖu,1.0,6.0,4.0,0.0,,,,1.0,1000.0,,,2.0,1.0
117,7,25.0,5,13,3.0,h­ng,1.0,10.0,3.0,1.0,500.0,,,0.0,,,,1.0,
117,7,25.0,5,14,5.0,,2.0,5.0,4.0,0.0,,,,1.0,1200.0,1.0,100.0,1.0,
117,7,25.0,5,14,5.0,,1.0,6.0,3.0,1.0,700.0,0.0,,0.0,,,,1.0,
117,7,25.0,5,15,2.0,thµnh,1.0,2.0,4.0,2.0,200.0,,,0.0,,,,1.0,
117,7,31.0,16,14,2.0,®¹t,1.0,4.0,3.0,24.0,1080.0,24.0,600.0,0.0,,,,1.0,
117,7,31.0,16,15,,,,,,,,,,,,,,,
117,7,31.0,16,19,1.0,t×nh,2.0,12.0,4.0,5.0,150.0,0.0,,0.0,,,,1.0,
117,7,31.0,16,19,2.0,ph­îng,2.0,5.0,3.0,1.0,690.0,,,0.0,,,,1.0,
117,7,31.0,16,19,1.0,t×nh,1.0,11.0,4.0,1.0,300.0,0.0,,0.0,,,,1.0,
117,7,31.0,16,19,2.0,ph­îng,1.0,11.0,4.0,2.0,400.0,,,0.0,,,,1.0,
117,7,41.0,6,13,6.0,H¶i,1.0,12.0,4.0,1.0,400.0,,,0.0,,,,1.0,
117,7,41.0,6,13,5.0,B¸ch,1.0,10.0,4.0,1.0,100.0,0.0,,0.0,,,,1.0,
117,7,41.0,6,13,1.0,Kh«i,1.0,10.0,4.0,1.0,130.0,,,0.0,,,,1.0,
117,7,41.0,6,14,,,,,,,,,,,,,,,
117,7,41.0,6,15,2.0,Dung,2.0,4.0,4.0,0.0,,,,1.0,800.0,,,2.0,3.0
117,7,41.0,6,15,2.0,Dung,1.0,10.0,1.0,4.0,660.0,,,0.0,,,,1.0,
117,7,41.0,6,15,6.0,Anh,1.0,5.0,4.0,0.0,,,,1.0,700.0,,,2.0,3.0
117,9,5.0,16,13,,,,,,,,,,,,,,,
117,9,5.0,16,14,3.0,,2.0,9.0,4.0,3.0,350.0,0.0,,0.0,,,,1.0,
117,9,5.0,16,14,3.0,,1.0,7.0,4.0,1.0,400.0,0.0,,0.0,,,,1.0,
117,9,5.0,16,14,4.0,,1.0,7.0,4.0,1.0,400.0,,,0.0,,,,1.0,
117,9,5.0,16,14,2.0,,2.0,12.0,4.0,11.0,2000.0,,,0.0,,,,1.0,
117,9,5.0,16,14,4.0,,2.0,12.0,4.0,30.0,500.0,,,0.0,,,,1.0,
117,9,5.0,16,14,2.0,,1.0,5.0,4.0,2.0,100.0,,,0.0,,,,1.0,
117,9,5.0,16,15,,,,,,,,,,,,,,,
117,9,11.0,9,13,,,,,,,,,,,,,,,
117,9,11.0,9,14,4.0,th¶o,1.0,12.0,4.0,1.0,250.0,0.0,,0.0,,,,1.0,
117,9,11.0,9,15,2.0,,1.0,12.0,4.0,1.0,150.0,0.0,,0.0,,,,1.0,
117,9,11.0,9,15,2.0,,2.0,12.0,3.0,2.0,100.0,0.0,,0.0,,,,1.0,
117,9,11.0,9,15,3.0,nga,1.0,5.0,4.0,0.0,,,,1.0,4000.0,1.0,1000.0,1.0,
117,9,15.0,3,13,1.0,thµnh,1.0,5.0,4.0,0.0,,,,1.0,300.0,1.0,220.0,1.0,
117,9,15.0,3,13,1.0,thµnh,2.0,5.0,3.0,1.0,320.0,1.0,20.0,0.0,,,,1.0,
117,9,15.0,3,14,1.0,,1.0,5.0,4.0,0.0,,,,2.0,3214.0,2.0,1755.0,1.0,
117,9,15.0,3,14,1.0,,2.0,7.0,4.0,0.0,,,,1.0,588.0,1.0,388.0,1.0,
117,9,15.0,3,15,6.0,,1.0,7.0,4.0,0.0,,,,1.0,570.0,1.0,275.0,1.0,
117,9,29.0,5,13,1.0,,2.0,5.0,3.0,5.0,470.0,5.0,190.0,0.0,,,,1.0,
117,9,29.0,5,13,1.0,,1.0,7.0,3.0,2.0,200.0,2.0,95.0,0.0,,,,1.0,
117,9,29.0,5,14,,,,,,,,,,,,,,,
117,9,29.0,5,15,2.0,,1.0,7.0,4.0,1.0,205.0,,,1.0,4500.0,,,1.0,
117,11,4.0,5,13,3.0,Väng,1.0,2.0,3.0,1.0,20.0,,,0.0,,,,1.0,
117,11,4.0,5,13,2.0,NguyÖn,1.0,2.0,3.0,1.0,20.0,,,0.0,,,,1.0,
117,11,4.0,5,14,1.0,ChÝnh,1.0,2.0,4.0,1.0,270.0,,,0.0,,,,1.0,
117,11,4.0,5,14,2.0,NhÉn,1.0,3.0,4.0,0.0,,,,1.0,520.0,,,1.0,
117,11,4.0,5,15,2.0,ThuËn,1.0,2.0,3.0,2.0,200.0,,,0.0,,,,1.0,
117,11,4.0,5,15,1.0,Sö,1.0,2.0,4.0,2.0,100.0,0.0,,2.0,200.0,0.0,,1.0,
117,11,9.0,17,14,,,,,,,,,,,,,,,
117,11,9.0,17,15,,,,,,,,,,,,,,,
117,11,9.0,17,19,,,,,,,,,,,,,,,
117,11,15.0,5,13,,,,,,,,,,,,,,,
117,11,15.0,5,14,,,,,,,,,,,,,,,
117,11,15.0,5,15,,,,,,,,,,,,,,,
117,11,19.0,21,13,4.0,Th¶o,1.0,5.0,3.0,1.0,300.0,0.0,,0.0,,,,1.0,
117,11,19.0,21,14,2.0,®Þnh,1.0,2.0,4.0,2.0,60.0,0.0,,0.0,,,,1.0,
117,11,19.0,21,14,1.0,Ngä,1.0,3.0,3.0,7.0,77.0,7.0,70.0,0.0,,,,1.0,
117,11,19.0,21,14,3.0,HiÒn,1.0,3.0,3.0,2.0,22.0,2.0,20.0,0.0,,,,1.0,
117,11,19.0,21,14,5.0,NghÜa,1.0,3.0,3.0,2.0,12.0,2.0,10.0,0.0,,,,1.0,
117,11,19.0,21,14,4.0,DuyÕn,1.0,3.0,3.0,2.0,22.0,2.0,20.0,0.0,,,,1.0,
117,11,19.0,21,14,5.0,NghÜa,2.0,2.0,4.0,4.0,20.0,4.0,20.0,0.0,,,,1.0,
117,11,19.0,21,15,1.0,Mü,1.0,3.0,3.0,6.0,142.0,6.0,120.0,0.0,,,,1.0,
117,11,19.0,21,15,2.0,LÖch,1.0,3.0,3.0,3.0,70.0,3.0,60.0,0.0,,,,1.0,
117,11,23.0,16,13,1.0,Qu¶ng,1.0,4.0,3.0,1.0,450.0,1.0,180.0,0.0,,,,1.0,
117,11,23.0,16,14,3.0,HiÒn,1.0,4.0,4.0,0.0,,,,1.0,750.0,0.0,,1.0,
117,11,23.0,16,15,4.0,ph­¬ng,1.0,2.0,1.0,2.0,40.0,2.0,30.0,0.0,,,,1.0,
117,11,29.0,9,13,2.0,,1.0,4.0,2.0,0.0,,,,1.0,2400.0,1.0,400.0,1.0,
117,11,29.0,9,14,2.0,,1.0,12.0,3.0,1.0,100.0,,,0.0,,,,1.0,
117,11,29.0,9,14,1.0,,1.0,2.0,3.0,1.0,70.0,,,0.0,,,,1.0,
117,11,29.0,9,15,1.0,chung,1.0,12.0,4.0,1.0,70.0,,,0.0,,,,1.0,
117,11,29.0,9,15,3.0,nhung,1.0,12.0,4.0,1.0,120.0,0.0,,0.0,,,,1.0,
117,11,29.0,9,15,2.0,,1.0,5.0,4.0,1.0,230.0,,,0.0,,,,1.0,
117,13,5.0,4,13,1.0,H¹nh,1.0,12.0,4.0,2.0,300.0,0.0,,0.0,,,,1.0,
117,13,5.0,4,13,1.0,H¹nh,2.0,10.0,3.0,1.0,220.0,0.0,,0.0,,,,1.0,
117,13,5.0,4,14,2.0,,1.0,6.0,3.0,2.0,2100.0,0.0,,0.0,,,,1.0,
117,13,5.0,4,14,2.0,,2.0,5.0,3.0,1.0,65.0,0.0,,0.0,,,,1.0,
