tinh,huyen,xa,diaban,hoso,m4b22ma,m4b22c7,m4b22c8,m4b22c9,m4b22c10,m4b22c11,m4b22c12,m4b22c13,m4b22c14,m4b22c15,m4b22c16,m4b22c17,m4b22c18
401,21,45.0,15,15,1.0,414.0,745.0,9.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,1490.0
401,21,45.0,15,15,5.0,92.0,437.0,14.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,46.0,709.0
401,21,45.0,15,15,10.0,37.0,69.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,133.0
401,23,23.0,3,13,5.0,51.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0
401,23,23.0,3,13,1.0,163.0,521.0,0.0,31.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,741.0
401,23,23.0,3,14,5.0,71.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,643.0
401,23,23.0,3,14,1.0,112.0,593.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,741.0
401,23,23.0,3,19,,,,,,,,,,,,,
401,25,9.0,8,13,,,,,,,,,,,,,
401,25,9.0,8,14,10.0,37.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0
401,25,9.0,8,15,,,,,,,,,,,,,
401,27,7.0,5,13,5.0,414.0,276.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,717.0
401,27,7.0,5,13,1.0,736.0,1068.0,9.0,74.0,46.0,0.0,0.0,0.0,0.0,0.0,28.0,1961.0
401,27,7.0,5,13,10.0,230.0,506.0,14.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,796.0
401,27,7.0,5,14,5.0,920.0,782.0,92.0,46.0,18.0,0.0,0.0,0.0,0.0,0.0,37.0,1895.0
401,27,7.0,5,14,1.0,1288.0,4774.0,14.0,138.0,46.0,0.0,0.0,0.0,0.0,0.0,46.0,6306.0
401,27,7.0,5,14,10.0,184.0,644.0,28.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,920.0
401,27,7.0,5,14,6.0,92.0,248.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,358.0
401,27,7.0,5,15,10.0,92.0,552.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,680.0
401,27,7.0,5,15,5.0,184.0,134.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,354.0
401,27,23.0,11,13,6.0,184.0,414.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,630.0
401,27,23.0,11,13,1.0,1840.0,1932.0,9.0,230.0,74.0,0.0,0.0,0.0,0.0,0.0,55.0,4140.0
401,27,23.0,11,13,5.0,166.0,356.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,559.0
401,27,23.0,11,13,10.0,166.0,414.0,18.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,662.0
401,27,23.0,11,14,10.0,138.0,828.0,9.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1039.0
401,27,23.0,11,14,6.0,147.0,285.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,482.0
401,27,23.0,11,14,5.0,239.0,324.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,608.0
401,27,23.0,11,15,5.0,368.0,294.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,694.0
401,27,23.0,11,15,1.0,828.0,2975.0,14.0,92.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0,3983.0
401,27,23.0,11,15,10.0,175.0,515.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,736.0
401,29,9.0,4,13,,,,,,,,,,,,,
401,29,9.0,4,14,1.0,41.0,3397.0,31.0,82.0,115.0,0.0,0.0,0.0,0.0,0.0,41.0,3707.0
401,29,9.0,4,14,5.0,82.0,253.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,367.0
401,29,9.0,4,15,5.0,110.0,322.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,470.0
401,29,9.0,4,15,6.0,49.0,194.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,263.0
401,29,9.0,4,15,1.0,92.0,9780.0,176.0,239.0,55.0,0.0,0.0,0.0,0.0,0.0,110.0,10452.0
401,29,23.0,5,13,5.0,204.0,1021.0,31.0,31.0,41.0,0.0,0.0,0.0,0.0,0.0,6.0,1334.0
401,29,23.0,5,14,5.0,230.0,1040.0,14.0,14.0,92.0,0.0,0.0,0.0,0.0,0.0,18.0,1408.0
401,29,23.0,5,15,5.0,184.0,147.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,363.0
401,29,23.0,5,15,10.0,184.0,276.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,492.0
401,31,5.0,10,13,10.0,61.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,167.0
401,31,5.0,10,13,5.0,82.0,122.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,255.0
401,31,5.0,10,14,5.0,87.0,102.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,229.0
401,31,5.0,10,15,1.0,0.0,2760.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,2962.0
401,31,5.0,10,15,5.0,110.0,138.0,32.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,344.0
401,31,25.0,3,13,5.0,28.0,377.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,444.0
401,31,25.0,3,14,6.0,46.0,1319.0,46.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1438.0
401,31,25.0,3,14,5.0,184.0,4370.0,276.0,92.0,460.0,0.0,0.0,0.0,0.0,0.0,46.0,5428.0
401,31,25.0,3,15,5.0,92.0,552.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,699.0
401,31,39.0,8,13,5.0,41.0,398.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0
401,31,39.0,8,13,1.0,2329.0,2775.0,61.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,5420.0
401,31,39.0,8,14,6.0,193.0,262.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,531.0
401,31,39.0,8,14,5.0,37.0,333.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,480.0
401,31,39.0,8,15,5.0,92.0,547.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0
401,33,7.0,2,13,10.0,64.0,110.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,188.0
401,33,7.0,2,14,10.0,41.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,101.0
401,33,7.0,2,14,5.0,552.0,1287.0,55.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,2009.0
401,33,7.0,2,14,1.0,0.0,3850.0,322.0,543.0,837.0,0.0,0.0,0.0,0.0,0.0,340.0,5892.0
401,33,7.0,2,15,1.0,391.0,1150.0,46.0,350.0,161.0,0.0,0.0,0.0,0.0,0.0,74.0,2172.0
401,33,7.0,2,15,5.0,230.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,575.0
401,33,11.0,5,13,5.0,230.0,368.0,28.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,658.0
401,33,11.0,5,14,5.0,598.0,1858.0,92.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,2704.0
401,33,11.0,5,14,10.0,60.0,55.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,143.0
401,33,11.0,5,15,5.0,377.0,1058.0,46.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1545.0
401,33,11.0,5,15,10.0,46.0,64.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,134.0
401,33,25.0,6,13,1.0,0.0,12420.0,92.0,294.0,1012.0,0.0,0.0,0.0,0.0,0.0,138.0,13956.0
401,33,25.0,6,13,5.0,115.0,488.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,658.0
401,33,25.0,6,19,10.0,44.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,97.0
401,33,25.0,6,19,1.0,1132.0,6371.0,92.0,92.0,1012.0,0.0,0.0,0.0,598.0,0.0,140.0,9437.0
401,33,25.0,6,19,5.0,138.0,289.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,464.0
401,33,25.0,6,23,5.0,170.0,340.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,547.0
401,33,25.0,6,23,2.0,0.0,1003.0,46.0,46.0,662.0,0.0,0.0,0.0,0.0,0.0,46.0,1803.0
401,33,25.0,6,23,10.0,63.0,110.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,227.0
401,33,39.0,9,13,6.0,64.0,147.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,225.0
401,33,39.0,9,13,7.0,55.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,115.0
401,33,39.0,9,13,5.0,147.0,478.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,671.0
401,33,39.0,9,14,5.0,177.0,202.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,430.0
401,33,39.0,9,15,5.0,92.0,317.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,445.0
401,33,39.0,9,15,6.0,46.0,138.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,198.0
401,33,39.0,9,15,10.0,37.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,60.0
401,33,39.0,9,15,1.0,230.0,1472.0,9.0,74.0,55.0,0.0,0.0,0.0,0.0,0.0,46.0,1886.0
401,33,53.0,6,13,1.0,414.0,883.0,23.0,212.0,161.0,0.0,0.0,0.0,0.0,0.0,78.0,1771.0
401,33,53.0,6,13,5.0,138.0,607.0,28.0,46.0,55.0,0.0,0.0,0.0,0.0,0.0,41.0,915.0
401,33,53.0,6,13,6.0,156.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,572.0
401,33,53.0,6,14,5.0,129.0,373.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,552.0
401,33,53.0,6,14,10.0,46.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,203.0
401,33,53.0,6,15,6.0,138.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,572.0
401,33,53.0,6,15,10.0,64.0,78.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,169.0
401,33,53.0,6,15,5.0,156.0,598.0,0.0,37.0,46.0,0.0,0.0,0.0,0.0,0.0,43.0,880.0
401,33,53.0,6,15,1.0,616.0,2553.0,46.0,271.0,184.0,0.0,0.0,0.0,359.0,0.0,110.0,4139.0
401,35,15.0,14,13,5.0,110.0,382.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,537.0
401,35,15.0,14,13,2.0,0.0,920.0,18.0,14.0,202.0,0.0,0.0,0.0,0.0,0.0,28.0,1182.0
401,35,15.0,14,13,1.0,10488.0,64.0,129.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,74.0,11059.0
401,35,15.0,14,14,5.0,119.0,812.0,69.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,1212.0
401,35,15.0,14,14,6.0,62.0,92.0,18.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,216.0
401,35,15.0,14,15,1.0,1987.0,1610.0,230.0,110.0,92.0,0.0,0.0,0.0,0.0,0.0,156.0,4185.0
401,35,15.0,14,15,5.0,423.0,708.0,74.0,55.0,46.0,0.0,0.0,0.0,0.0,0.0,74.0,1380.0
401,35,31.0,6,13,5.0,184.0,478.0,9.0,37.0,46.0,0.0,0.0,0.0,0.0,0.0,37.0,791.0
401,35,31.0,6,13,1.0,331.0,1398.0,28.0,74.0,92.0,0.0,0.0,0.0,0.0,0.0,55.0,1978.0
401,35,31.0,6,13,6.0,46.0,92.0,9.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,18.0,202.0
401,35,31.0,6,14,5.0,184.0,204.0,16.0,31.0,71.0,0.0,0.0,0.0,0.0,0.0,20.0,526.0
401,35,31.0,6,15,2.0,129.0,1486.0,14.0,87.0,51.0,0.0,0.0,0.0,0.0,0.0,166.0,1933.0
401,35,31.0,6,15,5.0,108.0,684.0,7.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,888.0
401,35,43.0,4,13,2.0,2760.0,736.0,90.0,36.0,110.0,0.0,0.0,0.0,0.0,0.0,118.0,3850.0
401,35,43.0,4,13,5.0,110.0,368.0,14.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,598.0
401,35,43.0,4,14,1.0,110.0,1592.0,46.0,129.0,92.0,0.0,0.0,0.0,0.0,0.0,156.0,2125.0
401,35,43.0,4,19,6.0,22.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,74.0
401,35,43.0,4,19,5.0,18.0,810.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,852.0
401,35,57.0,6,13,5.0,97.0,672.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,901.0
401,35,57.0,6,13,10.0,46.0,56.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,115.0
401,35,57.0,6,14,5.0,166.0,460.0,9.0,32.0,110.0,0.0,0.0,0.0,0.0,0.0,23.0,800.0
401,35,57.0,6,14,6.0,276.0,800.0,28.0,46.0,138.0,0.0,0.0,0.0,0.0,0.0,46.0,1334.0
401,35,57.0,6,15,5.0,147.0,534.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,724.0
401,35,57.0,6,15,6.0,74.0,261.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,357.0
401,37,1.0,1,13,,,,,,,,,,,,,
401,37,1.0,1,14,,,,,,,,,,,,,
401,37,1.0,1,15,,,,,,,,,,,,,
401,37,19.0,7,13,5.0,184.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,593.0
401,37,19.0,7,13,1.0,1634.0,3998.0,16.0,531.0,214.0,0.0,0.0,0.0,0.0,0.0,41.0,6434.0
401,37,19.0,7,14,5.0,350.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,921.0
401,37,19.0,7,14,6.0,156.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,432.0
401,37,19.0,7,14,1.0,1840.0,4991.0,18.0,382.0,294.0,0.0,0.0,0.0,0.0,0.0,64.0,7589.0
401,37,19.0,7,15,6.0,133.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,408.0
401,37,19.0,7,15,10.0,112.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0
401,37,19.0,7,15,5.0,408.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1082.0
401,37,19.0,7,15,1.0,613.0,1697.0,16.0,163.0,153.0,0.0,0.0,0.0,0.0,0.0,51.0,2693.0
401,37,33.0,6,13,10.0,55.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,128.0
401,37,33.0,6,13,5.0,28.0,202.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,257.0
401,37,33.0,6,13,2.0,1840.0,782.0,46.0,0.0,46.0,0.0,0.0,0.0,72.0,0.0,28.0,2814.0
401,37,33.0,6,14,10.0,63.0,54.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
401,37,33.0,6,14,1.0,1430.0,2718.0,43.0,214.0,20.0,0.0,0.0,0.0,0.0,0.0,41.0,4466.0
401,37,33.0,6,14,5.0,61.0,117.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,205.0
401,37,33.0,6,20,1.0,2760.0,7124.0,110.0,276.0,644.0,0.0,0.0,0.0,0.0,0.0,184.0,11098.0
401,37,33.0,6,20,5.0,92.0,340.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,459.0
401,37,33.0,6,20,10.0,37.0,51.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
401,37,33.0,6,20,2.0,1840.0,414.0,18.0,0.0,1104.0,0.0,0.0,0.0,0.0,0.0,46.0,3422.0
401,37,45.0,9,13,,,,,,,,,,,,,
401,37,45.0,9,14,,,,,,,,,,,,,
401,37,45.0,9,15,,,,,,,,,,,,,
401,37,61.0,5,13,1.0,2328.0,5336.0,37.0,814.0,248.0,0.0,0.0,0.0,0.0,0.0,118.0,8881.0
401,37,61.0,5,13,5.0,368.0,1546.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,2071.0
401,37,61.0,5,13,6.0,46.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,175.0
401,37,61.0,5,13,10.0,46.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
401,37,61.0,5,14,5.0,138.0,460.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,669.0
401,37,61.0,5,14,10.0,110.0,133.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,271.0
401,37,61.0,5,14,1.0,800.0,2958.0,14.0,320.0,120.0,0.0,0.0,0.0,0.0,0.0,64.0,4276.0
401,37,61.0,5,15,5.0,166.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,622.0
401,37,61.0,5,15,1.0,1288.0,5820.0,28.0,718.0,184.0,0.0,0.0,0.0,0.0,0.0,110.0,8148.0
401,37,61.0,5,15,10.0,55.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,134.0
401,37,75.0,11,13,,,,,,,,,,,,,
401,37,75.0,11,14,5.0,193.0,828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1049.0
401,37,75.0,11,14,1.0,800.0,2001.0,9.0,198.0,74.0,0.0,0.0,0.0,0.0,0.0,55.0,3137.0
401,37,75.0,11,15,5.0,294.0,1251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,1619.0
401,37,75.0,11,15,1.0,1564.0,3731.0,14.0,497.0,184.0,0.0,0.0,0.0,0.0,0.0,120.0,6110.0
401,37,75.0,11,15,6.0,258.0,626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,1004.0
401,37,75.0,11,15,10.0,110.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,289.0
401,39,11.0,6,13,2.0,0.0,350.0,138.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0
401,39,11.0,6,13,5.0,350.0,506.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.0
401,39,11.0,6,13,6.0,78.0,179.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0
401,39,11.0,6,13,10.0,55.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
401,39,11.0,6,13,1.0,442.0,1840.0,129.0,248.0,28.0,0.0,0.0,0.0,0.0,0.0,28.0,2715.0
401,39,11.0,6,14,1.0,2300.0,6440.0,184.0,331.0,23.0,0.0,0.0,0.0,0.0,0.0,74.0,9352.0
401,39,11.0,6,14,5.0,248.0,442.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,745.0
401,39,11.0,6,15,,,,,,,,,,,,,
401,39,23.0,2,13,5.0,46.0,110.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0
401,39,23.0,2,13,2.0,0.0,414.0,138.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,814.0
401,39,23.0,2,14,2.0,0.0,230.0,0.0,0.0,414.0,0.0,0.0,0.0,0.0,0.0,18.0,662.0
401,39,23.0,2,14,5.0,74.0,230.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,332.0
401,39,23.0,2,15,2.0,0.0,1012.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,1251.0
401,39,23.0,2,15,6.0,55.0,138.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0
401,39,23.0,2,15,5.0,92.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0
401,39,41.0,3,13,6.0,152.0,451.0,46.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0
401,39,41.0,3,13,5.0,276.0,1058.0,46.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,28.0,1463.0
401,39,41.0,3,13,10.0,92.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0
401,39,41.0,3,14,5.0,37.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0
401,39,41.0,3,14,2.0,0.0,644.0,120.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,28.0,948.0
401,39,41.0,3,14,10.0,55.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0
401,39,41.0,3,15,6.0,64.0,221.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0
401,39,41.0,3,15,5.0,74.0,1463.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1629.0
401,39,41.0,3,15,8.0,0.0,120.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,185.0
401,39,41.0,3,15,1.0,0.0,1785.0,37.0,166.0,534.0,0.0,0.0,0.0,0.0,0.0,55.0,2577.0
401,39,49.0,14,13,,,,,,,,,,,,,
401,39,49.0,14,14,6.0,0.0,58788.0,644.0,0.0,2760.0,0.0,0.0,0.0,0.0,0.0,230.0,62422.0
401,39,49.0,14,14,5.0,74.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0
401,39,49.0,14,15,,,,,,,,,,,,,
401,41,5.0,6,13,,,,,,,,,,,,,
401,41,5.0,6,14,2.0,0.0,584.0,18.0,28.0,644.0,0.0,0.0,0.0,0.0,0.0,9.0,1283.0
401,41,5.0,6,14,5.0,46.0,420.0,9.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,502.0
401,41,5.0,6,15,5.0,37.0,315.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,375.0
401,41,5.0,6,15,1.0,138.0,922.0,9.0,83.0,74.0,0.0,0.0,0.0,0.0,0.0,5.0,1231.0
401,41,17.0,9,13,1.0,920.0,1761.0,28.0,138.0,110.0,0.0,0.0,0.0,0.0,0.0,64.0,3021.0
401,41,17.0,9,13,5.0,239.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
401,41,17.0,9,13,6.0,147.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0
401,41,17.0,9,14,5.0,74.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0
401,41,17.0,9,15,1.0,0.0,1082.0,9.0,138.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,1395.0
401,41,29.0,3,13,5.0,92.0,524.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,635.0
401,41,29.0,3,15,5.0,162.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0
401,41,29.0,3,15,6.0,64.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0
401,41,29.0,3,19,1.0,294.0,681.0,9.0,46.0,64.0,0.0,0.0,0.0,0.0,0.0,18.0,1112.0
401,41,29.0,3,19,5.0,184.0,515.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,741.0
401,41,29.0,3,19,2.0,0.0,736.0,18.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,28.0,966.0
401,41,43.0,8,13,,,,,,,,,,,,,
401,41,43.0,8,14,,,,,,,,,,,,,
401,41,43.0,8,15,6.0,46.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,240.0
401,41,43.0,8,15,5.0,46.0,297.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,5.0,394.0
401,41,43.0,8,15,1.0,414.0,1301.0,0.0,55.0,92.0,0.0,0.0,0.0,0.0,0.0,9.0,1871.0
401,41,57.0,13,14,,,,,,,,,,,,,
401,41,57.0,13,15,1.0,547.0,15208.0,170.0,46.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,16339.0
401,41,57.0,13,19,,,,,,,,,,,,,
401,43,9.0,3,13,1.0,1104.0,3473.0,18.0,414.0,46.0,0.0,0.0,0.0,0.0,0.0,41.0,5096.0
401,43,9.0,3,14,2.0,2944.0,460.0,18.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,3477.0
401,43,9.0,3,14,5.0,92.0,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,459.0
401,43,9.0,3,15,,,,,,,,,,,,,
401,43,25.0,5,13,,,,,,,,,,,,,
401,43,25.0,5,14,5.0,414.0,984.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1444.0
401,43,25.0,5,15,2.0,0.0,1610.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,1748.0
401,43,25.0,5,15,5.0,110.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0
401,43,41.0,4,13,5.0,138.0,423.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,580.0
401,43,41.0,4,13,6.0,74.0,161.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,249.0
401,43,41.0,4,14,,,,,,,,,,,,,
401,43,41.0,4,15,,,,,,,,,,,,,
401,43,57.0,7,13,10.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
401,43,57.0,7,13,5.0,92.0,230.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,350.0
401,43,57.0,7,13,1.0,0.0,3211.0,14.0,1012.0,46.0,0.0,0.0,0.0,0.0,0.0,37.0,4320.0
401,43,57.0,7,14,5.0,110.0,359.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0
401,43,57.0,7,14,1.0,0.0,1969.0,18.0,184.0,74.0,0.0,0.0,0.0,0.0,0.0,18.0,2263.0
401,43,57.0,7,15,6.0,92.0,207.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0
401,43,57.0,7,15,10.0,46.0,110.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0
