tinh,huyen,xa,m4c15,m4c16,m4c17,m4c18,m4c19,m4c20,m4c21a,m4c21b,m4c21c,m4c22,m4c23,m4c24
104,05,45,1,444.0,82.0,455.3,60.0,100.0,,,,1993.0,156.0,2.0
104,05,45,2,3.6,50.0,3.7,48.0,100.0,,,,1993.0,4.0,2.0
104,05,45,3,10.3,,10.5,,100.0,,,,1993.0,2.0,2.0
104,05,45,5,62.3,,61.3,,100.0,,,,1993.0,2.0,1.0
104,05,45,6,133.4,,122.4,,,,,,,,
104,05,45,7,5.3,,5.7,,,,,,,,
104,06,03,0,4479.0,,4480.5,,,,,,,,
104,06,03,1,303.1,45.0,438.3,50.0,75.0,1.0,4.0,0.0,2005.0,50.0,2.0
104,06,03,2,64.4,20.0,123.6,15.0,50.0,1.0,4.0,0.0,2005.0,12.0,2.0
104,06,03,3,3.6,,3.6,,0.0,4.0,0.0,,,,
104,06,03,4,3081.9,,2443.7,,20.0,1.0,4.0,0.0,2005.0,10.0,2.0
104,06,03,5,44.4,,41.5,,40.0,1.0,0.0,,2006.0,120.0,1.0
104,06,03,6,479.7,,335.6,,,,,,,,
104,06,03,7,501.9,,1094.2,,,,,,,,
104,06,09,0,1181.8,,1181.8,,,,,,,,
104,06,09,1,557.6,90.0,802.1,93.0,100.0,,,,2004.0,150.0,2.0
104,06,09,2,32.7,0.0,55.0,0.0,100.0,,,,-1.0,-1.0,9.0
104,06,09,3,12.0,,18.0,,100.0,,,,-1.0,-1.0,9.0
104,06,09,4,22.7,,27.9,,100.0,,,,-1.0,-1.0,9.0
104,06,09,5,57.9,,60.2,,70.0,9.0,,,-1.0,-1.0,9.0
104,06,09,6,470.1,,146.7,,,,,,,,
104,06,09,7,28.8,,71.9,,,,,,,,
104,06,21,0,950.4,,950.6,,,,,,,,
104,06,21,1,701.0,100.0,762.7,100.0,89.0,4.0,1.0,0.0,2000.0,0.0,
104,06,21,2,4.0,100.0,4.0,100.0,70.0,4.0,1.0,0.0,2000.0,0.0,
104,06,21,3,13.0,,10.8,,80.0,4.0,1.0,0.0,2000.0,0.0,
104,06,21,5,45.4,,41.1,,83.0,4.0,1.0,0.0,2000.0,15.0,1.0
104,06,21,6,187.0,,132.0,,,,,,,,
104,07,03,0,879.5,,879.5,,,,,,,,
104,07,03,1,549.0,100.0,554.8,81.0,92.0,2.0,0.0,,1999.0,-1.0,9.0
104,07,03,2,4.1,100.0,81.6,100.0,0.0,1.0,0.0,,,,
104,07,03,3,0.8,,0.8,,0.0,1.0,0.0,,,,
104,07,03,5,109.0,,100.1,,98.0,3.0,2.0,0.0,1999.0,22.0,1.0
104,07,03,6,216.6,,142.2,,,,,,,,
104,07,09,0,437.5,,435.5,,,,,,,,
104,07,09,1,310.3,100.0,312.3,65.0,85.0,1.0,0.0,,2002.0,6.0,3.0
104,07,09,2,2.9,100.0,2.9,100.0,90.0,1.0,0.0,,-1.0,-1.0,9.0
104,07,09,3,6.8,,6.8,,-1.0,1.0,0.0,,-1.0,-1.0,9.0
104,07,09,5,39.3,,35.0,,-1.0,1.0,0.0,,-1.0,-1.0,9.0
104,07,09,6,78.2,,74.5,,,,,,,,
104,07,09,7,0.0,,4.0,,,,,,,,
104,07,19,0,297.1,,297.1,,,,,,,,
104,07,19,1,188.4,100.0,189.4,100.0,98.0,4.0,0.0,,1999.0,0.0,
104,07,19,3,6.1,,6.1,,0.0,4.0,0.0,,,,
104,07,19,5,29.8,,29.4,,98.0,2.0,0.0,,2001.0,6.0,1.0
104,07,19,6,72.8,,72.2,,,,,,,,
104,07,29,0,741.7,,741.7,,,,,,,,
104,07,29,1,565.7,100.0,574.8,100.0,100.0,,,,1993.0,30.0,1.0
104,07,29,2,9.2,0.0,2.2,0.0,100.0,,,,1993.0,30.0,1.0
104,07,29,3,11.1,,11.8,,100.0,,,,1993.0,30.0,1.0
104,07,29,5,69.9,,67.9,,100.0,,,,1993.0,30.0,1.0
104,07,29,6,85.8,,85.0,,,,,,,,
104,07,47,0,497.6,,497.4,,,,,,,,
104,07,47,1,387.8,90.0,400.5,70.0,80.0,4.0,3.0,0.0,1993.0,36.0,1.0
104,07,47,2,1.1,0.0,1.1,0.0,100.0,,,,1993.0,0.0,
104,07,47,3,60.0,,50.0,,90.0,4.0,3.0,0.0,1993.0,36.0,1.0
104,07,47,5,47.9,,45.3,,90.0,4.0,3.0,0.0,1993.0,36.0,1.0
104,07,47,6,0.8,,0.5,,,,,,,,
104,07,53,0,1000.0,,1000.0,,,,,,,,
104,07,53,1,556.0,80.0,598.0,72.0,96.0,4.0,0.0,,1993.0,18.0,1.0
104,07,53,3,74.2,,68.0,,96.0,1.0,0.0,,1993.0,0.0,
104,07,53,5,84.0,,83.0,,98.0,1.0,0.0,,1993.0,0.0,
104,07,53,6,285.8,,251.0,,,,,,,,
104,09,09,0,719.0,,719.0,,,,,,,,
104,09,09,1,474.3,100.0,526.1,100.0,100.0,,,,1996.0,45.0,1.0
104,09,09,2,0.5,100.0,0.5,100.0,100.0,,,,-1.0,-1.0,9.0
104,09,09,3,14.8,,10.1,,70.0,4.0,0.0,,-1.0,-1.0,9.0
104,09,09,5,69.0,,49.7,,80.0,4.0,0.0,,-1.0,-1.0,9.0
104,09,09,6,127.7,,93.5,,,,,,,,
104,09,09,7,32.7,,39.1,,,,,,,,
104,09,13,0,914.1,,914.1,,,,,,,,
104,09,13,1,600.8,100.0,709.4,100.0,100.0,,,,-1.0,-1.0,9.0
104,09,13,3,58.4,,47.8,,80.0,4.0,0.0,,-1.0,-1.0,9.0
104,09,13,5,100.6,,63.8,,95.0,4.0,0.0,,-1.0,-1.0,9.0
104,09,13,6,154.3,,88.4,,,,,,,,
104,09,13,7,0.0,,4.7,,,,,,,,
104,09,15,0,764.1,,764.1,,,,,,,,
104,09,15,1,492.1,100.0,602.0,100.0,80.0,4.0,0.0,,-1.0,-1.0,9.0
104,09,15,3,72.3,,0.6,,80.0,4.0,0.0,,-1.0,-1.0,9.0
104,09,15,5,88.0,,50.6,,100.0,,,,2002.0,47.0,1.0
104,09,15,6,111.0,,106.0,,,,,,,,
104,09,15,7,0.7,,4.9,,,,,,,,
104,09,21,0,526.6,,526.6,,,,,,,,
104,09,21,1,359.5,100.0,374.9,100.0,100.0,,,,2002.0,0.0,
104,09,21,3,45.4,,30.8,,-1.0,1.0,0.0,,-1.0,-1.0,9.0
104,09,21,5,30.4,,30.0,,90.0,4.0,0.0,,1997.0,7.0,1.0
104,09,21,6,91.3,,90.9,,,,,,,,
104,09,27,0,850.6,,850.6,,,,,,,,
104,09,27,1,523.9,80.0,523.9,100.0,100.0,,,,2003.0,0.0,
104,09,27,2,73.0,0.0,73.0,0.0,100.0,,,,2003.0,0.0,
104,09,27,3,46.0,,46.0,,100.0,,,,2003.0,0.0,
104,09,27,5,39.7,,39.7,,100.0,,,,2003.0,10.0,1.0
104,09,27,6,120.0,,120.0,,,,,,,,
104,09,27,7,48.0,,48.0,,,,,,,,
104,09,33,0,355.1,,355.1,,,,,,,,
104,09,33,1,59.6,90.0,59.6,75.0,0.0,5.0,1.0,0.0,,,
104,09,33,2,11.4,0.0,11.4,0.0,100.0,,,,1992.0,0.0,
104,09,33,3,2.3,,2.3,,0.0,4.0,1.0,0.0,,,
104,09,33,5,32.7,,32.7,,100.0,,,,1992.0,0.0,
104,09,33,6,31.2,,31.2,,,,,,,,
104,09,33,7,217.9,,217.9,,,,,,,,
104,11,17,0,773.4,,756.4,,,,,,,,
104,11,17,1,443.4,60.0,383.6,50.0,90.0,1.0,2.0,0.0,1999.0,16.0,2.0
104,11,17,2,144.0,100.0,86.0,40.0,0.0,1.0,0.0,,,,
104,11,17,3,18.5,,14.3,,0.0,1.0,0.0,,,,
104,11,17,5,45.4,,27.6,,83.0,1.0,2.0,3.0,1999.0,0.0,
104,11,17,6,63.2,,109.6,,,,,,,,
104,11,17,7,58.9,,135.3,,,,,,,,
104,11,23,0,1376.3,,1376.3,,,,,,,,
104,11,23,1,445.6,100.0,537.7,95.0,85.0,1.0,2.0,0.0,2002.0,0.0,
104,11,23,2,34.7,100.0,102.6,100.0,85.0,1.0,2.0,0.0,2004.0,0.0,
104,11,23,3,37.7,,0.0,,0.0,1.0,0.0,,,,
104,11,23,5,114.0,,76.1,,85.0,1.0,2.0,0.0,2004.0,13.0,1.0
104,11,23,6,707.9,,550.9,,,,,,,,
104,11,23,7,36.4,,109.0,,,,,,,,
104,11,25,0,1256.0,,1256.0,,,,,,,,
104,11,25,1,713.6,91.0,748.0,65.0,96.0,1.0,2.0,0.0,1999.0,0.0,
104,11,25,2,9.4,70.0,74.1,55.0,50.0,4.0,0.0,,2003.0,49.0,3.0
104,11,25,3,9.3,,47.5,,0.0,1.0,0.0,,,,
104,11,25,4,3.1,,24.6,,0.0,1.0,0.0,,,,
104,11,25,5,150.4,,48.0,,50.0,4.0,0.0,,2003.0,0.0,
104,11,25,6,277.1,,242.0,,,,,,,,
104,11,25,7,93.1,,71.8,,,,,,,,
104,11,31,0,313.0,,313.0,,,,,,,,
104,11,31,1,188.0,78.0,173.0,73.0,85.0,1.0,0.0,,2003.0,0.0,
104,11,31,2,3.3,85.0,22.6,80.0,75.0,1.0,2.0,0.0,2003.0,0.0,
104,11,31,3,25.8,,25.5,,70.0,1.0,0.0,,2003.0,0.0,
104,11,31,5,43.4,,18.1,,71.0,1.0,2.0,0.0,2003.0,0.0,
104,11,31,6,31.4,,50.1,,,,,,,,
104,11,31,7,21.1,,23.7,,,,,,,,
105,01,17,0,439.7,,439.7,,,,,,,,
105,01,17,1,238.0,100.0,282.8,100.0,100.0,,,,2003.0,10.0,1.0
105,01,17,3,28.0,,10.0,,0.0,4.0,0.0,,,,
105,01,17,5,164.0,,49.0,,90.0,1.0,2.0,3.0,2003.0,9.0,1.0
105,01,17,6,9.7,,97.9,,,,,,,,
105,01,23,0,671.7,,671.7,,,,,,,,
105,01,23,1,417.0,94.0,419.0,86.0,96.0,3.0,4.0,2.0,2003.0,0.0,
105,01,23,5,107.0,,100.0,,45.0,3.0,4.0,2.0,2003.0,0.0,
105,01,23,6,147.7,,152.7,,,,,,,,
105,01,29,0,270.0,,270.0,,,,,,,,
105,01,29,1,127.6,100.0,183.6,100.0,100.0,,,,1999.0,0.0,
105,01,29,2,0.0,0.0,9.7,0.0,100.0,,,,1999.0,0.0,
105,01,29,3,0.8,,0.8,,100.0,,,,1999.0,0.0,
105,01,29,5,29.5,,24.8,,98.0,1.0,0.0,,1999.0,46.0,3.0
105,01,29,6,101.6,,40.6,,,,,,,,
105,01,29,7,10.5,,10.5,,,,,,,,
105,03,13,0,1464.0,,1464.0,,,,,,,,
105,03,13,1,344.1,95.0,338.8,90.0,100.0,,,,1999.0,0.0,
105,03,13,2,120.5,85.0,91.5,80.0,98.0,4.0,0.0,,2003.0,0.0,
105,03,13,3,2.9,,2.9,,0.0,1.0,0.0,,,,
105,03,13,4,161.8,,200.5,,0.0,4.0,0.0,,,,
105,03,13,5,36.8,,19.8,,98.0,2.0,0.0,,2005.0,70.0,1.0
105,03,13,6,770.3,,732.1,,,,,,,,
105,03,13,7,27.6,,78.4,,,,,,,,
105,03,21,0,981.0,,981.0,,,,,,,,
105,03,21,1,579.3,87.0,592.3,77.0,60.0,4.0,0.0,,2006.0,85.0,1.0
105,03,21,2,64.7,0.0,28.1,0.0,0.0,4.0,0.0,,,,
105,03,21,3,50.0,,50.0,,0.0,4.0,0.0,,,,
105,03,21,4,142.5,,115.2,,0.0,4.0,0.0,,,,
105,03,21,5,144.5,,74.4,,81.0,2.0,0.0,,2006.0,15.0,1.0
105,03,21,7,0.0,,121.0,,,,,,,,
105,05,03,0,1236.4,,1236.4,,,,,,,,
105,05,03,1,251.0,90.0,267.7,90.0,53.0,5.0,0.0,,2000.0,0.0,
105,05,03,2,177.6,0.0,177.6,0.0,0.0,5.0,0.0,,,,
105,05,03,3,20.6,,20.6,,0.0,5.0,0.0,,,,
105,05,03,4,121.1,,121.1,,0.0,5.0,0.0,,,,
105,05,03,5,57.2,,46.2,,55.0,5.0,0.0,,2004.0,1.0,1.0
105,05,03,6,204.5,,192.7,,,,,,,,
105,05,03,7,404.4,,410.5,,,,,,,,
105,05,15,0,923.0,,923.0,,,,,,,,
105,05,15,1,353.0,65.0,349.0,60.0,70.0,4.0,0.0,,2001.0,0.0,
105,05,15,2,136.0,0.0,132.0,0.0,60.0,4.0,0.0,,2005.0,0.0,
105,05,15,3,35.1,,35.1,,100.0,,,,2002.0,0.0,
105,05,15,5,42.5,,40.5,,65.0,2.0,3.0,0.0,2006.0,12.0,1.0
105,05,15,6,149.0,,149.0,,,,,,,,
105,05,15,7,207.4,,217.4,,,,,,,,
105,05,23,0,991.4,,991.4,,,,,,,,
105,05,23,1,337.9,80.0,337.9,80.0,90.0,4.0,0.0,,1999.0,0.0,
105,05,23,2,52.2,0.0,52.2,0.0,100.0,,,,2001.0,0.0,
105,05,23,3,13.5,,13.5,,0.0,4.0,0.0,,,,
105,05,23,5,44.4,,40.0,,80.0,2.0,3.0,0.0,2002.0,5.0,1.0
105,05,23,6,540.3,,540.3,,,,,,,,
105,05,23,7,3.1,,7.5,,,,,,,,
105,05,31,0,366.7,,366.7,,,,,,,,
105,05,31,1,220.0,90.0,230.0,80.0,88.0,1.0,4.0,2.0,1993.0,0.0,
105,05,31,2,24.4,20.0,24.0,15.0,80.0,1.0,4.0,2.0,1993.0,0.0,
105,05,31,3,38.0,,30.0,,90.0,1.0,4.0,2.0,1993.0,0.0,
105,05,31,4,34.7,,35.0,,95.0,1.0,4.0,2.0,1993.0,0.0,
105,05,31,5,49.6,,24.0,,73.0,1.0,4.0,2.0,1993.0,7.0,1.0
105,05,31,7,0.0,,23.7,,,,,,,,
105,05,35,0,361.0,,361.0,,,,,,,,
105,05,35,1,220.7,100.0,230.0,100.0,20.0,5.0,4.0,0.0,1994.0,3.0,1.0
105,05,35,2,32.0,0.0,35.0,0.0,73.0,2.0,0.0,,2001.0,0.0,
105,05,35,3,8.0,,8.0,,0.0,4.0,0.0,,,,
105,05,35,5,32.9,,26.0,,73.0,2.0,1.0,3.0,2002.0,5.0,1.0
105,05,35,6,48.4,,45.0,,,,,,,,
105,05,35,7,19.0,,17.0,,,,,,,,
105,05,43,0,2662.0,,2662.0,,,,,,,,
105,05,43,1,690.7,30.0,710.0,25.0,100.0,,,,2003.0,30.0,1.0
105,05,43,2,582.1,10.0,530.0,8.0,100.0,,,,2006.0,0.0,
105,05,43,3,82.2,,76.0,,100.0,,,,2004.0,0.0,
105,05,43,4,490.7,,520.0,,90.0,2.0,0.0,,2000.0,0.0,
105,05,43,5,67.8,,60.0,,85.0,1.0,2.0,3.0,2003.0,0.0,
105,05,43,6,367.3,,350.0,,,,,,,,
105,05,43,7,381.2,,416.0,,,,,,,,
105,05,59,0,2138.0,,2138.0,,,,,,,,
105,05,59,1,704.5,40.0,705.6,40.0,90.0,1.0,0.0,,2002.0,20.0,2.0
105,05,59,2,428.5,10.0,407.8,10.0,70.0,1.0,0.0,,2004.0,0.0,
105,05,59,3,28.6,,3.4,,0.0,4.0,0.0,,,,
105,05,59,4,634.9,,643.5,,0.0,1.0,0.0,,,,
105,05,59,5,147.8,,124.2,,70.0,2.0,1.0,0.0,2002.0,10.0,1.0
105,05,59,6,164.6,,149.7,,,,,,,,
105,05,59,7,29.1,,103.8,,,,,,,,
105,07,09,0,494.0,,494.0,,,,,,,,
105,07,09,1,252.0,100.0,277.0,100.0,95.0,1.0,4.0,0.0,2001.0,0.0,
105,07,09,2,13.5,0.0,25.0,0.0,85.0,1.0,2.0,0.0,2003.0,0.0,
105,07,09,3,18.5,,10.0,,0.0,4.0,0.0,,,,
105,07,09,5,50.0,,25.0,,85.0,1.0,2.0,0.0,2003.0,0.0,
105,07,09,6,81.0,,70.0,,,,,,,,
105,07,09,7,79.0,,87.0,,,,,,,,
105,07,19,0,667.0,,667.0,,,,,,,,
105,07,19,1,426.0,100.0,432.4,100.0,99.0,4.0,0.0,,2001.0,0.0,
105,07,19,3,70.5,,70.5,,0.0,5.0,0.0,,,,
105,07,19,5,64.3,,58.5,,96.0,2.0,3.0,5.0,2003.0,0.0,
105,07,19,6,106.2,,104.5,,,,,,,,
105,07,19,7,0.0,,1.1,,,,,,,,
105,07,31,0,617.5,,617.5,,,,,,,,
105,07,31,1,381.1,100.0,399.0,100.0,100.0,,,,2001.0,0.0,
105,07,31,3,15.7,,30.0,,0.0,4.0,0.0,,,,
105,07,31,5,52.3,,31.1,,70.0,2.0,3.0,1.0,2002.0,0.0,
105,07,31,6,143.6,,106.4,,,,,,,,
105,07,31,7,24.8,,51.0,,,,,,,,
105,07,39,0,616.0,,616.0,,,,,,,,
105,07,39,1,380.4,100.0,417.5,100.0,100.0,,,,2002.0,188.0,2.0
105,07,39,3,58.7,,24.0,,0.0,4.0,0.0,,,,
105,07,39,5,71.1,,70.2,,60.0,2.0,3.0,1.0,2003.0,15.0,1.0
105,07,39,6,105.8,,104.3,,,,,,,,
105,09,13,0,416.0,,416.0,,,,,,,,
105,09,13,1,276.5,100.0,272.6,100.0,70.0,4.0,0.0,,2003.0,0.0,
105,09,13,2,1.9,100.0,1.9,100.0,80.0,4.0,0.0,,2004.0,0.0,
105,09,13,3,6.1,,9.0,,0.0,4.0,0.0,,,,
105,09,13,5,31.2,,29.3,,45.0,1.0,2.0,3.0,2004.0,10.0,1.0
105,09,13,6,47.9,,52.7,,,,,,,,
105,09,13,7,52.4,,50.5,,,,,,,,
105,09,23,0,353.0,,353.0,,,,,,,,
105,09,23,1,188.3,100.0,246.8,96.0,99.0,5.0,0.0,,1999.0,3.0,3.0
105,09,23,2,23.8,100.0,0.0,0.0,99.0,5.0,0.0,,1999.0,3.0,3.0
105,09,23,3,16.3,,7.6,,99.0,5.0,0.0,,1999.0,3.0,3.0
105,09,23,5,34.2,,31.8,,80.0,5.0,0.0,,2001.0,3.0,3.0
105,09,23,6,76.1,,66.8,,,,,,,,
105,09,23,7,14.3,,0.0,,,,,,,,
105,09,27,0,554.2,,554.2,,,,,,,,
105,09,27,1,361.6,100.0,445.9,100.0,98.0,4.0,0.0,,1999.0,5.0,1.0
105,09,27,2,16.4,100.0,13.4,100.0,20.0,4.0,0.0,,1999.0,3.0,2.0
105,09,27,3,12.3,,12.3,,0.0,4.0,0.0,,,,
105,09,27,5,85.0,,81.1,,90.0,2.0,3.0,0.0,2001.0,0.0,
105,09,27,6,78.4,,0.0,,,,,,,,
105,09,27,7,0.5,,1.5,,,,,,,,
105,09,29,0,238.0,,238.0,,,,,,,,
105,09,29,1,128.4,80.0,140.1,80.0,100.0,,,,2000.0,37.0,2.0
105,09,29,2,15.2,70.0,3.5,70.0,100.0,,,,2000.0,0.0,
105,09,29,5,45.5,,44.3,,89.0,2.0,3.0,0.0,2004.0,10.0,1.0
105,09,29,6,48.9,,50.1,,,,,,,,
105,11,07,0,782.6,,782.6,,,,,,,,
105,11,07,1,481.2,50.0,526.8,50.0,90.0,4.0,0.0,,2003.0,10.0,1.0
105,11,07,3,32.3,,32.3,,100.0,,,,2003.0,0.0,
105,11,07,5,100.6,,98.3,,53.0,2.0,3.0,0.0,2003.0,5.0,1.0
105,11,07,6,149.9,,106.6,,,,,,,,
105,11,07,7,18.6,,18.6,,,,,,,,
105,11,15,0,314.0,,314.0,,,,,,,,
105,11,15,1,210.0,100.0,211.7,100.0,95.0,1.0,0.0,,2001.0,3.0,3.0
105,11,15,3,3.1,,3.1,,0.0,4.0,0.0,,,,
105,11,15,5,32.9,,29.8,,80.0,2.0,3.0,0.0,2001.0,5.0,1.0
105,11,15,6,55.0,,55.0,,,,,,,,
105,11,15,7,13.0,,14.4,,,,,,,,
105,11,23,0,322.8,,322.8,,,,,,,,
105,11,23,1,194.8,100.0,198.7,90.0,90.0,4.0,0.0,,2002.0,0.0,
105,11,23,2,3.6,20.0,3.6,20.0,0.0,4.0,0.0,,,,
105,11,23,3,5.3,,2.3,,0.0,4.0,0.0,,,,
105,11,23,5,40.0,,35.5,,71.0,2.0,3.0,1.0,2001.0,12.0,1.0
105,11,23,6,79.1,,82.7,,,,,,,,
105,11,33,0,471.0,,471.0,,,,,,,,
105,11,33,1,326.0,100.0,330.0,100.0,100.0,,,,2000.0,0.0,
105,11,33,2,2.0,100.0,2.0,100.0,0.0,2.0,0.0,,,,
105,11,33,3,3.0,,3.0,,0.0,4.0,0.0,,,,
105,11,33,5,43.0,,39.0,,70.0,3.0,2.0,0.0,2006.0,6.0,1.0
105,11,33,6,97.0,,97.0,,,,,,,,
105,13,07,0,410.5,,410.5,,,,,,,,
105,13,07,1,144.1,100.0,163.5,100.0,89.0,2.0,4.0,1.0,2002.0,0.0,
105,13,07,2,95.2,100.0,80.0,100.0,89.0,4.0,0.0,,2002.0,0.0,
105,13,07,3,39.0,,39.0,,0.0,4.0,0.0,,,,
105,13,07,5,56.6,,55.0,,81.0,2.0,3.0,0.0,2003.0,15.0,1.0
105,13,07,6,72.1,,68.7,,,,,,,,
105,13,07,7,3.5,,4.3,,,,,,,,
105,13,11,0,375.2,,375.2,,,,,,,,
105,13,11,1,164.2,100.0,215.8,100.0,70.0,4.0,5.0,0.0,2006.0,110.0,1.0
105,13,11,2,0.5,100.0,3.8,100.0,0.0,4.0,0.0,,,,
105,13,11,3,10.4,,8.5,,0.0,4.0,0.0,,,,
105,13,11,5,71.9,,49.1,,60.0,1.0,2.0,0.0,2006.0,100.0,1.0
105,13,11,6,125.4,,94.1,,,,,,,,
105,13,11,7,2.8,,3.9,,,,,,,,
105,13,15,0,409.6,,409.6,,,,,,,,
105,13,15,1,202.4,100.0,210.2,100.0,38.0,4.0,0.0,,2002.0,0.0,
105,13,15,2,77.7,100.0,76.2,100.0,0.0,4.0,0.0,,,,
105,13,15,3,0.8,,0.8,,0.0,4.0,0.0,,,,
105,13,15,5,73.6,,69.2,,87.0,3.0,2.0,0.0,2002.0,2.0,1.0
105,13,15,6,55.1,,53.2,,,,,,,,
105,13,17,0,325.9,,325.9,,,,,,,,
105,13,17,1,203.0,100.0,210.8,100.0,89.0,2.0,3.0,5.0,2004.0,100.0,1.0
105,13,17,2,5.5,100.0,8.3,100.0,0.0,2.0,4.0,0.0,,,
105,13,17,3,1.5,,1.9,,0.0,4.0,0.0,,,,
105,13,17,5,55.5,,44.8,,35.0,1.0,2.0,3.0,2005.0,180.0,1.0
105,13,17,6,60.4,,60.1,,,,,,,,
105,13,23,0,444.1,,444.1,,,,,,,,
105,13,23,1,140.0,100.0,274.9,100.0,92.0,3.0,4.0,0.0,2006.0,401.0,1.0
105,13,23,2,0.0,0.0,14.2,100.0,80.0,4.0,0.0,,2006.0,0.0,
105,13,23,3,0.0,,6.8,,50.0,4.0,0.0,,2006.0,0.0,
105,13,23,5,167.3,,45.8,,51.0,4.0,2.0,1.0,2006.0,385.0,1.0
105,13,23,6,136.8,,99.6,,,,,,,,
105,13,23,7,0.0,,2.8,,,,,,,,
105,13,35,0,689.7,,689.7,,,,,,,,
105,13,35,1,475.1,90.0,520.4,90.0,86.0,4.0,0.0,,2000.0,20.0,1.0
105,13,35,2,24.5,70.0,23.0,70.0,0.0,4.0,0.0,,,,
105,13,35,3,7.5,,14.7,,0.0,4.0,0.0,,,,
105,13,35,5,75.0,,68.2,,45.0,1.0,2.0,3.0,2005.0,40.0,1.0
105,13,35,6,95.4,,39.1,,,,,,,,
105,13,35,7,12.2,,24.3,,,,,,,,
105,15,13,0,383.0,,383.0,,,,,,,,
105,15,13,1,252.3,100.0,253.3,100.0,70.0,2.0,3.0,0.0,2002.0,2.0,1.0
105,15,13,2,0.4,0.0,0.4,0.0,0.0,4.0,0.0,,,,
105,15,13,3,5.0,,5.0,,0.0,4.0,0.0,,,,
105,15,13,5,33.0,,29.0,,70.0,2.0,1.0,0.0,2003.0,3.0,1.0
105,15,13,6,81.0,,81.0,,,,,,,,
105,15,13,7,11.3,,14.3,,,,,,,,
105,15,23,0,200.0,,200.0,,,,,,,,
105,15,23,1,137.0,100.0,140.4,100.0,85.0,4.0,0.0,,1999.0,0.0,
105,15,23,3,46.9,,45.3,,0.0,4.0,0.0,,,,
105,15,23,5,16.1,,14.3,,72.0,2.0,4.0,0.0,2004.0,0.0,
105,15,29,0,431.8,,431.8,,,,,,,,
105,15,29,1,235.4,95.0,273.8,90.0,60.0,1.0,0.0,,2000.0,2.0,2.0
105,15,29,2,31.7,40.0,26.3,30.0,60.0,1.0,0.0,,2001.0,0.0,
105,15,29,3,7.0,,7.2,,0.0,1.0,4.0,0.0,,,
105,15,29,5,28.6,,27.6,,30.0,1.0,2.0,0.0,2002.0,5.0,1.0
105,15,29,6,120.2,,75.6,,,,,,,,
105,15,29,7,8.9,,21.3,,,,,,,,
105,17,13,0,740.0,,740.0,,,,,,,,
105,17,13,1,448.3,80.0,450.1,58.0,100.0,,,,2003.0,0.0,
105,17,13,2,56.9,40.0,34.9,0.0,80.0,1.0,4.0,0.0,2003.0,0.0,
105,17,13,3,11.9,,22.1,,100.0,,,,2003.0,0.0,
105,17,13,5,80.1,,56.6,,80.0,1.0,2.0,0.0,2003.0,10.0,1.0
105,17,13,6,141.4,,158.8,,,,,,,,
105,17,13,7,1.4,,17.5,,,,,,,,
105,17,21,0,1191.5,,1191.5,,,,,,,,
105,17,21,1,452.0,95.0,478.7,67.0,98.0,4.0,0.0,,2003.0,0.0,
105,17,21,2,254.7,90.0,101.9,51.0,90.0,2.0,0.0,,2005.0,2.0,2.0
105,17,21,3,62.8,,37.7,,91.0,4.0,0.0,,2005.0,0.0,
105,17,21,4,12.8,,33.7,,90.0,4.0,0.0,,2006.0,0.0,
105,17,21,5,95.4,,66.9,,98.0,3.0,0.0,,2006.0,0.0,
105,17,21,6,288.7,,344.5,,,,,,,,
105,17,21,7,25.1,,128.1,,,,,,,,
105,17,31,0,1269.5,,1269.5,,,,,,,,
105,17,31,1,573.2,70.0,576.4,70.0,60.0,4.0,0.0,,2003.0,0.0,
105,17,31,2,160.0,20.0,138.7,20.0,25.0,3.0,0.0,,2003.0,0.0,
105,17,31,3,65.9,,27.9,,60.0,1.0,0.0,,2003.0,0.0,
105,17,31,4,26.1,,49.8,,70.0,2.0,0.0,,2003.0,0.0,
105,17,31,5,35.1,,35.1,,90.0,2.0,0.0,,2003.0,0.0,
105,17,31,6,282.5,,278.8,,,,,,,,
105,17,31,7,126.7,,162.8,,,,,,,,
105,17,39,0,446.2,,446.2,,,,,,,,
105,17,39,1,291.7,100.0,291.9,100.0,100.0,,,,2003.0,0.0,
105,17,39,2,4.1,80.0,4.1,80.0,90.0,2.0,0.0,,2003.0,0.0,
105,17,39,3,10.0,,13.2,,90.0,4.0,0.0,,2003.0,0.0,
105,17,39,5,32.3,,32.2,,80.0,2.0,3.0,0.0,2003.0,0.0,
105,17,39,6,107.8,,103.5,,,,,,,,
105,17,39,7,0.3,,1.3,,,,,,,,
105,17,47,0,717.2,,717.2,,,,,,,,
105,17,47,1,463.5,100.0,486.7,80.0,95.0,2.0,0.0,,2003.0,0.0,
105,17,47,2,20.9,90.0,18.4,90.0,90.0,1.0,0.0,,2003.0,0.0,
105,17,47,3,40.6,,21.7,,90.0,2.0,0.0,,2003.0,0.0,
105,17,47,5,45.5,,39.2,,90.0,2.0,0.0,,2003.0,0.0,
105,17,47,6,145.3,,100.7,,,,,,,,
105,17,47,7,1.4,,50.5,,,,,,,,
105,17,59,0,451.4,,451.4,,,,,,,,
105,17,59,1,257.6,100.0,259.9,85.0,100.0,,,,2003.0,12.0,2.0
105,17,59,2,67.6,86.0,67.6,43.0,97.0,3.0,0.0,,2003.0,0.0,
105,17,59,3,5.4,,5.8,,95.0,4.0,0.0,,2003.0,4.0,2.0
